scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022,mean,var,std,sharpe ratio
Kotak Equity Savings Fund - Direct - Growth,2.614,0.495,1.47,1.07,0.963,0.585,2.176,0.745,-0.117,1.536,0.086,1.365,1.034,-0.882,-0.662,1.819,0.085,0.635,2.154,0.828,-1.623,-1.026,1.759,0.656,0.165,0.285,2.233,0.611,0.917,-0.183,-1.783,0.795,2.069,2.392,0.844,0.564,0.303,-0.983,-10.5,9.001,2.935,2.513,2.686,1.711,0.826,0.758,4.304,2.119,0.44,1.427,0.39,-0.179,2.465,1.095,0.559,1.551,1.457,2.495,-0.846,0.575,1.126,-0.86,2.07,-0.083,-0.589,-1.048,0.824,4.42,2.102,1.358
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,2.092,-0.009,1.192,1.07,0.962,-0.564,1.683,0.188,-0.659,1.065,-0.414,0.906,0.535,-1.38,-1.039,1.388,-0.425,0.238,1.671,0.343,-2.093,-1.509,1.248,0.181,-0.26,-0.325,1.795,0.135,0.403,-0.656,-2.235,0.337,1.618,1.89,0.372,0.107,-0.213,-1.385,-10.5,9.002,2.935,0.366,2.258,1.305,0.437,0.387,3.936,1.743,0.44,1.427,0.39,-0.177,2.466,1.095,0.559,1.552,1.457,2.496,-0.846,0.575,1.126,-0.86,2.07,-0.082,-0.589,-1.048,0.487,4.419,2.102,0.803
Kotak Equity Savings Fund - Regular - Growth,2.549,0.425,1.39,1.066,0.905,0.541,2.114,0.673,-0.18,1.487,0.015,1.297,0.985,-0.937,-0.711,1.766,0.03,0.598,2.111,0.783,-1.66,-1.075,1.699,0.597,0.107,0.232,2.161,0.546,0.857,-0.241,-1.855,0.729,2.0,2.313,0.776,0.489,0.229,-1.045,-10.569,8.92,2.86,2.433,2.606,1.635,0.747,0.681,4.224,2.035,0.358,1.353,0.308,-0.254,2.387,1.017,0.482,1.471,1.375,2.411,-0.928,0.491,1.045,-0.932,1.986,-0.16,-0.672,-1.13,0.757,4.41,2.1,1.249
Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,2.068,-0.04,0.92,0.598,0.443,0.087,1.657,0.15,-0.695,1.042,-0.445,0.873,0.526,-1.394,-1.054,1.369,-0.445,0.237,1.667,0.339,-2.094,-1.52,1.236,0.16,-0.317,-0.323,1.758,0.106,0.39,-0.67,-2.272,0.311,1.619,1.851,0.341,0.068,-0.246,-1.415,-10.915,8.92,2.105,2.061,2.211,1.258,0.393,0.34,3.89,1.694,0.359,1.352,0.308,-0.255,2.388,1.017,0.482,1.471,1.377,2.412,-0.929,0.49,1.044,-0.932,1.986,-0.16,-0.672,-1.129,0.446,4.487,2.118,0.729
KOTAK GOLD ETF,3.827,1.842,-3.412,0.342,0.984,-1.509,1.419,3.747,-0.17,-0.937,0.132,-0.004,3.346,0.075,1.966,1.034,-0.049,-1.942,-2.141,1.763,1.489,4.521,-5.719,3.405,4.847,-0.914,-4.083,0.812,2.296,5.328,3.627,12.536,-5.727,2.569,-2.364,3.781,3.899,4.062,3.71,5.738,1.132,3.134,9.09,-1.943,-4.052,-0.354,-5.358,4.307,-1.867,-7.168,-3.475,4.142,5.531,-5.07,-3.356,-1.642,-1.767,2.852,-0.239,1.069,-0.762,6.385,0.423,0.591,-2.756,3.576,0.857,13.382,3.658,0.812
Kotak Nifty 50 ETF,6.576,2.717,1.541,0.709,3.367,-0.689,-0.992,-1.295,-1.828,5.987,-3.037,3.088,5.593,-4.936,-3.124,5.156,-0.008,0.388,6.671,3.086,-4.915,-5.594,4.776,0.292,-0.112,-0.148,7.477,0.674,1.816,-1.641,-7.192,0.575,5.18,4.848,1.38,1.108,-1.804,-4.307,-25.849,19.449,5.814,6.161,6.347,5.414,-0.438,2.142,12.358,6.946,1.89,3.5,0.755,-1.552,6.601,0.908,0.693,7.522,2.702,2.386,-4.203,1.11,-0.262,-4.292,6.408,-3.186,-2.824,-4.519,1.263,31.979,5.655,0.774
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,2.641,5.944,1.33,-1.201,4.18,-1.638,7.938,-1.427,-2.557,9.963,-2.207,3.252,6.179,-4.623,-4.596,6.649,0.893,0.839,8.145,6.121,-1.386,-5.619,1.692,-0.529,3.351,1.246,4.84,1.591,-1.74,-3.101,-5.695,2.233,2.247,5.539,-1.874,0.987,-1.905,-5.526,-17.963,14.108,7.723,2.321,9.979,1.7,1.457,2.241,10.373,9.541,2.8,2.058,4.829,-1.665,5.219,3.49,1.919,5.997,3.902,-1.159,-2.347,5.332,-1.421,-4.202,6.37,-4.873,-2.662,-3.197,1.576,25.877,5.087,1.073
Kotak Nifty Bank ETF,11.393,3.793,3.156,3.745,4.447,-0.021,8.07,-2.757,-1.571,5.737,-1.187,0.482,7.492,-8.527,-2.583,4.928,4.61,-1.204,5.243,1.76,-8.822,-0.187,6.059,1.976,-1.137,-0.169,12.083,-1.879,5.618,-0.721,-9.444,-3.272,7.161,5.555,5.307,0.694,-3.95,-2.93,-37.757,18.245,1.081,10.027,-1.58,12.913,-6.573,7.421,19.753,4.686,5.949,6.654,-4.121,-3.182,8.81,-1.613,-0.229,5.37,1.757,6.8,-8.559,-2.454,5.705,-5.985,4.976,-2.867,-1.053,-5.76,1.475,60.36,7.769,0.658
Kotak Nifty PSU Bank ETF,12.881,0.269,4.242,3.75,-3.198,-6.1,10.58,-10.273,-7.777,29.657,-3.997,-2.366,-2.235,-16.027,-4.761,0.284,5.189,-4.992,14.596,3.478,-14.779,5.044,-0.922,6.518,-6.6,-3.422,18.831,-9.718,6.282,-1.53,-16.633,-7.842,-6.107,15.121,4.968,-4.775,-6.35,-12.462,-30.945,3.307,-2.505,21.614,-4.641,7.082,-15.115,-2.499,23.001,12.566,8.048,21.782,-7.232,-7.227,17.978,4.793,-3.202,-4.38,6.044,14.322,-8.139,-3.746,14.682,-10.059,7.301,-2.716,-5.172,-4.134,0.6,120.627,10.983,0.189
Kotak S&P BSE Sensex ETF,5.806,3.053,-0.273,0.011,4.188,-0.349,4.584,-2.027,-1.866,6.767,-2.267,2.949,6.159,-5.134,-3.084,5.703,0.368,0.78,6.551,3.076,-4.635,-5.594,5.191,0.079,0.581,-1.039,7.844,0.39,1.983,-1.208,-6.48,0.976,4.718,4.941,1.543,1.2,-1.416,-3.94,-25.717,19.256,5.082,6.344,6.579,5.37,-0.51,2.536,12.274,7.196,1.524,2.679,0.355,-2.495,6.786,0.946,0.649,8.269,2.495,2.464,-4.102,0.994,-0.534,-4.326,6.842,-3.712,-2.375,-4.355,1.373,32.131,5.668,0.839
Kotak Global Emerging Market Fund - Growth,5.538,0.706,0.849,-0.612,0.348,1.191,3.332,2.679,2.038,0.383,4.853,3.385,5.237,-1.778,-2.655,-0.035,1.282,-3.269,1.65,-1.259,-0.134,-10.492,-0.885,-4.837,5.603,1.62,0.84,0.82,-2.686,4.578,-2.335,0.468,0.117,5.576,0.436,5.409,-5.002,-2.054,-17.145,9.999,7.994,6.923,7.319,2.208,-2.351,2.89,9.842,4.861,6.171,0.998,-2.369,1.32,1.277,1.391,-7.078,1.525,-2.461,3.431,-3.998,0.321,-1.307,-1.535,-2.589,-6.621,2.141,-3.896,0.609,20.366,4.513,0.467
Kotak Global Emerging Market Fund - Growth - Direct,5.657,0.809,1.018,-0.579,0.449,1.286,3.417,2.77,2.15,0.475,4.956,3.451,5.331,-1.632,-2.614,0.006,1.325,-3.238,1.68,-1.109,-0.081,-10.447,-0.806,-4.847,5.665,1.685,0.913,0.874,-2.644,4.628,-2.299,0.519,0.166,5.617,0.489,5.452,-4.961,-2.027,-17.111,10.043,8.041,6.971,7.365,2.252,-2.307,2.935,9.9,4.908,6.224,1.044,-2.32,1.365,1.326,1.431,-7.032,1.572,-2.421,3.476,-3.959,0.361,-1.269,-1.5,-2.55,-6.585,2.179,-3.855,0.666,20.425,4.519,0.511
Kotak Global Emerging Market Fund - Payout of Income Distribution cum capital withdrawal option,5.538,0.706,0.849,-0.612,0.355,1.191,3.325,2.68,2.045,0.376,4.859,3.379,5.231,-1.772,-2.655,-0.035,1.282,-3.263,1.65,-1.265,-0.128,-10.498,-0.885,-4.837,5.603,1.613,0.846,0.826,-2.693,4.577,-2.334,0.468,0.117,5.576,0.436,5.415,-5.001,-2.054,-17.144,9.998,7.993,6.916,7.324,2.202,-2.345,2.884,9.847,4.861,6.166,0.998,-2.365,1.316,1.277,1.391,-7.078,1.525,-2.457,3.426,-3.994,0.317,-1.307,-1.539,-2.584,-6.625,2.136,-3.896,0.608,20.364,4.513,0.467
Kotak Global Emerging Market Fund - Payout of Income Distribution cum capital withdrawal option - Direct,5.685,0.814,1.007,-0.577,0.455,1.282,3.426,2.767,2.155,0.505,4.956,3.449,5.333,-1.55,-2.618,0.006,1.324,-3.245,1.672,-1.121,-0.081,-10.442,-0.829,-4.845,5.667,1.678,0.915,0.87,-2.646,4.621,-2.29,0.51,0.16,5.618,0.481,5.453,-4.957,-2.019,-17.113,10.049,8.039,6.965,7.373,2.252,-2.303,2.933,9.897,4.91,6.223,1.044,-2.318,1.363,1.325,1.433,-7.034,1.57,-2.419,3.474,-3.958,0.364,-1.268,-1.502,-2.548,-6.585,2.179,-3.858,0.668,20.424,4.519,0.512
Kotak Gold Fund Growth,1.434,3.531,-3.163,4.197,-2.403,-0.874,-0.408,3.458,0.022,-1.242,-0.462,1.124,2.802,0.022,1.205,3.013,-1.005,-2.327,-1.995,2.071,1.288,5.588,-5.749,2.867,4.594,-1.269,-2.804,1.55,0.436,2.943,3.972,12.108,-4.43,3.924,-2.533,3.082,3.778,4.817,3.799,5.288,-2.371,3.742,9.381,-3.409,-3.074,0.859,-5.518,4.225,-3.048,-5.424,-3.782,2.829,4.722,-4.484,2.482,-1.607,-1.108,2.587,-0.322,0.749,-0.863,3.81,0.644,1.231,-1.708,1.601,0.824,12.037,3.469,0.823
Kotak Gold Fund Growth - Direct,1.476,3.566,-3.13,4.235,-2.363,-0.836,-0.367,3.502,0.061,-1.212,-0.426,1.159,2.843,0.061,1.239,3.048,-0.969,-2.305,-1.969,2.104,1.315,5.619,-5.715,2.903,4.632,-1.236,-2.762,1.593,0.477,2.987,4.009,12.151,-4.396,3.96,-2.498,3.12,3.816,4.848,3.832,5.295,-2.344,3.773,9.416,-3.378,-3.042,0.89,-5.488,4.26,-3.015,-5.394,-3.748,2.858,4.757,-4.453,2.514,-1.577,-1.076,2.625,-0.287,0.781,-0.835,3.837,0.672,1.257,-1.677,1.631,0.858,12.043,3.47,0.857
Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,1.434,3.53,-3.163,4.198,-2.403,-0.874,-0.408,3.458,0.022,-1.242,-0.463,1.124,2.802,0.022,1.205,3.013,-1.005,-2.327,-1.994,2.071,1.289,5.588,-5.749,2.868,4.594,-1.269,-2.804,1.55,0.436,2.944,3.971,12.108,-4.429,3.924,-2.533,3.082,3.778,4.817,3.799,5.288,-2.372,3.742,9.378,-3.409,-3.074,0.859,-5.518,4.225,-3.048,-5.424,-3.782,2.829,4.722,-4.484,2.482,-1.607,-1.109,2.588,-0.322,0.749,-0.863,3.81,0.644,1.231,-1.708,1.601,0.824,12.036,3.469,0.823
Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,1.475,3.567,-3.13,4.235,-2.363,-0.835,-0.367,3.502,0.061,-1.212,-0.427,1.159,2.845,0.06,1.242,3.047,-0.971,-2.306,-1.969,2.104,1.316,5.621,-5.715,2.903,4.634,-1.236,-2.763,1.593,0.478,2.987,4.009,12.151,-4.396,3.959,-2.498,3.12,3.816,4.848,3.903,5.295,-2.344,3.773,9.332,-3.378,-3.042,0.89,-5.489,4.259,-3.015,-5.395,-3.747,2.858,4.757,-4.453,2.514,-1.577,-1.076,2.625,-0.287,0.781,-0.835,3.837,0.672,1.257,-1.677,1.631,0.858,12.029,3.468,0.857
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Growth - Direct,4.974,0.711,1.629,1.632,1.248,0.017,1.078,0.387,-0.115,0.754,-0.039,0.382,0.347,-0.266,0.64,0.444,0.193,0.424,1.16,0.655,-0.435,0.215,1.112,0.75,0.292,0.508,1.685,0.402,1.299,0.297,0.309,0.67,2.213,1.636,0.799,0.698,2.12,-0.755,-16.691,14.871,4.821,5.634,4.259,3.864,1.383,0.965,8.392,2.621,0.99,3.672,1.394,-0.027,4.33,3.612,2.585,2.088,2.055,0.857,-0.248,0.812,-0.556,-2.555,3.695,-0.961,-1.539,-3.135,1.171,11.299,3.361,1.207
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Payout of Income Distribution cum capital withdrawal option,4.974,0.71,1.63,1.631,1.243,0.018,1.077,0.387,-0.114,0.753,-0.039,0.383,0.347,-0.266,0.64,0.443,0.193,0.424,1.159,0.654,-0.435,0.216,1.111,0.748,0.295,0.507,1.684,0.402,1.299,0.296,0.309,0.672,2.214,1.636,0.798,0.698,2.12,-0.755,-16.691,14.869,4.819,5.636,4.258,3.863,1.384,0.964,8.392,2.621,0.989,3.672,1.393,-0.026,4.33,3.613,2.585,2.089,2.055,0.857,-0.247,0.812,-0.556,-2.554,3.695,-0.961,-1.539,-3.135,1.17,11.298,3.361,1.206
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Growth,4.928,0.671,1.531,1.608,1.193,-0.035,0.993,0.306,-0.191,0.674,-0.12,0.298,0.27,-0.368,0.556,0.355,0.109,0.36,1.088,0.543,-0.507,0.135,1.036,0.682,0.212,0.436,1.59,0.346,1.244,0.248,0.275,0.64,2.181,1.601,0.767,0.664,2.087,-0.782,-16.718,14.833,4.787,5.599,4.223,3.83,1.339,0.907,8.332,2.573,0.945,3.63,1.332,-0.088,4.26,3.543,2.521,2.023,1.994,0.782,-0.321,0.742,-0.623,-2.617,3.619,-1.026,-1.607,-3.2,1.11,11.312,3.363,1.143
Kotak Multi Asset Allocator Fund of Fund - Dynamic - Payout of Income Distribution cum capital withdrawal option,4.926,0.672,1.532,1.609,1.191,-0.035,0.992,0.306,-0.191,0.674,-0.122,0.3,0.27,-0.369,0.556,0.357,0.111,0.359,1.088,0.543,-0.507,0.136,1.036,0.683,0.213,0.437,1.59,0.346,1.245,0.247,0.275,0.64,2.182,1.601,0.768,0.665,2.086,-0.782,-16.719,14.834,4.786,5.599,4.223,3.83,1.34,0.907,8.332,2.572,0.944,3.63,1.332,-0.088,4.26,3.543,2.521,2.023,1.993,0.782,-0.32,0.741,-0.624,-2.617,3.619,-1.026,-1.606,-3.201,1.11,11.312,3.363,1.143
Kotak Flexicap Fund - Growth,8.463,2.266,3.203,3.831,1.593,-1.205,4.556,0.197,-2.115,5.012,-2.115,2.943,2.29,-4.704,-2.279,3.712,-0.795,-0.146,6.617,2.524,-7.184,-3.244,3.973,1.107,-1.404,-0.024,7.949,0.228,3.579,-2.067,-7.444,0.688,5.844,4.107,1.629,0.298,1.131,-4.081,-26.14,16.626,5.584,6.268,4.882,3.771,0.722,1.132,12.488,5.103,3.046,4.64,0.778,-1.5,5.641,2.324,2.529,3.682,1.547,1.875,-4.692,2.203,0.788,-6.441,5.815,-2.174,-3.267,-4.931,1.231,29.949,5.473,0.779
Kotak Flexicap Fund - Growth - Direct,8.573,2.352,3.299,3.908,1.692,-1.122,4.655,0.297,-2.029,5.107,-2.022,3.046,2.388,-4.628,-2.191,3.818,-0.711,-0.078,6.698,2.603,-7.114,-3.166,4.066,1.197,-1.315,0.057,8.058,0.309,3.648,-1.994,-7.368,0.759,5.916,4.179,1.695,0.369,1.204,-4.02,-26.054,16.72,5.664,6.349,4.966,3.846,0.8,1.202,12.571,5.185,3.133,4.722,0.867,-1.423,5.723,2.403,2.603,3.76,1.623,1.959,-4.617,2.282,0.863,-6.375,5.898,-2.102,-3.187,-4.857,1.313,29.984,5.476,0.831
Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option,8.464,2.267,3.202,3.825,1.595,-1.21,4.556,0.197,-8.313,5.015,-2.115,2.943,2.288,-4.703,-2.278,3.712,-0.792,-0.149,6.618,2.523,-13.071,-3.243,3.973,1.105,-1.402,-0.023,7.95,0.223,3.576,-2.069,-7.443,0.684,-0.212,4.104,1.633,0.298,1.134,-4.08,-26.139,16.623,5.581,6.268,4.881,3.77,-3.415,1.13,12.487,5.102,3.047,4.638,0.78,-1.5,5.639,2.323,2.53,3.683,1.545,1.876,-4.69,2.2,0.786,-6.44,5.814,-2.176,-3.267,-4.93,0.893,33.147,5.757,0.537
Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,5.942,2.087,2.879,3.871,1.593,-1.529,4.428,-0.298,-8.539,4.291,-1.171,3.598,2.097,-4.131,-1.818,3.63,-0.036,-1.404,6.757,2.581,-12.943,-3.701,3.716,0.812,-1.583,-0.762,7.811,0.298,3.745,-2.317,-6.195,0.095,0.913,4.17,2.284,0.327,1.926,-0.607,-23.417,14.179,3.717,5.821,4.827,3.223,-4.401,1.528,11.433,4.742,-1.094,3.055,-0.535,-0.063,6.181,2.571,2.193,3.824,1.803,0.977,-5.4,1.257,-0.673,-7.14,4.934,-1.127,-2.874,-4.735,0.722,27.996,5.291,0.473
Kotak Bond Short Term Plan - Direct - Standard Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,-0.141,0.157,0.577,0.938,0.469,0.145,0.685,1.113,0.906,0.687,0.75,1.342,-0.199,1.488,0.394,1.493,0.83,0.377,1.204,0.756,0.231,0.715,0.99,0.299,0.656,1.472,1.789,1.076,0.179,0.284,1.253,0.745,0.416,-0.37,-0.215,0.624,0.561,0.453,0.282,0.356,0.832,0.372,0.173,0.356,-4.416,0.063,0.528,0.438,-0.203,-0.592,0.237,0.462,0.744,0.862,1.857
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,,,,,,,,,,,,,,,,,,,,0.639,-1.728,-1.223,2.446,0.699,0.01,0.645,3.351,0.715,1.819,-0.325,-1.899,0.911,3.206,3.152,0.98,0.812,0.552,-1.719,-17.534,13.156,4.904,5.848,4.894,2.692,1.143,0.897,5.265,2.956,0.83,1.948,0.904,-0.095,2.668,1.582,1.121,2.354,1.153,0.771,-0.532,0.442,-0.232,-1.814,2.921,-1.323,-0.644,-2.149,1.004,14.358,3.789,0.918
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,,,,,,,,,,,,,,,,,,,,0.559,-1.84,-1.337,2.351,0.622,-0.09,0.549,3.266,0.634,1.749,-0.393,-1.984,0.834,3.138,3.071,0.912,0.725,0.471,-1.791,-17.619,13.069,4.802,5.75,4.793,2.592,1.031,0.8,5.152,2.848,0.728,1.848,0.801,-0.197,2.571,1.471,1.013,2.242,1.04,0.661,-0.636,0.327,-0.338,-1.904,2.812,-1.423,-0.758,-2.241,0.908,14.35,3.788,0.83
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,0.639,-1.738,-1.223,2.435,0.699,0.01,0.635,3.362,0.715,1.819,-0.325,-1.899,0.911,3.206,3.152,0.98,0.812,0.552,-1.728,-17.527,13.156,4.904,5.848,4.894,2.692,1.143,0.897,5.265,2.956,0.83,1.948,0.904,-0.095,2.676,1.582,1.121,2.354,1.153,0.771,-0.532,0.442,-0.232,-1.814,2.921,-1.323,-0.644,-2.149,1.003,14.355,3.789,0.917
Kotak Balanced Advantage Fund -Regular Plan - Growth Option,,,,,,,,,,,,,,,,,,,,0.559,-1.84,-1.337,2.351,0.622,-0.09,0.549,3.266,0.644,1.749,-0.393,-1.984,0.834,3.138,3.071,0.912,0.725,0.471,-1.791,-17.619,13.069,4.802,5.74,4.803,2.592,1.031,0.791,5.152,2.848,0.728,1.848,0.801,-0.197,2.571,1.471,1.013,2.242,1.04,0.661,-0.643,0.334,-0.338,-1.904,2.812,-1.423,-0.758,-2.241,0.908,14.349,3.788,0.83
Kotak Overnight Fund -Direct Plan-Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.472,0.518,0.491,0.481,0.444,0.471,0.42,0.413,0.406,0.401,0.403,0.388,0.372,0.302,0.212,0.237,0.234,0.249,0.247,0.256,0.259,0.224,0.258,0.26,0.221,0.259,0.218,0.262,0.259,0.266,0.256,0.255,0.267,0.271,0.278,0.289,0.25,0.277,0.274,0.341,0.367,0.317,0.008,0.089,12.338
Kotak Overnight Fund -Regular plan-Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.468,0.513,0.487,0.477,0.44,0.467,0.415,0.409,0.402,0.397,0.398,0.384,0.368,0.298,0.206,0.229,0.226,0.241,0.239,0.247,0.25,0.216,0.25,0.252,0.214,0.251,0.211,0.254,0.25,0.258,0.248,0.247,0.258,0.262,0.27,0.281,0.243,0.268,0.265,0.331,0.357,0.31,0.008,0.091,11.801
KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.402,0.687,0.58,0.515,0.313,0.406,0.393,0.478,1.162,0.522,-0.384,1.908,2.203,1.667,0.276,-0.113,1.601,1.148,0.396,-0.646,-0.427,0.625,0.829,0.811,0.09,0.796,0.883,0.301,0.156,0.357,0.18,0.105,0.503,0.479,-0.162,-0.803,0.278,0.498,0.407,0.638,2.704
KOTAK FLOATING RATE FUND-DIRECT PLAN-Standard Reinvestment of Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.397,0.111,-0.121,0.084,0.121,0.118,0.023,-0.017,-0.142,0.442,-0.384,1.908,2.203,1.667,-0.155,-0.226,0.75,-0.065,-0.464,-1.003,-0.896,0.624,-0.064,-0.283,-0.881,0.563,-0.109,-0.607,0.157,0.357,0.18,0.105,0.503,0.479,-0.162,-0.803,0.278,0.134,0.47,0.685,0.678
KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.386,0.67,0.563,0.499,0.295,0.389,0.375,0.453,1.134,0.49,-0.414,1.876,2.169,1.633,0.244,-0.146,1.57,1.116,0.362,-0.68,-0.458,0.591,0.801,0.779,0.058,0.764,0.85,0.268,0.122,0.324,0.147,0.074,0.473,0.447,-0.027,-0.835,0.245,0.474,0.402,0.634,2.59
KOTAK FLOATING RATE FUND-REGULAR PLAN-STANDARD Reinvestment of Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391,0.385,0.669,0.563,0.379,0.124,0.113,0.027,-0.024,-0.139,0.443,-0.458,1.876,2.169,1.27,0.183,-0.223,0.759,-0.072,-0.462,-1.005,-0.884,0.591,-0.027,-0.281,-0.879,0.57,-0.11,-0.605,0.122,0.324,0.147,0.074,0.473,0.447,-0.027,-0.835,0.245,0.166,0.442,0.665,0.865
Kotak Focused equity Fund- Direct Plan- Growth option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.739,4.595,3.353,1.426,0.89,1.683,-3.165,-26.4,17.692,3.602,6.954,6.264,2.832,1.658,1.191,11.663,5.015,4.05,6.183,0.9,-2.528,6.13,3.623,2.632,4.896,2.294,3.622,-3.255,1.488,1.086,-5.904,5.323,-2.379,-3.587,-4.651,1.664,43.199,6.573,0.877
Kotak Focused Equity Fund- Regular plan _ Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.599,4.455,3.191,1.293,0.748,1.532,-3.279,-26.506,17.527,3.456,6.794,6.12,2.686,1.517,1.044,11.508,4.859,3.888,6.051,0.743,-2.657,5.983,3.49,2.492,4.752,2.161,3.475,-3.382,1.347,0.953,-6.015,5.178,-2.504,-3.714,-4.789,1.526,43.052,6.561,0.806
Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.599,4.455,3.191,1.293,0.748,1.532,-3.279,-26.506,17.527,3.457,6.806,6.12,2.686,1.507,1.054,11.508,4.859,3.888,6.051,0.743,-2.657,5.983,3.49,2.492,4.752,2.155,3.481,-3.382,1.347,0.953,-6.015,5.178,-2.504,-3.714,-4.789,1.527,43.056,6.562,0.806
Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.739,4.595,3.353,1.435,0.899,1.683,-3.165,-26.391,17.676,3.59,6.954,6.275,2.842,1.649,1.191,11.662,5.007,4.05,6.191,0.9,-2.528,6.122,3.63,2.632,4.895,2.294,3.621,-3.255,1.487,1.086,-5.904,5.322,-2.378,-3.587,-4.657,1.664,43.171,6.57,0.877
Kotak Pioneer Fund- Direct Plan- Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567,2.106,0.549,-4.366,-23.545,18.056,8.23,7.714,8.294,7.504,1.233,-0.121,14.487,7.666,1.066,10.743,-0.044,1.785,3.115,4.727,1.537,2.982,2.895,4.663,-0.597,-0.886,-3.983,-5.506,6.27,-3.051,-2.418,-5.57,2.097,52.078,7.217,1.007
Kotak Pioneer Fund- Regular Plan- Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.458,1.962,0.406,-4.485,-23.658,17.882,8.078,7.563,8.147,7.357,1.083,-0.272,14.329,7.495,0.914,10.583,-0.208,1.648,2.97,4.596,1.399,2.838,2.754,4.506,-0.729,-1.02,-4.106,-5.623,6.129,-3.172,-2.549,-5.689,1.956,51.903,7.204,0.941
Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.458,1.962,0.406,-4.485,-23.658,17.882,8.078,7.563,8.147,7.357,1.083,-0.263,14.329,7.495,0.914,10.583,-0.208,1.648,2.97,4.596,1.399,2.838,2.754,4.511,-0.734,-1.02,-4.106,-5.623,6.129,-3.172,-2.549,-5.689,1.956,51.903,7.204,0.941
Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567,2.116,0.549,-4.376,-23.535,18.04,8.23,7.714,8.294,7.504,1.233,-0.13,14.487,7.666,1.066,10.736,-0.038,1.785,3.108,4.733,1.537,2.982,2.901,4.658,-0.592,-0.886,-3.978,-5.506,6.27,-3.052,-2.418,-5.571,2.097,52.044,7.214,1.007
Kotak ESG Opportunities Fund - Direct Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088,0.474,2.635,1.887,-0.376,5.292,2.763,2.662,4.21,0.531,1.329,-2.915,1.986,-1.199,-5.214,6.777,-5.575,-5.119,-4.385,0.361,13.088,3.618,0.346
