scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022,mean,var,std,sharpe ratio
Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),0.569,-1.397,-3.799,0.339,1.149,1.135,1.121,0.69,0.01,0.22,-0.047,-0.082,-0.201,0.022,-3.43,-0.68,-0.125,0.45,1.009,0.094,-0.259,0.449,0.989,0.834,0.187,0.589,-3.483,-0.371,1.408,0.277,1.649,0.433,0.092,0.82,0.572,0.188,0.605,1.255,-6.088,-0.417,1.897,1.306,1.022,-0.168,-0.006,1.0,0.437,0.259,-0.766,-0.447,-4.264,0.531,0.268,-0.136,0.36,0.622,0.24,-0.147,0.292,-0.124,-0.492,0.631,-2.178,-0.851,-1.447,0.474,-0.074,2.004,1.416,-0.181
Sundaram Medium Term Bond Fund Regular Plan - Bonus,0.569,-1.397,1.155,0.338,1.149,1.135,1.121,0.689,0.01,0.221,-0.047,-0.081,-0.202,0.023,1.486,-0.681,-0.126,0.451,1.009,0.094,-0.258,0.449,0.99,0.834,0.188,0.589,1.423,-0.371,1.408,0.277,1.648,0.434,0.092,0.82,0.572,0.187,0.605,1.256,-1.384,-0.416,1.897,1.306,1.021,-0.168,-0.006,1.0,0.437,0.259,-0.766,-0.447,0.52,0.531,0.268,-0.136,0.361,0.623,0.24,-0.146,0.292,-0.125,-0.492,0.631,0.266,-0.851,-1.447,0.474,0.33,0.506,0.712,1.606
Sundaram Medium Term Bond Fund Regular Plan - Growth,0.569,-1.397,1.156,0.339,1.149,1.135,1.121,0.69,0.01,0.221,-0.047,-0.081,-0.201,0.022,1.486,-0.68,-0.125,0.451,1.009,0.094,-0.259,0.449,0.99,0.834,0.188,0.589,1.422,-0.371,1.408,0.277,1.649,0.433,0.092,0.82,0.572,0.188,0.605,1.255,-1.384,-0.417,1.897,1.306,1.021,-0.167,-0.006,1.0,0.437,0.259,-0.766,-0.447,0.52,0.531,0.268,-0.136,0.36,0.622,0.24,-0.146,0.292,-0.125,-0.492,0.631,0.266,-0.852,-1.447,0.475,0.33,0.506,0.712,1.606
Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),0.568,-1.396,-1.318,0.338,1.149,1.134,1.122,0.689,-2.387,0.221,-0.047,-0.082,-0.201,0.022,-0.964,-0.68,-0.125,0.45,1.009,0.094,-2.711,0.449,0.99,0.834,0.188,0.589,-1.023,-0.371,1.409,0.277,1.649,0.433,-2.28,0.82,0.572,0.188,0.605,1.256,-3.725,-0.417,1.898,1.306,1.021,-0.168,-2.343,1.0,0.437,0.258,-0.765,-0.447,-1.859,0.531,0.268,-0.136,0.36,0.622,-0.947,-0.146,0.292,-0.125,-0.492,0.631,0.265,-0.852,-1.447,0.475,-0.016,1.198,1.095,-0.051
Sundaram Medium Term Bond Fund Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW),0.569,-1.397,-0.104,0.339,1.149,-0.104,1.121,0.689,-1.211,0.22,-0.047,-1.311,-0.202,0.022,0.238,-0.68,-0.125,-0.8,1.008,0.095,-1.507,0.449,0.99,-0.414,0.188,0.589,0.176,-0.371,1.408,-0.946,1.649,0.433,-1.116,0.819,0.572,-1.015,0.605,1.255,-2.578,-0.417,1.897,1.306,-0.165,-0.167,-1.198,0.999,0.437,-0.932,-0.766,-0.447,-0.693,0.531,0.268,-1.344,0.361,0.622,-0.365,-0.147,0.292,-0.732,-0.493,0.631,0.265,-0.852,-1.447,0.475,-0.022,0.773,0.879,-0.087
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),0.635,-1.023,-3.342,0.126,1.366,1.083,1.404,0.873,0.186,0.263,-0.079,-0.507,-0.35,-0.205,-2.535,-1.405,-0.31,0.507,1.056,0.213,-0.037,0.668,1.486,1.101,0.341,0.91,-2.377,-0.681,1.897,0.187,1.73,1.138,0.292,1.637,0.778,-0.008,0.839,0.995,-3.771,0.748,1.767,1.91,0.942,0.294,0.154,1.022,0.985,0.277,-0.502,-0.058,-2.977,0.587,0.389,0.139,0.785,0.587,-0.047,0.119,0.441,0.129,0.155,0.485,-1.497,0.034,-0.445,0.354,0.18,1.368,1.17,0.533
Sundaram Corporate Bond Fund Direct Plan - Growth,0.635,-1.022,1.144,0.126,1.366,1.083,1.404,0.872,0.185,0.263,-0.079,-0.507,-0.35,-0.204,1.906,-1.404,-0.31,0.509,1.057,0.212,-0.037,0.668,1.487,1.101,0.342,0.91,1.968,-0.681,1.898,0.187,1.731,1.138,0.293,1.637,0.778,-0.008,0.839,0.995,0.257,0.749,1.767,1.91,0.942,0.295,0.154,1.023,0.985,0.277,-0.502,-0.058,0.896,0.587,0.39,0.139,0.785,0.588,-0.047,0.119,0.441,0.129,0.155,0.486,0.419,0.034,-0.445,0.354,0.53,0.521,0.721,2.546
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0.149,-1.193,0.97,0.146,1.194,1.083,1.236,0.706,0.186,0.098,-0.243,-0.669,-0.514,-0.37,1.905,-1.404,-0.477,0.509,1.058,0.212,-0.037,0.503,1.486,0.939,0.181,0.751,1.968,-0.836,1.897,0.033,1.577,1.137,0.143,1.487,0.778,-0.008,0.838,0.995,0.114,0.605,1.625,1.769,0.942,0.157,0.018,1.023,0.851,0.143,-0.635,-0.192,0.761,0.452,0.257,0.006,0.653,0.456,-0.178,-0.012,0.309,-0.001,0.024,0.355,0.419,-0.096,-0.575,0.223,0.423,0.546,0.739,1.983
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),0.635,-1.022,0.085,0.126,1.366,0.044,1.404,0.873,-0.836,0.263,-0.079,-1.528,-0.35,-0.204,0.86,-1.405,-0.31,-0.54,1.056,0.212,-1.083,0.669,1.486,0.069,0.342,0.91,0.949,-0.68,1.898,-0.802,1.731,1.138,-0.676,1.637,0.778,-0.957,0.839,0.995,-0.683,0.749,1.767,1.91,0.039,0.294,-0.748,1.022,0.985,-0.613,-0.502,-0.058,-0.005,0.587,0.392,-0.75,0.784,0.587,-0.489,0.119,0.441,-0.312,0.155,0.485,-0.021,0.035,-0.445,0.354,0.242,0.692,0.832,1.008
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),0.587,-1.066,-3.402,0.086,1.317,1.037,1.357,0.823,0.141,0.216,-0.125,-0.552,-0.399,-0.249,-2.617,-1.443,-0.358,0.464,1.008,0.165,-0.082,0.619,1.467,1.087,0.326,0.896,-2.449,-0.698,1.881,0.169,1.711,1.119,0.275,1.617,0.76,-0.026,0.823,0.983,-3.848,0.735,1.752,1.89,0.923,0.276,0.134,1.004,0.966,0.257,-0.524,-0.077,-3.073,0.57,0.368,0.118,0.764,0.566,-0.068,0.098,0.42,0.108,0.135,0.467,-1.561,0.017,-0.458,0.333,0.148,1.398,1.182,0.434
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),0.587,-1.066,-1.149,0.086,1.317,1.036,1.357,0.822,-2.033,0.216,-0.126,-0.552,-0.399,-0.249,-0.372,-1.443,-0.358,0.464,1.009,0.164,-2.325,0.618,1.466,1.086,0.326,0.897,-0.242,-0.698,1.882,0.169,1.711,1.119,-1.816,1.618,0.76,-0.026,0.822,0.983,-1.794,0.735,1.752,1.89,0.923,0.276,-1.826,1.005,0.967,0.257,-0.524,-0.077,-1.088,0.57,0.368,0.118,0.764,0.566,-1.032,0.098,0.42,0.108,0.135,0.466,-0.565,0.017,-0.458,0.333,0.183,0.96,0.98,0.647
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0.143,-1.241,0.917,0.086,1.14,1.037,1.184,0.651,0.14,0.047,-0.295,-0.722,-0.569,-0.421,1.861,-1.442,-0.53,0.464,1.008,0.164,-0.082,0.447,1.467,0.919,0.16,0.73,1.954,-0.859,1.881,0.01,1.551,1.119,0.12,1.461,0.761,-0.027,0.823,0.982,0.093,0.585,1.604,1.745,0.922,0.133,-0.009,1.005,0.826,0.117,-0.663,-0.217,0.733,0.429,0.228,-0.021,0.626,0.428,-0.205,-0.04,0.282,-0.028,-0.003,0.33,0.399,-0.12,-0.595,0.196,0.391,0.551,0.742,1.825
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),0.587,-1.066,0.033,0.085,1.317,-0.007,1.357,0.822,-0.886,0.216,-0.125,-1.58,-0.399,-0.249,0.807,-1.442,-0.358,-0.596,1.009,0.165,-1.139,0.618,1.467,0.041,0.326,0.896,0.92,-0.698,1.882,-0.834,1.711,1.119,-0.708,1.617,0.76,-0.992,0.823,0.983,-0.713,0.735,1.752,1.891,0.003,0.276,-0.785,1.004,0.966,-0.65,-0.524,-0.077,-0.034,0.57,0.368,-0.79,0.765,0.567,-0.518,0.097,0.42,-0.343,0.134,0.467,-0.052,0.017,-0.459,0.334,0.211,0.702,0.838,0.872
Sundaram Corporate Bond Fund Regular Plan- Growth,0.587,-1.066,1.096,0.086,1.317,1.037,1.357,0.822,0.14,0.217,-0.125,-0.551,-0.399,-0.249,1.861,-1.442,-0.358,0.464,1.008,0.165,-0.081,0.618,1.467,1.087,0.326,0.896,1.954,-0.698,1.882,0.17,1.711,1.119,0.275,1.617,0.761,-0.027,0.823,0.983,0.243,0.735,1.752,1.891,0.922,0.276,0.134,1.004,0.966,0.257,-0.524,-0.077,0.875,0.569,0.368,0.118,0.764,0.566,-0.068,0.098,0.42,0.108,0.134,0.467,0.398,0.017,-0.458,0.333,0.502,0.524,0.724,2.402
Sundaram Banking and PSU Debt Fund Direct Plan - Bonus,0.483,0.46,0.663,0.359,0.899,0.803,1.192,0.724,0.11,0.369,0.124,-0.273,0.102,0.196,1.335,-0.917,-0.226,0.567,0.991,0.42,0.051,0.745,1.309,0.894,0.531,0.966,1.474,-0.327,1.34,0.226,1.429,1.024,0.324,1.279,0.651,0.165,0.667,0.513,0.476,0.413,1.553,1.006,0.605,0.313,0.308,0.576,0.336,0.3,0.134,0.289,0.355,0.262,0.242,0.288,0.269,0.318,0.162,0.068,0.469,0.105,-0.091,0.724,0.431,-0.446,-0.685,0.297,0.465,0.25,0.5,3.222
Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,-0.078,0.054,0.039,0.594,-0.055,-0.384,-0.226,-0.159,-0.273,0.103,0.045,0.254,-1.155,-0.228,0.565,0.585,-0.063,0.033,-0.026,-0.085,-0.144,-0.203,0.203,0.837,-0.883,0.741,-0.367,0.812,0.405,-0.285,0.607,0.05,-0.473,0.02,-0.024,-0.042,-0.166,0.948,0.362,-0.033,-0.305,-0.332,-0.023,-0.286,-0.192,0.022,-0.022,-0.03,-0.038,-0.046,-0.055,-0.063,-0.071,-0.079,0.065,0.015,-0.092,-0.154,0.167,0.107,-0.466,-0.685,0.298,-0.006,0.142,0.377,-0.055
Sundaram Banking and PSU Debt Fund Direct Plan - Growth,0.484,0.46,0.638,0.359,0.899,0.803,1.192,0.724,0.11,0.368,0.124,-0.273,0.103,0.196,1.335,-0.917,-0.226,0.567,0.992,0.42,0.051,0.745,1.309,0.894,0.531,0.966,1.474,-0.327,1.34,0.225,1.429,1.024,0.324,1.279,0.652,0.165,0.667,0.513,0.477,0.413,1.553,1.006,0.605,0.313,0.308,0.576,0.336,0.3,0.134,0.289,0.355,0.262,0.241,0.288,0.271,0.319,0.165,0.071,0.47,0.107,-0.089,0.725,0.432,-0.445,-0.683,0.299,0.465,0.249,0.499,3.228
Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0.041,0.031,0.168,0.359,0.389,0.802,0.607,0.129,0.11,-0.123,-0.011,-0.274,-0.302,0.18,1.335,-0.9,-0.226,0.56,0.083,0.42,0.051,0.071,1.308,0.34,-0.031,0.314,1.474,-0.327,1.34,-0.088,0.882,1.024,0.105,0.686,0.652,0.023,0.667,0.514,0.087,-0.098,0.684,0.328,0.605,0.09,-0.029,0.575,-0.02,0.097,-0.076,0.003,0.065,0.122,-0.063,0.02,-0.027,0.013,-0.177,0.037,0.177,-0.279,-0.09,0.183,0.223,-0.446,-0.684,0.297,0.212,0.208,0.456,1.611
Sundaram Banking and PSU Debt Fund Regular Plan - Bonus,0.481,0.458,0.635,0.356,0.897,0.8,1.19,0.722,0.107,0.365,0.122,-0.275,0.093,0.185,1.325,-0.927,-0.238,0.556,0.98,0.409,0.04,0.734,1.298,0.884,0.52,0.957,1.463,-0.338,1.329,0.216,1.418,1.013,0.314,1.268,0.642,0.154,0.657,0.504,0.466,0.401,1.543,0.995,0.595,0.303,0.297,0.566,0.325,0.287,0.112,0.269,0.337,0.251,0.238,0.275,0.256,0.304,0.149,0.054,0.455,0.092,-0.104,0.711,0.418,-0.457,-0.67,0.283,0.456,0.249,0.499,3.166
Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,-0.078,0.055,0.039,0.595,-0.055,-0.384,-0.226,-0.16,-0.276,0.098,0.047,0.261,-1.162,-0.238,0.557,0.613,-0.064,0.035,0.052,0.068,0.085,-0.054,0.323,0.83,-0.886,0.729,-0.362,0.821,0.423,-0.233,0.662,0.098,-0.427,0.072,0.018,-0.002,-0.124,0.996,0.427,0.019,-0.253,-0.28,0.027,-0.234,-0.162,0.005,-0.005,-0.016,-0.027,-0.038,-0.049,-0.06,-0.071,-0.082,0.054,0.028,-0.099,-0.145,0.165,0.11,-0.477,-0.669,0.284,0.019,0.143,0.379,0.174
Sundaram Banking and PSU Debt Fund Regular Plan - Growth,0.481,0.458,0.635,0.356,0.897,0.8,1.19,0.722,0.107,0.366,0.122,-0.275,0.093,0.185,1.325,-0.927,-0.238,0.557,0.98,0.409,0.041,0.733,1.298,0.883,0.52,0.956,1.464,-0.337,1.329,0.216,1.418,1.013,0.314,1.268,0.642,0.155,0.656,0.504,0.466,0.401,1.543,0.995,0.595,0.303,0.297,0.566,0.325,0.287,0.112,0.269,0.336,0.251,0.238,0.275,0.256,0.304,0.149,0.054,0.455,0.091,-0.104,0.712,0.418,-0.458,-0.669,0.283,0.456,0.249,0.499,3.166
Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0.041,0.03,0.167,0.357,0.388,0.801,0.607,0.128,0.107,-0.124,-0.012,-0.275,-0.304,0.179,1.325,-0.927,-0.238,0.557,0.082,0.409,0.04,0.069,1.298,0.339,-0.033,0.314,1.464,-0.338,1.33,-0.088,0.881,1.014,0.106,0.706,0.642,0.022,0.656,0.504,0.089,-0.025,0.877,0.501,0.594,0.089,-0.029,0.565,-0.02,0.095,-0.074,0.002,0.064,0.118,-0.061,0.02,-0.026,0.013,-0.176,0.035,0.18,-0.279,-0.104,0.199,0.222,-0.457,-0.67,0.284,0.216,0.211,0.459,1.63
Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),0.091,0.08,0.147,0.017,0.458,0.362,0.662,0.342,-0.344,-0.025,-0.16,-0.353,-0.307,-0.127,0.489,-1.305,-0.353,-0.001,0.146,0.067,-0.166,0.248,0.39,0.351,0.049,0.617,1.092,-0.416,0.97,-0.086,1.062,0.654,0.051,0.806,0.178,0.155,0.496,0.389,0.352,0.237,1.278,0.752,0.124,0.107,0.012,0.187,0.007,0.12,-0.117,0.059,0.094,0.041,0.002,0.038,-0.007,0.045,-0.113,0.05,0.074,-0.162,-0.104,0.109,0.176,-0.458,-0.587,0.283,0.141,0.17,0.412,1.186
Sundaram Banking and PSU Debt Fund Retail Plan - Growth,0.481,0.457,0.635,0.356,0.897,0.8,1.19,0.722,0.107,0.366,0.122,-0.275,0.093,0.185,1.325,-0.927,-0.238,0.556,0.98,0.408,0.041,0.734,1.298,0.884,0.52,0.956,1.464,-0.337,1.329,0.216,1.418,1.013,0.314,1.268,0.642,0.155,0.656,0.504,0.466,0.401,1.543,0.995,0.595,0.303,0.297,0.566,0.325,0.287,0.112,0.269,0.336,0.251,0.238,0.275,0.256,0.304,0.149,0.054,0.455,0.091,-0.104,0.712,0.418,-0.458,-0.698,0.283,0.455,0.25,0.5,3.152
Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0.041,0.031,0.168,0.356,0.389,0.8,0.607,0.129,0.107,-0.124,-0.012,-0.275,-0.304,0.179,1.325,-0.924,-0.238,0.557,0.082,0.409,0.041,0.103,1.298,0.341,-0.033,0.321,1.464,-0.338,1.329,-0.088,0.883,1.013,0.106,0.747,0.642,0.023,0.656,0.504,0.087,-0.024,0.877,0.5,0.595,0.089,-0.031,0.566,-0.02,0.094,-0.073,0.002,0.07,0.119,-0.062,0.019,-0.025,0.014,-0.176,0.036,0.18,-0.28,-0.105,0.199,0.222,-0.458,-0.698,0.283,0.217,0.212,0.461,1.631
Sundaram Debt Oriented Hybrid Fund Direct Plan - Growth,1.75,0.011,0.518,2.192,0.323,0.55,2.037,0.03,0.238,2.136,0.486,1.727,-1.1,-0.767,0.32,0.451,-0.984,-0.694,1.066,1.049,-1.985,0.282,1.032,1.177,-0.19,0.346,2.386,-0.025,1.688,-5.708,-0.559,-1.465,1.835,2.27,1.196,0.181,0.721,0.428,-5.976,4.294,2.403,2.268,1.8,0.862,-0.484,1.122,2.431,1.536,0.819,0.73,-0.041,0.642,1.518,0.752,0.724,1.424,6.903,0.764,-0.729,0.602,-0.397,-0.655,1.031,-1.138,-0.93,-0.458,0.557,3.165,1.779,1.085
Sundaram Debt Oriented Hybrid Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),1.749,0.011,-1.568,2.192,0.322,0.549,2.037,0.03,-1.774,2.135,0.486,1.727,-1.1,-0.767,-1.677,0.451,-0.984,-0.694,1.066,1.049,-3.987,0.282,1.032,1.177,-0.19,0.347,0.346,-0.025,1.688,-5.708,-0.559,-1.465,1.835,2.269,1.196,0.181,0.721,0.428,-8.007,4.295,2.403,2.267,1.799,0.862,-2.511,1.122,2.431,1.536,0.819,0.73,-1.978,0.643,1.519,0.751,0.725,1.424,5.946,0.764,-0.729,0.603,-0.397,-0.655,0.13,-1.138,-0.93,-0.458,0.284,4.004,2.001,0.492
Sundaram Debt Oriented Hybrid Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),1.1,-0.529,-0.172,2.193,0.178,-0.161,0.877,-1.249,-0.527,1.145,-0.183,1.114,-1.771,-1.652,-0.239,-0.066,-1.821,-0.848,1.066,-0.296,-1.985,0.282,-0.485,0.66,-1.117,0.347,-0.339,-0.509,1.689,-5.708,-0.558,-1.465,0.641,1.48,0.751,-0.94,0.179,-0.943,-5.976,0.56,2.35,0.143,1.179,0.459,-0.61,0.455,1.725,1.2,-0.134,-0.162,-0.04,0.319,0.556,-0.812,-0.228,0.466,5.393,0.256,-0.753,0.603,-0.923,-0.654,1.018,-1.138,-0.929,-0.458,-0.091,2.397,1.548,-0.204
Sundaram Debt Oriented Hybrid Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),1.749,0.011,-0.525,2.193,0.322,-0.475,2.037,0.03,-0.768,2.136,0.485,0.732,-1.1,-0.766,-0.678,0.455,-0.983,-1.701,1.066,1.05,-2.985,0.281,1.032,0.153,-0.19,0.347,1.367,-0.025,1.688,-6.688,-0.558,-1.465,1.835,2.27,1.196,-0.84,0.722,0.428,-7.001,4.294,2.403,2.268,0.772,0.862,-1.507,1.122,2.431,0.533,0.819,0.73,-1.017,0.643,1.523,-0.21,0.724,1.425,6.42,0.764,-0.729,0.157,-0.397,-0.655,1.018,-1.138,-0.93,-0.458,0.283,3.672,1.916,0.512
Sundaram Debt Oriented Hybrid Fund Regular Plan - Growth,1.675,-0.059,0.445,2.144,0.266,0.494,1.979,-0.03,0.185,2.079,0.373,1.595,-1.243,-0.896,0.197,0.339,-1.12,-0.821,0.928,0.914,-2.108,0.143,0.944,1.095,-0.276,0.266,2.305,-0.068,1.642,-5.749,-0.608,-1.509,1.79,2.21,1.116,0.096,0.605,0.322,-6.076,4.274,2.338,2.198,1.73,0.795,-0.552,1.058,2.39,1.468,0.775,0.691,-0.062,0.584,1.447,0.682,0.657,1.353,6.818,0.682,-0.808,0.523,-0.473,-0.725,0.953,-1.203,-0.997,-0.536,0.479,3.184,1.784,0.93
Sundaram Debt Oriented Hybrid Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),1.675,-0.059,-1.676,2.145,0.266,0.494,1.979,-0.029,-1.868,2.079,0.373,1.596,-1.243,-0.897,-1.857,0.339,-1.12,-0.821,0.928,0.914,-4.183,0.142,0.943,1.095,-0.276,0.266,0.175,-0.068,1.641,-5.75,-0.607,-1.51,1.79,2.21,1.115,0.096,0.605,0.323,-8.218,4.273,2.338,2.198,1.73,0.796,-2.7,1.058,2.391,1.468,0.774,0.691,-2.124,0.584,1.447,0.682,0.657,1.352,5.795,0.682,-0.807,0.523,-0.473,-0.725,-0.001,-1.203,-0.996,-0.536,0.195,4.08,2.02,0.334
Sundaram Debt Oriented Hybrid Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),1.109,-0.533,-0.176,2.145,0.171,-0.164,0.885,-1.255,-0.528,1.15,-0.216,1.106,-1.758,-1.654,-0.235,-0.025,-1.831,-0.85,0.928,-0.317,-2.108,0.143,-0.499,0.491,-1.133,0.266,-0.354,-0.486,1.641,-5.75,-0.622,-1.509,0.846,1.568,0.963,-0.805,0.29,-0.762,-6.076,0.583,2.256,0.139,1.227,0.471,-0.618,0.568,1.772,1.234,0.013,-0.105,-0.062,0.299,0.56,-0.81,-0.228,0.469,5.392,0.244,-0.807,0.523,-0.774,-0.725,0.954,-1.203,-0.997,-0.536,-0.093,2.43,1.559,-0.207
Sundaram Debt Oriented Hybrid Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),1.675,-0.058,-0.612,2.144,0.266,-0.546,1.979,-0.029,-0.836,2.079,0.373,0.581,-1.243,-0.896,-0.825,0.339,-1.119,-1.857,0.928,0.914,-3.142,0.143,0.943,0.032,-0.276,0.267,1.244,-0.069,1.641,-6.771,-0.607,-1.51,1.79,2.21,1.116,-0.973,0.605,0.322,-7.154,4.273,2.338,2.197,0.647,0.796,-1.632,1.058,2.39,0.406,0.775,0.691,-1.099,0.584,1.447,-0.341,0.657,1.352,6.304,0.682,-0.808,0.047,-0.473,-0.725,0.954,-1.203,-0.997,-0.536,0.195,3.72,1.929,0.35
Sundaram Global Brand Fund Direct Plan - Growth,4.723,0.81,-1.37,-0.319,2.179,1.35,3.884,1.739,1.955,-0.068,-1.362,2.397,5.552,-1.879,-1.868,2.422,-0.149,-2.271,1.92,0.189,3.051,-5.727,-3.752,-4.789,9.383,0.53,0.522,0.829,-5.537,4.594,-2.144,-0.103,0.789,4.441,2.355,2.225,0.277,-7.541,-11.701,13.425,6.856,2.628,2.076,4.257,-1.311,-3.071,10.79,2.461,-1.836,4.007,4.024,4.223,0.164,3.72,0.771,-0.964,-1.655,4.545,-1.921,2.433,-6.034,-0.98,1.905,-6.678,0.551,-6.001,0.696,17.618,4.197,0.574
Sundaram Global Brand Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),4.498,0.77,-1.41,-0.353,2.136,1.309,3.843,1.697,1.918,-0.104,-1.392,2.361,5.517,-1.909,-1.942,2.39,-0.184,-2.297,1.895,0.163,3.027,-5.753,-3.777,-4.812,9.353,0.504,0.491,0.805,-5.56,4.57,-2.168,-0.127,0.764,4.414,2.338,2.221,0.274,-7.544,-11.705,13.421,6.852,2.624,2.073,4.254,-1.311,-3.068,10.788,2.459,-1.837,4.006,4.022,4.219,0.162,3.719,0.77,-0.972,-1.656,4.545,-1.922,2.432,-6.036,-0.981,1.905,-6.679,0.55,-6.002,0.675,17.591,4.194,0.558
Sundaram Global Brand Fund Regular Plan - Growth,4.477,0.751,-1.431,-0.37,2.116,1.289,3.824,1.676,1.898,-0.124,-1.414,2.339,5.491,-1.927,-1.96,2.372,-0.204,-2.323,1.87,0.143,3.008,-5.777,-3.795,-4.832,9.331,0.485,0.47,0.799,-5.565,4.564,-2.174,-0.133,0.759,4.408,2.314,2.156,0.206,-7.583,-11.704,13.455,6.803,2.576,2.025,4.206,-1.353,-3.115,10.735,2.406,-1.888,3.957,3.906,4.154,0.137,3.651,0.692,-1.07,-1.756,4.436,-2.02,2.325,-6.14,-1.087,1.795,-6.766,0.45,-6.096,0.634,17.617,4.197,0.523
Sundaram Global Brand Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),4.432,0.053,-0.808,-0.24,2.028,0.805,3.506,1.223,1.438,-0.369,-0.856,2.655,6.193,-1.758,-0.961,1.917,-0.423,-3.349,1.973,0.258,2.66,-7.432,-3.291,-4.768,9.35,0.659,-0.594,1.38,-5.649,3.445,-1.962,-0.381,1.09,3.264,2.33,1.856,0.831,-7.545,-8.23,14.54,6.502,2.207,2.513,4.89,-1.478,-2.171,10.398,2.352,-3.134,1.679,2.923,4.994,-0.604,3.212,1.496,-1.245,-2.881,4.182,-2.159,3.063,-5.601,-0.723,1.957,-6.533,0.855,-6.619,0.596,16.913,4.113,0.502
Sundaram Services Fund Direct Plan - Growth,,,,,,,,,,,,,,,,,,,,,0.039,0.504,1.603,1.491,-1.188,1.033,6.956,-0.347,3.53,-1.801,-6.172,2.438,7.947,6.536,1.615,1.633,3.2,-0.43,-28.914,12.069,5.714,5.864,3.722,7.168,0.007,0.65,13.748,7.521,2.643,5.81,-0.584,0.472,9.582,2.885,5.581,5.21,4.041,4.076,-1.847,-0.292,-1.679,-5.89,8.216,-3.267,-2.656,-5.188,1.81,40.721,6.381,0.983
Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) ,,,,,,,,,,,,,,,,,,,,,0.039,0.503,1.603,1.49,-1.188,1.034,6.954,-0.347,3.531,-1.801,-6.173,2.438,7.947,-0.735,1.614,1.634,3.2,-2.168,-28.915,12.068,5.713,5.863,3.721,7.169,0.007,0.649,13.747,7.521,2.644,5.81,-0.584,0.472,9.583,-4.217,5.582,5.21,4.041,4.077,-1.846,-0.293,-1.679,-5.89,8.216,-3.267,-2.658,-5.189,1.459,41.267,6.424,0.787
Sundaram Services Fund Regular Plan - Growth,,,,,,,,,,,,,,,,,,,,,0.023,0.422,1.525,1.413,-1.268,0.959,6.868,-0.415,3.464,-1.864,-6.239,2.373,7.882,6.471,1.555,1.575,3.139,-0.487,-28.974,11.969,5.63,5.768,3.629,7.076,-0.08,0.564,13.652,7.419,2.511,5.687,-0.708,0.37,9.47,2.776,5.468,5.093,3.924,3.952,-1.961,-0.418,-1.796,-5.997,8.083,-3.379,-2.775,-5.301,1.718,40.656,6.376,0.933
