scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022,mean,var,std,sharpe ratio
PGIM India Low Duration Fund - GR,0.688,0.502,0.596,0.45,0.573,0.584,0.703,0.587,0.429,0.503,0.405,0.369,0.427,0.453,0.782,0.186,0.291,0.618,0.658,0.579,0.322,0.571,0.767,0.792,0.555,0.756,0.691,0.14,0.616,-16.048,1.097,0.871,0.61,0.825,0.569,0.411,0.564,0.376,0.423,-0.711,0.589,0.543,-1.749,0.274,0.47,0.519,0.447,0.343,0.085,0.314,0.395,0.269,0.304,0.228,0.327,0.326,0.097,0.148,0.257,0.212,0.213,0.322,0.351,0.192,-0.079,0.362,0.157,4.24,2.059,0.264
PGIM India Low Duration Fund- MONTHLY DIV,0.069,-0.115,-0.025,0.45,-0.046,0.584,0.083,-0.032,0.428,-0.072,-0.172,-0.207,-0.15,-0.125,0.201,0.186,-0.289,0.618,0.078,0.579,-0.256,-0.01,0.767,0.213,-0.022,0.178,0.692,-0.434,0.616,-16.048,1.097,0.87,0.61,0.825,0.568,0.411,0.565,0.375,0.424,-1.185,0.589,0.544,-1.749,0.274,0.47,0.52,0.447,0.342,-0.331,-0.104,-0.023,0.269,-0.114,-0.142,0.328,0.327,-0.242,-0.152,0.257,0.213,-0.112,0.073,0.031,0.193,-0.079,0.152,-0.087,4.176,2.043,-0.148
PGIM India Low Duration Fund- WEEKLY DIV,0.025,-0.006,0.047,0.03,0.035,-0.055,0.026,0.096,-0.043,-0.002,0.012,0.016,0.019,-0.007,0.125,-0.195,0.062,-0.098,0.046,0.041,0.037,-0.003,0.127,0.043,-0.075,0.092,0.013,-0.098,0.272,-16.048,1.097,0.87,0.609,0.825,0.568,0.411,0.564,0.376,0.423,-0.711,0.589,0.544,-1.749,0.274,0.47,0.519,0.448,0.342,0.085,0.314,0.394,0.269,0.304,0.228,0.328,0.325,0.098,0.147,0.257,0.213,0.214,0.322,0.352,0.192,-0.079,0.363,-0.071,4.122,2.03,-0.121
PGIM India Short Duration Fund - Direct Plan - Growth,0.916,0.108,0.803,0.424,0.883,0.957,1.068,0.734,0.241,0.516,0.156,0.146,0.191,0.372,1.238,-0.374,0.003,0.572,0.869,0.522,0.032,0.46,0.911,0.817,0.631,0.587,0.625,-0.727,0.332,-10.212,5.329,1.491,1.152,1.271,-0.183,-0.029,0.118,0.848,0.097,0.545,1.767,1.461,0.82,0.305,0.245,0.869,0.638,0.35,-0.318,-0.008,0.345,0.68,0.474,0.251,0.474,0.663,0.189,0.052,0.296,0.166,0.116,0.477,0.38,-0.045,-0.327,0.401,0.381,2.327,1.525,0.865
PGIM India Short Duration Fund - Direct Plan - Monthly Dividend,0.324,-0.481,0.21,0.424,0.292,1.23,0.482,0.149,0.241,-0.14,-0.501,-0.514,-0.472,-0.295,0.568,-0.374,-0.667,0.572,0.195,0.521,-0.642,-0.218,0.912,0.147,0.044,-0.092,0.626,-1.403,0.332,-10.903,4.531,1.491,1.151,0.687,-0.184,-0.619,0.107,0.84,-0.478,0.015,1.164,0.864,0.806,-0.239,-0.3,0.858,0.151,-0.138,-0.812,-0.508,-0.16,0.666,-0.03,-0.254,0.457,0.156,-0.316,-0.453,-0.211,0.152,-0.316,0.055,-0.042,-0.051,-0.757,-0.033,-0.018,2.459,1.568,-0.04
PGIM India Short Duration Fund - Direct Plan - Quarterly Dividend,0.916,0.108,-1.012,0.425,0.884,-0.848,1.068,0.735,-1.637,0.516,0.156,-1.747,0.19,0.372,-0.683,-0.375,0.003,-1.356,0.868,0.522,-1.894,0.459,0.911,-1.118,0.631,0.584,-1.309,-0.728,0.332,-10.213,5.328,1.49,1.152,1.27,-0.183,-0.039,0.108,0.84,0.087,0.535,1.754,-0.196,0.807,0.293,-1.308,0.857,0.627,-1.109,-0.331,-0.021,-1.138,0.667,0.458,-1.23,0.458,0.646,-1.293,0.037,0.282,0.152,0.106,0.47,0.373,-0.052,-0.332,-0.882,-0.039,2.736,1.654,-0.082
PGIM India Short Duration Fund - Growth,0.845,0.042,0.723,0.365,0.811,0.887,0.998,0.662,0.186,0.458,0.099,0.084,0.117,0.313,1.164,-0.441,-0.082,0.492,0.784,0.438,-0.047,0.374,0.84,0.747,0.545,0.519,0.559,-0.793,0.263,-10.271,5.257,1.509,1.087,1.197,-0.241,-0.087,0.058,0.786,0.039,0.49,1.707,1.389,0.697,0.259,0.188,0.815,0.581,0.292,-0.376,-0.063,0.286,0.63,0.416,0.191,0.415,0.601,0.127,-0.012,0.235,0.104,0.044,0.406,0.299,-0.113,-0.379,0.359,0.316,2.324,1.525,0.718
PGIM India Short Duration Fund - Monthly Dividend,0.309,-0.492,0.186,0.366,0.275,0.887,0.466,0.131,0.186,-0.149,-0.51,-0.526,-0.518,-0.304,0.544,-0.441,-0.702,0.492,0.158,0.437,-0.672,-0.254,0.84,0.119,-0.082,-0.109,0.56,-1.42,0.263,-10.911,4.518,1.509,1.086,0.692,-0.241,-0.591,0.058,0.786,-0.468,0.031,1.182,0.87,0.696,-0.214,-0.286,0.816,0.133,-0.156,-0.831,-0.523,-0.177,0.63,-0.044,-0.27,0.415,0.137,-0.335,-0.475,-0.223,0.104,-0.372,-0.013,-0.112,-0.114,-0.8,-0.067,-0.053,2.438,1.561,-0.118
PGIM India Short Duration Fund - Quarterly Dividend,0.845,0.042,-1.154,0.365,0.811,-0.983,0.998,0.662,-1.672,0.458,0.099,-1.793,0.117,0.313,-0.743,-0.441,-0.082,-1.427,0.784,0.437,-1.969,0.374,0.84,-1.188,0.544,0.52,-1.379,-0.793,0.262,-10.273,5.258,1.509,1.085,1.198,-0.241,-0.087,0.058,0.788,0.039,0.49,1.706,-0.163,0.697,0.259,-1.209,0.814,0.58,-1.053,-0.376,-0.062,-1.08,0.63,0.415,-1.171,0.416,0.601,-1.237,-0.012,0.235,0.104,0.045,0.406,0.299,-0.114,-0.378,0.359,-0.07,2.71,1.646,-0.147
PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,0.503,-2.254,2.126,0.253,1.889,1.851,1.477,0.586,-0.317,-0.033,-0.422,-0.634,-0.703,0.358,1.937,-0.64,0.012,0.321,1.127,0.116,0.162,0.964,1.383,1.867,0.096,0.783,1.757,-0.308,2.507,1.145,1.797,0.628,-0.065,0.885,0.523,0.673,0.424,1.715,-0.284,1.858,1.354,1.0,0.715,0.193,0.015,1.378,0.441,0.44,-0.56,-0.541,0.711,0.752,0.452,0.044,0.399,0.827,0.553,0.064,0.339,0.024,-0.333,0.445,0.342,-0.043,0.025,0.412,0.538,0.71,0.843,2.211
PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,0.503,-2.254,0.286,0.253,1.889,0.061,1.477,0.585,-2.16,-0.033,-0.422,-2.353,-0.703,0.358,0.157,-0.641,0.011,-1.444,1.125,0.115,-1.606,0.96,1.377,0.11,0.093,0.781,0.012,-0.311,2.505,-0.547,1.793,0.625,-1.565,0.883,0.52,-0.825,0.415,1.718,-1.668,1.856,1.351,-0.814,0.713,0.191,-1.721,1.377,0.439,-1.149,-0.56,-0.541,-0.934,0.752,0.452,-1.59,0.398,0.826,-1.088,0.062,0.338,0.022,-0.335,0.444,-0.939,-0.044,0.024,-0.891,0.011,1.146,1.071,0.036
PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,0.4,-2.348,0.2,0.167,1.784,-0.027,1.376,0.479,-2.165,-0.133,-0.521,-2.364,-0.824,0.251,0.188,-0.698,-0.06,-1.416,1.057,0.047,-1.579,0.893,1.324,0.144,0.034,0.72,0.037,-0.368,2.444,-0.522,1.729,0.747,-1.732,0.788,0.442,-0.987,0.34,1.653,-1.74,1.788,1.28,-0.753,0.644,0.122,-1.563,1.309,0.37,-1.14,-0.662,-0.634,-0.904,0.669,0.356,-1.563,0.303,0.75,-1.062,-0.04,0.239,-0.076,-0.43,0.355,-1.032,-0.127,-0.075,-0.991,-0.047,1.113,1.055,-0.154
PGIM India Dynamic Bond Fund - Growth Option,0.4,-2.348,2.021,0.167,1.784,1.75,1.376,0.479,-0.413,-0.133,-0.521,-0.743,-0.824,0.251,1.871,-0.698,-0.06,0.255,1.057,0.047,0.098,0.893,1.324,1.808,0.034,0.72,1.693,-0.368,2.444,1.084,1.729,0.747,-0.15,0.788,0.442,0.596,0.343,1.647,-0.357,1.788,1.28,0.921,0.644,0.122,-0.058,1.309,0.37,0.339,-0.663,-0.633,0.611,0.669,0.356,-0.056,0.303,0.75,0.453,-0.04,0.239,-0.076,-0.43,0.355,0.245,-0.127,-0.075,0.311,0.457,0.72,0.849,1.865
PGIM India Corporate Bond Fund - Annual Dividend,0.682,-0.346,0.516,0.169,0.723,0.699,1.031,0.652,0.004,0.266,-0.036,-0.242,0.029,0.184,-6.845,-0.668,-0.252,0.445,0.779,0.43,0.057,0.497,0.6,0.375,0.502,0.623,-7.303,-0.333,1.78,0.399,1.321,0.79,-0.035,1.365,0.542,0.169,0.757,0.947,-6.168,0.012,1.98,1.443,1.023,0.206,0.245,1.208,0.698,0.248,-0.312,0.046,-4.938,0.71,0.513,0.168,0.578,0.72,0.225,0.014,0.29,0.18,0.044,0.426,-4.562,-0.051,-0.273,0.266,-0.057,3.239,1.8,-0.11
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,0.756,-0.276,0.589,0.23,0.797,0.771,1.103,0.733,0.12,0.388,0.086,-0.127,0.158,0.298,-6.81,-0.595,-0.164,0.53,0.871,0.523,0.144,0.589,0.677,0.451,0.583,0.696,-7.196,-0.263,1.855,0.47,1.397,0.79,0.031,0.59,0.365,0.145,0.509,0.974,26.556,0.065,2.037,1.504,1.064,0.246,0.286,1.247,0.741,0.306,-0.252,0.104,-5.224,0.731,0.537,0.193,0.623,0.747,0.277,0.072,0.347,0.242,0.105,0.47,-4.53,-0.016,-0.229,0.31,0.475,13.302,3.647,0.451
PGIM India Corporate Bond Fund - Direct Plan - Growth,0.756,-0.276,0.59,0.231,0.798,0.771,1.103,0.733,0.12,0.388,0.086,-0.127,0.157,0.298,1.183,-0.595,-0.163,0.53,0.871,0.524,0.143,0.59,0.676,0.451,0.584,0.697,0.963,-0.262,1.856,0.472,1.403,0.795,0.039,1.448,0.611,0.234,0.822,1.001,0.038,0.071,2.042,1.508,1.09,0.27,0.312,1.271,0.762,0.319,-0.244,0.109,0.571,0.738,0.544,0.2,0.631,0.754,0.284,0.078,0.354,0.248,0.11,0.479,0.458,-0.005,-0.215,0.327,0.509,0.26,0.509,3.464
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,0.129,-0.902,-0.044,0.231,0.163,0.773,0.47,0.102,0.12,-0.243,-0.546,-0.763,-0.483,0.408,0.283,0.158,0.033,-0.092,-0.217,0.524,-0.466,-0.024,0.675,-0.205,-0.074,0.038,0.96,-0.916,1.853,-0.178,0.745,0.787,-0.613,0.841,0.603,-0.356,0.817,0.999,-0.457,-0.452,1.441,0.949,1.065,-0.287,-0.244,1.247,0.254,-0.181,-0.744,-0.393,0.066,0.732,0.061,-0.283,0.624,0.256,-0.212,-0.418,-0.144,0.242,-0.31,0.054,0.028,-0.016,-0.654,-0.117,0.117,0.338,0.581,0.698
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,0.757,-0.277,-0.483,0.231,0.798,-0.9,1.103,0.733,-1.612,0.387,0.086,-1.953,0.157,0.298,-0.676,-0.596,-0.164,-1.34,0.871,0.524,-1.725,0.59,0.677,-1.426,0.584,0.696,-0.921,-0.262,1.856,-1.39,1.398,0.79,-1.809,1.434,0.602,-1.61,0.818,0.999,-1.745,0.067,2.04,-0.16,1.065,0.245,-1.289,1.247,0.741,-1.144,-0.251,0.104,-0.904,0.731,0.537,-1.209,0.623,0.747,-1.179,0.072,0.347,0.242,0.104,0.469,-0.806,-0.016,-0.231,-0.962,-0.019,0.938,0.969,-0.068
PGIM India Corporate Bond Fund - Growth,0.682,-0.346,0.516,0.169,0.723,0.699,1.03,0.652,0.003,0.266,-0.035,-0.242,0.029,0.184,1.101,-0.666,-0.252,0.445,0.779,0.431,0.058,0.496,0.6,0.375,0.502,0.623,0.889,-0.334,1.78,0.399,1.32,0.79,-0.035,1.364,0.542,0.17,0.757,0.946,-0.037,0.013,1.981,1.443,1.023,0.205,0.245,1.208,0.698,0.248,-0.314,0.046,0.519,0.711,0.513,0.168,0.578,0.72,0.224,0.014,0.29,0.179,0.044,0.426,0.404,-0.052,-0.273,0.267,0.438,0.263,0.513,2.958
PGIM India Corporate Bond Fund - Monthly Dividend,0.095,-0.922,-0.078,0.168,0.128,0.699,0.437,0.06,0.004,-0.326,-0.63,-0.84,-0.573,-0.421,0.491,-0.667,-0.865,0.445,0.161,0.431,-0.56,-0.125,0.6,-0.247,-0.121,-0.001,0.889,-0.954,1.78,-0.219,0.699,0.79,-0.649,0.861,0.542,-0.327,0.757,0.947,-0.497,-0.475,1.453,0.921,1.024,-0.266,-0.226,1.208,0.246,-0.204,-0.772,-0.418,0.054,0.711,0.051,-0.294,0.577,0.255,-0.237,-0.449,-0.168,0.179,-0.37,0.011,-0.011,-0.051,-0.699,-0.161,0.058,0.364,0.603,0.333
PGIM India Corporate Bond Fund - Quarterly Dividend,0.682,-0.345,-0.646,0.169,0.722,-0.957,1.03,0.653,-1.725,0.266,-0.035,-1.994,0.029,0.185,-0.687,-0.667,-0.253,-1.36,0.778,0.431,-1.749,0.496,0.6,-1.443,0.502,0.623,-0.938,-0.334,1.78,-1.405,1.321,0.79,-1.829,1.364,0.542,-1.62,0.757,0.946,-1.817,0.014,1.98,-0.124,1.023,0.205,-1.138,1.209,0.698,-1.102,-0.314,0.046,-0.85,0.71,0.513,-1.191,0.577,0.719,-1.154,0.014,0.29,0.179,0.043,0.426,-0.845,-0.051,-0.273,-1.006,-0.069,0.906,0.952,-0.251
PGIM India Banking and PSU Debt fund - Quarterly Dividend,0.587,-0.516,-0.385,0.225,0.914,-0.838,1.03,0.615,-1.601,0.387,0.098,-1.897,0.172,0.248,-0.576,-0.484,-0.075,-1.187,0.783,0.412,-1.838,0.455,1.046,-1.098,0.618,0.522,-0.041,-0.069,2.094,-1.231,1.512,0.904,-1.551,1.365,0.673,-1.41,0.725,1.014,-1.179,0.38,2.013,-0.293,0.988,0.092,-1.104,0.999,0.738,-1.077,-0.447,-0.041,-1.059,0.783,0.442,-1.273,0.561,0.636,-1.03,0.102,0.258,0.185,0.09,0.317,-0.867,-0.066,-0.341,-0.942,0.007,0.844,0.919,0.026
PGIM India Banking and PSU Debt fund -Growth,0.588,-0.517,0.765,0.225,0.915,0.865,1.031,0.615,0.091,0.387,0.098,-0.187,0.172,0.248,1.164,-0.484,-0.075,0.56,0.783,0.412,-0.093,0.456,1.047,0.651,0.618,0.522,1.715,-0.069,2.093,0.48,1.512,0.904,0.142,1.365,0.673,0.272,0.725,1.014,0.221,0.38,2.013,1.265,0.988,0.092,0.307,0.999,0.739,0.277,-0.448,-0.04,0.317,0.783,0.442,0.096,0.562,0.636,0.34,0.102,0.258,0.186,0.091,0.317,0.386,-0.067,-0.341,0.335,0.499,0.292,0.54,3.201
PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,0.626,-0.48,-0.309,0.257,0.954,-0.742,1.068,0.657,-1.588,0.432,0.142,-1.882,0.219,0.291,-0.561,-4.248,0.014,0.024,0.034,0.045,0.055,0.065,0.075,0.086,0.096,0.106,0.116,0.126,0.137,0.147,0.157,0.167,0.178,0.188,0.198,0.208,0.218,0.229,0.239,0.249,0.259,0.27,0.28,0.29,0.337,1.036,0.774,0.317,-0.41,-0.748,-1.086,0.815,0.48,-1.299,0.599,0.674,-1.054,0.141,0.297,0.224,0.128,0.351,-0.827,-0.035,-0.303,-0.899,-0.021,0.609,0.78,-0.093
PGIM India Banking and PSU Debt fund- Direct Plan-Growth,0.627,-0.48,0.803,0.258,0.954,0.904,1.069,0.656,0.134,0.432,0.143,-0.145,0.219,0.29,1.206,-0.449,-0.029,0.603,0.828,0.459,-0.049,0.501,1.085,0.688,0.659,0.559,1.752,-0.033,2.132,0.516,1.554,0.925,0.179,1.406,0.71,0.313,0.767,1.048,0.255,0.417,2.052,1.306,1.026,0.128,0.345,1.034,0.776,0.316,-0.409,-0.006,0.356,0.816,0.48,0.135,0.599,0.675,0.38,0.142,0.297,0.225,0.128,0.353,0.424,-0.034,-0.302,0.376,0.538,0.292,0.54,3.451
PGIM India Gilt Fund - Direct Plan - Growth,0.382,-1.738,1.369,-0.069,1.386,1.041,1.217,0.888,-0.108,-0.001,0.215,-0.889,-0.32,0.157,1.446,-1.152,-0.027,0.396,0.803,0.258,0.069,0.944,1.573,1.652,-0.06,0.676,1.447,-0.247,3.122,1.423,2.009,0.185,-0.461,0.377,0.569,0.656,0.016,1.53,0.582,2.162,1.014,0.87,0.66,0.255,0.054,1.301,0.441,0.465,-0.544,-0.621,0.634,0.831,0.509,0.144,0.284,1.042,0.512,0.094,0.464,0.006,-0.525,0.411,0.38,-0.274,-0.291,0.417,0.485,0.648,0.805,2.087
PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,0.381,-1.738,1.366,-0.072,1.385,1.04,1.216,0.885,-0.112,-0.004,0.211,-2.486,-0.322,0.155,-0.197,-1.154,-0.027,-1.255,0.803,0.258,-1.586,0.944,1.573,0.013,-0.061,0.675,-0.185,-0.248,3.121,-0.151,2.008,0.185,-2.145,0.376,0.569,-1.04,0.016,1.53,-1.02,2.16,1.013,-0.841,0.661,0.254,-1.791,1.3,0.441,-1.18,-0.545,-0.621,-0.981,0.831,0.509,-1.459,0.281,1.044,-1.125,0.092,0.462,0.006,-0.525,0.411,-0.888,-0.276,-0.293,-0.886,0.045,1.122,1.059,0.147
PGIM India Gilt Fund - Growth,0.363,-1.754,1.35,-0.085,1.367,1.023,1.199,0.866,-0.131,-0.025,0.191,-0.912,-0.344,0.111,1.396,-1.196,-0.082,0.345,0.747,0.203,0.018,0.887,1.528,1.606,-0.108,0.632,1.403,-0.29,3.076,1.379,1.961,0.177,-0.504,0.33,0.526,0.613,-0.026,1.494,0.566,2.122,0.982,0.845,0.549,0.147,-0.057,1.2,0.333,0.365,-0.642,-0.709,0.539,0.751,0.417,0.049,0.192,0.955,0.417,-0.004,0.369,-0.089,-0.616,0.33,0.298,-0.343,-0.369,0.339,0.428,0.653,0.808,1.835
PGIM India Gilt Fund - Quarterly Dividend,0.363,-1.755,1.353,-0.086,1.367,1.023,1.199,0.866,-0.131,-0.024,0.191,-2.448,-0.345,0.111,-0.19,-1.195,-0.081,-1.251,0.747,0.202,-1.583,0.888,1.527,0.019,-0.108,0.632,-0.177,-0.29,3.076,-0.147,1.961,0.177,-2.211,0.329,0.526,-1.11,-0.026,1.494,-1.087,2.122,0.982,-0.832,0.549,0.147,-1.571,1.196,0.334,-1.113,-0.642,-0.708,-0.941,0.751,0.416,-1.422,0.192,0.954,-1.091,-0.004,0.369,-0.089,-0.616,0.33,-0.971,-0.343,-0.369,-0.96,0.007,1.086,1.042,0.023
PGIM India Hybrid Equity Fund - Direct Plan - Dividend,3.702,3.394,1.364,1.22,-0.083,-1.122,2.137,-1.19,-3.156,4.103,-1.232,0.208,1.949,-2.685,-7.4,2.778,-1.879,0.223,2.005,1.048,-6.226,-4.828,3.22,-2.278,1.02,-1.442,3.22,0.378,2.121,-4.356,-4.554,0.151,2.034,4.086,0.862,-1.472,-0.482,-2.506,-20.618,12.827,3.456,2.378,4.978,3.448,-0.615,1.393,9.388,3.358,-0.09,4.607,-1.554,2.237,3.041,4.447,1.95,2.047,2.195,1.704,-2.331,0.559,-2.952,-6.16,-2.658,-2.731,-2.815,-3.877,0.181,18.752,4.33,0.145
PGIM India Hybrid Equity Fund - Direct Plan - Growth,3.686,3.425,3.281,1.21,-0.06,0.658,2.147,-1.203,-0.895,4.102,-1.219,2.496,1.932,-2.692,-1.722,2.765,-1.877,0.198,4.507,1.058,-3.514,-4.819,3.208,0.272,1.028,-1.428,5.923,0.366,2.147,-1.865,-4.59,0.196,4.799,4.064,0.911,0.697,-0.462,-2.497,-20.639,12.85,3.507,4.593,4.981,3.466,1.415,1.421,9.434,5.327,-0.079,4.621,0.432,2.28,3.065,4.461,1.931,2.045,2.217,1.697,-2.302,0.539,-2.974,-6.148,4.749,-2.736,-2.839,-3.836,0.905,18.188,4.265,0.735
PGIM India Hybrid Equity Fund - Dividend Option,3.518,3.329,1.275,1.06,-0.197,-1.248,1.988,-1.3,-3.226,4.003,-1.37,0.132,1.783,-2.79,-7.477,2.65,-2.028,0.143,1.858,0.912,-6.022,-4.918,3.135,-2.366,0.86,-1.473,3.068,0.229,2.059,-4.532,-4.669,0.082,1.904,3.899,0.782,-1.475,-0.63,-2.576,-20.764,12.788,3.372,2.516,4.727,3.409,-0.592,1.276,9.259,3.39,-0.224,4.481,-1.501,2.104,2.91,4.345,1.785,1.864,2.082,1.545,-2.435,0.437,-3.09,-6.25,-2.747,-2.895,-2.988,-3.982,0.079,18.703,4.325,0.063
PGIM India Hybrid Equity Fund - Growth Option,3.571,3.312,3.157,1.11,-0.172,0.534,2.025,-1.328,-1.006,3.973,-1.334,2.354,1.81,-2.798,-1.844,2.654,-1.999,0.106,4.389,0.942,-3.616,-4.923,3.125,0.185,0.936,-1.551,5.792,0.234,2.013,-1.988,-4.724,0.076,4.655,3.933,0.794,0.577,-0.602,-2.601,-20.743,12.705,3.386,4.45,4.799,3.332,1.296,1.279,9.299,5.176,-0.213,4.48,0.3,2.143,2.927,4.311,1.788,1.898,2.071,1.55,-2.44,0.422,-3.089,-6.249,4.612,-2.849,-2.973,-3.963,0.78,18.124,4.257,0.635
PGIM India Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,3.03,2.766,2.606,1.207,-0.662,0.666,1.37,-2.007,-0.919,3.263,-2.011,1.633,1.112,-3.504,-2.576,1.893,-2.708,-0.696,3.601,0.212,-4.387,-5.702,2.267,-0.65,0.093,-2.38,4.971,-0.592,1.146,-2.792,-5.465,-0.784,3.808,3.282,0.234,-0.047,-1.214,-3.261,-21.464,12.112,2.814,3.82,4.174,2.707,0.672,0.77,8.733,4.65,-0.673,3.931,-0.261,1.613,2.398,3.848,1.329,1.416,1.629,1.107,-2.869,-0.078,-3.559,-6.739,4.125,-3.378,-3.46,-4.48,0.177,18.228,4.269,0.144
PGIM India Hybrid Equity Fund-Monthly Dividend Option,2.905,2.647,2.492,1.132,-0.793,0.547,1.217,-2.114,-1.017,3.183,-2.126,1.533,1.007,-3.571,-2.67,1.801,-2.811,-0.712,3.506,0.087,-4.456,-5.761,2.183,-0.763,0.048,-2.498,4.877,-0.658,1.089,-2.885,-5.606,-0.914,3.584,3.21,0.146,-0.097,-1.264,-3.25,-21.495,12.037,2.691,3.752,4.191,2.718,0.648,0.697,8.707,4.57,-0.752,3.883,-0.319,1.555,2.338,3.779,1.228,1.366,1.552,1.045,-2.905,-0.123,-3.675,-6.825,3.996,-3.489,-3.578,-4.615,0.094,18.222,4.269,0.076
PGIM India Arbitrage Fund - Direct Plan - Growth,0.369,0.595,0.602,0.329,0.549,0.61,0.701,0.592,0.582,0.371,0.661,0.314,0.609,0.527,0.445,0.377,0.561,0.415,0.358,0.394,0.535,0.794,0.484,0.386,0.539,0.375,0.454,0.786,0.808,0.432,0.548,0.529,0.252,0.781,0.377,0.542,0.476,0.673,0.342,0.377,0.212,0.084,0.193,0.177,0.635,0.467,0.19,0.456,0.125,0.353,0.42,0.45,0.4,0.462,0.471,0.321,0.202,0.247,0.545,0.248,0.339,0.384,0.156,0.318,0.369,0.254,0.438,0.028,0.168,9.031
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,-0.102,0.124,0.131,-0.141,0.079,0.138,0.183,0.076,0.065,-0.144,0.145,-0.197,0.093,0.011,-0.069,-0.135,0.045,-0.102,-0.157,-0.123,0.018,0.276,-0.032,-0.13,0.022,-0.141,-0.062,0.267,0.29,-0.082,0.032,0.014,-0.264,0.263,-0.138,0.025,-0.04,0.153,-0.174,-0.094,-0.258,-0.386,-0.288,-0.304,0.149,0.066,-0.209,0.056,-0.276,-0.019,0.02,0.049,-0.134,0.462,0.47,-0.011,-0.195,-0.152,0.146,-0.15,0.011,0.052,-0.177,-0.006,0.045,-0.068,-0.015,0.03,0.172,-0.302
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,0.368,0.596,0.814,0.329,0.55,0.609,0.7,0.592,0.582,0.37,0.661,0.314,0.608,0.527,-1.596,0.378,0.561,-1.635,0.359,0.393,-1.525,0.793,0.484,-1.686,0.539,0.375,-1.637,0.785,0.808,0.43,0.547,0.53,-1.315,0.78,0.377,-0.864,0.476,0.67,-0.641,0.398,0.267,0.144,0.329,0.331,0.333,0.336,0.338,0.34,0.121,0.353,-4.01,0.449,3.66,0.461,0.471,0.318,0.202,0.246,0.544,0.247,0.338,0.383,-3.724,0.317,0.368,0.253,0.149,1.086,1.042,0.495
PGIM India Arbitrage Fund - Regular Plan - Growth,0.327,0.557,0.561,0.295,0.508,0.57,0.66,0.549,0.533,0.319,0.607,0.259,0.553,0.479,0.405,0.336,0.515,0.363,0.303,0.339,0.484,0.738,0.439,0.341,0.49,0.332,0.412,0.739,0.763,0.388,0.499,0.567,0.208,0.732,0.334,0.495,0.431,0.632,0.296,0.332,0.165,0.031,0.142,0.128,0.582,0.416,0.14,0.402,0.07,0.303,0.367,0.4,0.349,0.408,0.42,0.271,0.149,0.191,0.492,0.195,0.286,0.331,0.096,0.263,0.314,0.202,0.391,0.029,0.171,7.921
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,-0.147,0.081,0.084,-0.18,0.032,0.094,0.137,0.027,0.01,-0.155,0.132,-0.218,0.078,0.005,-0.071,-0.139,0.039,-0.113,-0.172,-0.137,0.007,0.262,-0.036,-0.135,0.014,-0.145,-0.065,0.262,0.285,-0.086,0.023,0.092,-0.267,0.256,-0.141,0.02,-0.047,0.156,-0.18,-0.098,-0.263,-0.399,-0.241,-0.161,0.149,0.07,-0.205,0.401,0.071,-0.041,0.367,0.399,0.348,0.408,0.42,-0.011,-0.199,-0.157,0.142,-0.154,-0.04,0.001,-0.234,-0.06,-0.009,-0.12,0.001,0.035,0.187,0.019
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,0.328,0.557,0.561,0.295,0.509,0.569,0.661,0.547,0.533,0.319,0.607,0.259,0.553,0.48,-1.276,0.335,0.514,-1.319,0.303,0.339,-1.205,0.738,0.439,-1.353,0.491,0.331,-1.293,0.739,0.763,-1.315,0.499,0.567,-1.327,0.732,0.334,-0.79,0.43,0.633,-0.192,0.332,0.165,-1.244,0.142,0.127,-0.533,0.416,0.139,-0.628,0.071,0.303,-3.769,0.4,0.35,0.408,0.42,0.271,0.149,0.191,0.491,0.195,0.287,0.331,-3.794,0.262,0.315,0.202,0.014,0.82,0.905,0.054
