scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW,BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW
BANK OF INDIA Liquid Fund- Regular Plan- Growth,0.549,0.507,0.57,0.529,0.551,0.535,0.556,0.546,0.529,0.538,0.52,0.548,0.547,0.507,0.704,0.565,0.588,0.61,0.625,0.604,0.572,0.631,0.617,0.626,0.597,0.52,0.648,0.572,0.608,0.534,0.531,0.488,0.451,0.46,0.413,0.417,0.403,0.384,0.529,0.433,0.428,0.311,0.243,0.276,0.247,0.271,0.255,0.248,0.234,0.246,0.285,0.255,0.261,0.267,0.269,0.275,0.245,0.267,0.31,0.303,0.29,0.273,0.327,0.296,0.331,0.399
BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW,-0.074,0.001,0.058,0.03,-0.07,0.019,-0.056,0.051,0.038,-0.072,0.034,-0.07,0.054,0.003,0.151,-0.188,0.063,0.043,-0.082,0.055,-0.097,0.061,0.038,-0.076,0.054,-0.003,-0.073,0.019,0.08,-0.099,0.054,0.036,-0.068,0.025,0.042,-0.06,0.037,0.007,-0.011,-0.044,-0.018,0.031,0.008,-0.023,0.017,0.015,-0.048,0.042,-0.042,BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW,0.021,0.019,-0.032,0.02,0.025,-0.037,0.015,-0.031,0.02,0.033,-0.043,-0.001,0.044,-0.008,-0.019,0.042
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,0.013,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.004,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.013,0.013,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.114,0.114,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,0.203,0.175,0.08,0.012,0.012,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.017,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.093,0.036,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,-0.007,0.007,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,0.784,0.633,0.755,0.541,0.639,0.551,0.743,0.706,0.521,0.55,0.531,0.46,0.433,0.558,0.794,0.378,0.48,0.639,0.623,0.604,0.426,0.651,0.745,0.675,0.569,0.638,0.799,0.384,0.782,0.459,0.83,0.647,0.489,0.687,0.47,0.38,0.456,0.362,0.452,0.391,0.785,0.515,0.33,0.302,0.306,0.369,0.303,0.25,0.147,0.279,0.345,0.268,0.217,0.259,0.319,0.321,0.187,0.23,0.34,0.294,0.247,0.282,0.368,0.205,0.029,0.394
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Weekly IDCW,0.085,-0.123,0.015,0.059,0.055,-0.115,0.047,0.032,0.017,-0.003,0.026,-0.114,-0.048,0.084,0.139,-0.293,0.062,-0.033,0.039,0.047,0.024,0.045,-0.008,0.023,-0.117,0.174,0.116,-0.08,0.081,-0.047,0.156,-0.047,0.065,0.033,-0.045,0.035,0.027,-0.04,0.086,-0.24,0.034,0.059,-0.033,0.043,0.019,-0.025,-0.082,0.04,-0.046,0.007,0.047,-0.018,-0.127,0.02,0.019,-0.042,-0.008,-0.01,0.022,0.037,-0.111,0.056,0.044,-0.077,-0.039,0.047
BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus,0.773,0.625,0.745,0.531,0.629,0.541,0.734,0.696,0.513,0.544,0.524,0.453,0.424,0.55,0.786,0.369,0.47,0.632,0.619,0.6,0.422,0.646,0.743,0.673,0.564,0.634,0.795,0.385,0.783,0.459,0.83,0.647,0.49,0.688,0.469,0.379,0.455,0.361,0.451,0.391,0.785,0.515,0.33,0.302,0.306,0.37,0.304,0.25,0.147,0.279,0.345,0.269,0.217,0.26,0.32,0.321,0.187,0.231,0.343,0.297,0.249,0.284,0.37,0.206,0.03,0.394
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,0.055,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.004,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.013,0.013,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.116,0.117,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.018,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.097,0.042,0.001,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,-0.007,0.007,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,0.767,0.62,0.74,0.529,0.626,0.539,0.732,0.694,0.51,0.54,0.521,0.449,0.422,0.547,0.784,0.367,0.467,0.629,0.615,0.596,0.418,0.638,0.725,0.655,0.543,0.611,0.774,0.366,0.763,0.441,0.81,0.628,0.471,0.667,0.452,0.36,0.437,0.346,0.433,0.373,0.767,0.496,0.311,0.283,0.287,0.351,0.284,0.229,0.126,0.261,0.324,0.252,0.2,0.242,0.303,0.303,0.169,0.214,0.327,0.28,0.234,0.272,0.364,0.199,0.018,0.382
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW,0.046,-0.084,0.136,0.109,0.053,-0.115,0.047,0.03,0.018,-0.003,0.023,-0.111,-0.048,0.082,0.14,-0.294,0.06,-0.032,0.039,0.046,0.024,0.041,-0.009,0.022,-0.121,0.174,0.116,-0.079,0.08,-0.047,0.153,-0.048,0.065,0.03,-0.045,0.032,0.025,-0.041,0.085,-0.239,0.043,0.057,-0.035,0.042,0.017,-0.025,-0.075,0.04,-0.045,0.007,0.045,-0.015,-0.117,0.019,0.018,-0.039,-0.009,-0.011,0.024,0.036,-0.108,0.055,0.044,-0.077,-0.048,0.057
BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,0.785,0.157,0.878,0.472,0.896,0.665,0.804,0.704,0.297,0.237,0.33,0.247,0.105,0.491,0.932,-0.108,0.207,0.625,0.825,0.567,0.076,0.299,0.954,0.726,0.174,0.724,1.229,-0.219,0.043,-11.343,1.208,-7.811,0.191,1.241,0.873,0.357,0.658,2.825,0.627,-9.338,1.303,0.934,0.544,0.491,0.368,0.774,0.289,0.446,-0.06,0.124,0.507,0.816,0.23,0.294,0.298,0.368,0.026,0.13,0.337,0.169,0.095,0.335,15.44,-0.108,-0.399,0.382
BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,-0.074,-0.701,0.109,-0.391,0.222,0.089,-0.059,-0.16,-0.567,-0.438,0.04,-0.141,-0.33,0.102,0.543,-0.494,-0.084,0.141,0.438,-0.107,-0.587,-0.281,0.468,0.05,-0.306,0.239,0.551,-0.698,0.042,-11.326,1.208,-7.812,0.19,1.241,0.872,0.357,0.657,2.827,0.627,-9.338,1.303,0.933,0.542,0.488,0.368,0.773,0.288,0.444,-0.059,0.12,0.506,0.816,0.232,0.291,0.296,0.366,0.024,0.128,0.334,0.167,0.092,0.335,15.438,-0.11,-0.4,0.381
BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,0.785,0.157,-1.497,0.472,0.896,-1.708,0.804,0.705,-1.606,0.236,0.387,-1.646,0.104,0.491,-1.005,-0.193,0.206,-1.324,0.824,0.567,-1.39,0.299,0.952,-1.222,0.176,0.726,-0.236,-0.219,0.041,-11.345,0.557,-8.303,0.135,0.538,0.268,-0.134,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,2.544,0.614,-9.298,1.349,0.98,0.588,0.527,0.404,0.807,0.311,0.47,-0.035,0.148,0.53,0.837,0.24,0.296,0.301,0.37,0.028,0.134,0.34,0.172,0.096,0.338,15.443,-0.106,-0.4,0.381
BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,0.708,0.086,0.802,0.409,0.82,0.591,0.73,0.628,0.228,0.166,0.26,0.194,0.055,0.445,0.888,-0.147,0.158,0.58,0.776,0.518,0.031,0.25,0.912,0.685,0.13,0.684,1.191,-0.259,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,-11.38,1.162,-7.851,0.149,1.194,0.831,0.312,0.612,2.774,0.583,-9.375,1.26,0.889,0.498,0.446,0.323,0.731,0.244,0.397,-0.108,0.08,0.46,0.777,0.21,0.271,0.276,0.345,0.002,0.107,0.313,0.145,0.073,0.314,15.414,-0.126,-0.417,0.361
BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,-0.156,-0.49,0.511,-0.263,0.242,0.014,-0.134,-0.046,-0.348,-0.315,-0.031,-0.193,-0.187,0.072,0.499,-0.532,0.062,0.193,0.391,-0.155,-0.489,-0.33,0.427,0.011,-0.35,0.199,0.514,-0.739,0.001,-11.38,1.162,-7.849,0.149,1.195,0.83,0.313,0.613,2.778,0.583,-9.374,1.261,0.888,0.498,0.447,0.323,0.73,0.245,0.396,-0.108,0.08,0.46,0.776,0.211,0.27,0.276,0.345,0.002,0.106,0.313,0.146,0.072,0.315,15.415,-0.126,-0.419,0.362
BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,0.709,0.086,-1.602,0.409,0.82,-1.817,0.731,0.628,-1.707,0.166,0.26,-1.276,0.056,0.445,-0.296,-0.146,0.158,-0.308,0.777,0.518,-1.437,0.251,0.912,-0.781,0.13,0.683,-0.276,-0.26,0.001,-11.38,1.161,-7.851,0.15,1.194,0.83,0.313,0.612,2.777,0.583,-9.375,1.261,0.888,0.498,0.446,0.323,0.731,0.244,0.397,-0.108,0.08,0.46,0.777,0.21,0.271,0.276,0.344,0.003,0.106,0.313,0.146,0.072,0.315,15.415,-0.126,-0.419,0.362
BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,1.707,0.249,-0.675,1.126,0.901,-0.816,1.65,1.191,-1.487,1.594,0.93,0.077,-0.075,-0.434,-1.528,0.169,-1.203,-2.569,2.397,0.849,-6.107,-0.475,1.05,-2.048,-1.162,0.707,-0.128,-0.808,0.151,-11.597,-1.909,0.763,1.491,1.876,0.579,0.625,0.761,1.055,-3.594,2.72,0.808,1.745,3.779,1.417,1.507,0.219,2.433,1.548,-0.412,-0.023,0.936,0.568,1.675,0.947,1.667,1.315,0.528,0.647,-0.31,0.348,-0.129,-1.206,20.294,-0.799,-1.275,-0.531
BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,1.685,0.228,-0.856,1.108,0.876,-0.933,1.628,1.166,-1.636,1.571,0.907,-0.077,-0.101,-0.456,-1.682,0.15,-1.227,-2.695,2.372,0.825,-6.269,-0.498,1.033,-0.258,-1.182,0.687,1.671,-0.825,0.133,-11.612,-1.927,0.745,1.473,1.857,0.561,0.606,0.745,1.039,-3.609,2.706,0.793,1.728,3.76,1.401,1.489,0.204,2.415,1.528,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW
BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,1.713,0.255,1.563,1.132,0.906,0.5,1.654,1.192,0.231,1.597,0.932,1.781,-0.073,-0.433,0.174,0.17,-1.202,-1.273,2.398,0.856,-4.395,-0.474,1.052,0.704,-1.16,0.708,2.693,-0.806,0.153,-11.595,-1.906,0.764,1.493,1.879,0.581,0.627,0.765,1.056,-3.591,2.726,0.813,1.75,3.785,1.423,1.512,0.226,2.44,1.558,-0.403,-0.015,0.945,0.575,1.688,0.961,1.679,1.329,0.541,0.667,-0.296,0.363,-0.116,-1.194,20.31,-0.788,-1.26,-0.517
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,1.708,0.249,1.558,1.128,0.9,0.497,1.652,1.19,0.229,1.594,0.93,1.779,-0.075,-0.435,0.173,0.168,-1.204,-1.274,2.397,0.849,-6.116,-0.475,1.05,-3.905,-1.162,0.707,-1.161,-0.807,0.151,-11.597,-1.908,0.762,1.49,1.876,0.578,0.624,0.762,1.058,-3.594,2.721,0.808,1.745,3.779,1.418,1.507,0.219,2.433,1.549,-0.412,-4.0,0.937,0.568,1.666,0.948,1.667,1.316,0.528,0.647,-0.31,0.349,-0.129,-1.206,20.295,-0.798,-1.275,-0.531
BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,0.741,-0.708,0.587,0.171,-0.057,-0.46,0.694,0.425,-0.722,0.639,-0.016,0.825,-1.011,-1.386,-0.791,0.169,-1.204,-1.274,2.396,-0.114,-4.396,-0.475,1.051,0.702,-1.162,0.706,2.691,-1.42,0.151,-11.596,-1.908,0.761,1.491,1.876,0.579,0.624,0.761,1.054,-3.593,2.721,0.808,1.744,3.779,1.418,1.505,0.22,2.432,1.549,-0.412,-2.212,0.937,0.568,1.676,-1.911,1.666,1.315,0.528,0.648,-0.31,0.349,-0.129,-1.205,20.295,-0.799,-1.276,-0.531
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,1.683,0.228,1.534,1.108,0.877,0.473,1.627,1.165,0.206,1.57,0.907,1.756,-0.1,-0.457,0.151,0.149,-1.228,-1.296,2.372,0.825,-4.418,-0.499,1.031,0.684,-1.183,0.688,2.672,-0.825,0.132,-11.613,-1.928,0.743,1.472,1.856,0.56,0.605,0.744,1.026,-3.61,2.704,0.791,1.727,3.761,1.4,1.488,0.203,2.414,1.528,-0.433,-0.042,0.916,0.551,1.662,0.934,1.654,1.302,0.515,0.629,-0.329,0.329,-0.157,-1.234,20.257,-0.825,-1.307,-0.563
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,1.101,-0.346,0.953,0.538,0.309,-0.093,1.064,0.603,-0.351,1.013,0.356,1.203,-0.64,-1.005,-0.401,-0.402,-1.78,-1.857,1.794,0.262,-4.977,-0.498,1.031,0.523,-1.182,0.688,2.081,-1.398,-0.159,-11.613,-1.928,0.743,1.473,1.855,0.56,0.605,0.742,0.888,-3.61,2.704,0.79,1.726,3.759,1.399,1.489,0.204,2.415,1.529,-0.431,-2.863,0.916,0.552,1.663,-1.923,1.654,1.303,0.513,0.629,-0.329,0.329,-0.156,-1.234,20.258,-0.825,-1.307,-0.563
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,1.66,0.205,-0.881,1.088,0.853,-0.959,1.604,1.139,-1.2,1.546,0.883,-0.096,-0.126,-0.528,-1.704,0.131,-1.251,-2.252,2.346,0.801,-4.807,-0.523,1.009,0.661,-1.208,0.664,1.672,-0.848,0.108,-11.633,-1.953,0.719,1.449,1.83,0.537,0.581,0.717,1.014,-3.635,2.679,0.767,1.7,3.734,1.375,1.461,0.177,2.388,1.5,-0.463,-2.608,0.887,0.528,1.659,0.931,1.65,1.298,0.512,0.624,-0.334,0.325,-0.161,-1.238,20.252,-0.829,-1.312,-0.568
