scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Quantum Liquid Fund - Regular Plan Growth Option,Quantum Liquid Fund - Regular Plan Growth Option,Quantum Liquid Fund - Regular Plan Growth Option,Quantum Liquid Fund - Regular Plan Growth Option,0.46,0.5,0.473,0.49,0.493,0.467,0.483,0.469,0.489,0.494,0.456,0.583,0.476,0.503,0.54,0.523,0.545,0.533,0.56,0.558,0.572,0.548,0.488,0.611,0.481,0.595,0.494,0.521,0.468,0.427,0.437,0.402,0.395,0.391,0.384,0.424,0.307,0.277,0.263,0.225,0.262,0.244,0.257,0.249,0.235,0.223,0.245,0.253,0.242,0.252,0.261,0.263,0.279,0.23,0.254,0.273,0.276,0.265,0.269,0.309,0.274,0.282,0.367
Quantum Liquid Fund - Regular Plan Monthly IDCW,Quantum Liquid Fund - Regular Plan Monthly IDCW,Quantum Liquid Fund - Regular Plan Monthly IDCW,Quantum Liquid Fund - Regular Plan Monthly IDCW,-0.003,0.019,-0.035,0.011,-0.049,0.032,0.011,-0.044,0.047,0.002,-0.063,0.102,-0.045,0.009,0.006,-0.001,-0.026,0.051,-0.014,-0.022,0.018,0.004,-0.06,0.11,-0.08,0.016,-0.005,0.019,-0.007,-0.012,0.011,-0.016,-0.013,-0.019,-0.004,0.089,-0.089,-0.007,0.023,-0.039,0.026,-0.019,-0.008,0.008,-0.021,0.021,-0.016,0.022,-0.023,0.017,-0.007,-0.001,0.023,-0.049,0.021,0.006,-0.001,0.007,-0.02,0.041,-0.027,0.039,-0.02
Quantum Dynamic Bond Fund - Regular Plan Growth Option,Quantum Dynamic Bond Fund - Regular Plan Growth Option,Quantum Dynamic Bond Fund - Regular Plan Growth Option,Quantum Dynamic Bond Fund - Regular Plan Growth Option,0.29,2.177,1.788,1.088,0.634,-0.331,-0.397,0.071,-0.627,-0.918,-0.164,1.331,-0.946,0.002,0.565,0.692,0.222,0.492,0.629,0.921,0.616,0.325,1.0,1.53,-0.659,2.524,0.843,1.969,0.57,-0.183,0.585,0.594,0.684,0.754,1.593,0.52,1.753,0.402,0.639,0.245,1.002,-0.153,0.9,0.342,0.652,-0.459,-0.354,0.715,0.54,0.142,-0.015,0.373,0.675,0.616,-0.147,0.648,-0.088,-0.465,0.876,0.398,-0.162,-0.285,0.512
Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,0.287,1.458,0.304,-0.019,-0.214,-0.865,-0.443,-0.023,-0.627,-0.918,-0.165,1.332,-0.947,0.001,0.565,0.692,-0.399,0.491,0.277,0.233,-0.097,-0.231,0.696,0.868,-1.292,1.793,-0.443,1.082,-0.416,-0.675,-0.143,-0.007,0.208,-0.069,0.794,-0.2,0.718,-0.671,0.075,-0.297,0.493,-0.878,0.171,-0.395,0.119,-0.859,-0.745,0.078,-0.084,-0.259,-0.332,0.029,0.347,-0.026,-0.409,0.293,-0.403,-0.772,0.441,0.063,-0.587,-0.601,0.175
Quantum Equity Fund of Funds - Regular Plan Growth Option,Quantum Equity Fund of Funds - Regular Plan Growth Option,Quantum Equity Fund of Funds - Regular Plan Growth Option,Quantum Equity Fund of Funds - Regular Plan Growth Option,2.662,1.576,-0.013,4.313,-0.042,-1.497,6.462,-1.072,4.011,0.704,-4.351,-2.826,4.418,-1.919,-1.77,4.379,3.631,-7.392,-2.542,2.878,1.001,-1.744,0.027,6.868,-0.865,2.194,-1.296,-7.057,0.435,5.267,4.813,0.862,0.621,0.895,-3.184,-25.34,15.874,4.659,5.332,4.702,5.493,0.975,0.49,11.145,6.053,1.779,4.785,0.713,-0.955,5.159,3.552,2.914,4.334,2.049,2.721,-3.27,1.963,-1.662,-5.455,4.686,-2.78,-3.575,-4.273
Quantum Equity Fund Of Funds - Regular Plan IDCW,Quantum Equity Fund Of Funds - Regular Plan IDCW,Quantum Equity Fund Of Funds - Regular Plan IDCW,Quantum Equity Fund Of Funds - Regular Plan IDCW,2.662,1.576,-0.016,4.313,-0.042,-1.497,6.462,-1.072,4.008,0.704,-4.348,-2.826,4.418,-1.919,-1.77,4.379,3.631,-7.392,-2.542,2.878,1.001,-1.744,0.024,6.871,-0.865,2.194,-1.296,-7.057,0.435,5.267,4.813,0.862,0.621,0.895,-3.184,-25.34,15.874,4.659,5.332,4.702,5.493,0.975,0.492,11.145,6.053,1.779,4.785,0.713,-0.955,5.159,3.552,2.914,4.334,2.049,2.721,-3.272,1.965,-1.662,-5.455,4.686,-2.782,-3.575,-4.273
Quantum Gold Savings Fund - Regular Plan Growth Option,Quantum Gold Savings Fund - Regular Plan Growth Option,Quantum Gold Savings Fund - Regular Plan Growth Option,Quantum Gold Savings Fund - Regular Plan Growth Option,0.738,0.366,-1.494,0.759,3.099,-0.29,-0.538,-0.169,0.533,2.701,0.004,1.162,1.524,-0.558,-1.495,-2.357,1.768,0.831,4.212,-4.445,3.685,4.66,-1.436,-3.257,0.041,1.871,3.452,2.999,10.991,-5.232,4.835,-2.265,2.603,4.364,3.999,3.455,9.168,-1.565,4.341,9.568,-3.805,-3.041,0.522,-5.057,3.529,-3.456,-5.45,-2.259,3.84,5.018,-4.33,2.322,-1.343,-1.81,2.629,-0.211,0.684,-0.525,4.728,0.352,0.482,-1.545,1.893
Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,0.495,1.379,-0.57,1.784,0.037,-0.241,1.439,-0.359,1.296,1.496,-1.115,-0.479,1.501,-0.172,-0.24,0.834,1.391,-0.822,0.172,0.101,1.063,0.017,0.145,1.347,0.332,0.837,0.221,-0.696,1.528,0.199,2.497,0.118,0.897,0.612,0.349,-7.141,8.342,1.037,2.352,3.7,0.826,-0.776,1.05,2.94,2.142,-0.423,0.131,-0.449,0.933,2.458,-0.259,0.686,1.356,0.39,0.825,-1.081,0.285,-0.547,-0.645,1.69,-0.621,-0.694,-1.188
QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - DIRECT PLAN - GROWTH OPTION,-2.6,0.616,4.447,4.455,0.284,0.76,1.414,-4.972,-22.51,15.938,6.837,5.748,6.359,4.633,0.83,3.66,11.15,5.529,3.144,5.08,1.312,-0.886,4.107,4.274,2.144,4.289,1.293,1.508,-2.457,2.519,-3.001,-5.254,4.426,-1.612,-3.469,-3.594
QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,QUANTUM INDIA ESG EQUITY FUND - REGULAR PLAN - GROWTH OPTION,-2.7,0.719,4.451,4.361,0.285,0.761,1.322,-5.08,-22.577,15.871,6.628,5.78,6.392,4.563,0.836,3.591,11.15,5.494,3.019,5.055,1.185,-0.896,4.086,4.192,2.107,4.221,1.251,1.412,-2.494,2.439,-3.051,-5.285,4.378,-1.641,-3.596,-3.601
