scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,6.924,3.362,4.458,5.275,-2.823,0.223,3.208,0.75,-1.596,7.228,3.32,4.576,-2.607,-2.39,-1.273,6.569,-6.611,-3.091,4.545,2.569,-12.101,-1.542,0.671,2.99,-2.796,0.111,5.414,-2.201,4.0,-2.383,-6.051,-0.339,5.324,2.967,-1.067,0.866,6.223,-1.738,-24.008,14.011,5.868,5.66,4.799,7.211,2.868,0.288,13.876,4.286,0.564,8.974,1.838,0.433,5.043,8.299,5.51,1.602,5.958,3.693,-0.266,4.851,-3.231,-7.929,0.706,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option
Baroda Mid-cap Fund-Plan B (Direct)-IDCW Option,6.924,3.362,4.458,5.275,-2.823,0.223,3.208,0.75,-1.596,7.228,3.32,4.576,-2.607,-2.39,-1.273,6.569,-6.611,-3.091,4.545,2.569,-12.101,-1.542,0.671,2.99,-2.796,0.111,5.414,-2.201,4.0,-2.383,-6.051,-0.339,5.324,2.967,-1.067,0.866,6.223,-1.738,-24.008,14.011,5.868,5.66,4.799,7.211,2.868,0.288,13.876,4.286,0.564,8.974,1.838,0.433,5.043,8.299,5.51,1.602,5.958,3.693,-0.266,4.851,-3.231,-7.929,0.706,Baroda Mid-cap Fund-Plan B (Direct)-IDCW Option,Baroda Mid-cap Fund-Plan B (Direct)-IDCW Option,Baroda Mid-cap Fund-Plan B (Direct)-IDCW Option
Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,11.805,4.478,3.968,5.482,-0.674,-1.453,7.636,-2.956,-2.577,4.458,-1.56,0.839,4.993,-6.737,-1.464,5.344,2.319,-2.0,5.15,2.297,-11.016,-0.145,5.403,2.474,-1.386,-0.725,11.187,-0.37,5.989,1.045,-8.311,-1.88,7.395,4.536,4.921,2.113,-1.742,-1.251,-34.03,14.437,0.724,9.011,-0.101,10.202,-4.182,5.199,17.666,5.17,4.188,6.781,-2.946,-4.621,6.55,-1.47,0.102,5.674,1.47,6.047,-9.207,-2.224,4.501,-6.149,4.359,-2.864,-1.421,-5.022
Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option,11.827,4.516,-4.719,5.536,-0.677,-1.476,7.631,-2.985,-2.582,4.438,-1.56,0.82,4.986,-6.763,-11.185,5.338,2.367,-2.023,5.16,2.312,-11.037,-0.188,5.399,2.504,-1.338,-0.767,-0.178,-0.357,5.988,1.01,-8.273,-1.937,7.44,4.519,4.941,2.149,-1.736,-1.264,-34.007,14.371,0.726,8.974,-0.074,10.21,-4.155,5.188,17.636,5.219,4.169,6.738,-10.204,-4.598,6.525,-1.466,0.106,5.661,1.452,6.071,-9.214,-2.204,4.497,-6.161,-2.081,-2.864,-1.421,-5.022
Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,11.742,4.455,3.827,5.41,-0.747,-1.556,7.563,-3.02,-2.628,4.382,-1.574,0.727,4.957,-6.786,-1.525,5.274,2.277,-2.087,5.093,2.219,-11.071,-0.202,5.303,2.448,-1.406,-0.808,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option,Baroda BNP Paribas Banking And Financial Services Fund - Plan A - Bonus Option
Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option,11.742,4.455,3.827,5.41,-0.747,-1.556,7.563,-3.02,-2.628,4.382,-1.574,0.727,4.957,-6.786,-1.525,5.274,2.277,-2.087,5.093,2.219,-11.071,-0.202,5.303,2.448,-1.406,-0.808,11.164,-0.431,5.944,0.976,-8.337,-1.977,7.326,4.437,4.902,2.073,-1.801,-1.322,-34.043,14.33,0.648,8.953,-0.161,10.154,-4.235,5.099,17.56,5.088,4.105,6.696,-3.033,-4.639,6.494,-1.534,0.036,5.596,1.402,5.968,-9.259,-2.314,4.409,-6.2,4.296,-2.918,-1.493,-5.098
Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option,11.728,4.42,-5.056,5.439,-0.762,-1.536,7.522,-2.998,-2.633,4.394,-1.627,0.799,4.924,-6.796,-11.69,5.287,2.24,-2.069,5.122,2.198,-11.111,-0.198,5.368,2.456,-1.475,-0.749,-0.88,-0.444,5.935,1.017,-8.353,-2.004,7.345,4.457,4.868,2.071,-1.804,-1.355,-34.076,14.429,0.693,8.95,-0.158,10.178,-4.252,5.13,17.606,5.09,4.103,6.678,-10.877,-4.663,6.505,-1.541,Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option,5.607,1.423,5.936,-9.272,-2.302,4.426,-6.223,-2.145,-2.919,-1.493,-5.098
BARODA ELSS 96 - Plan A - IDCW,7.505,2.884,-4.078,4.336,-0.98,-0.958,4.369,-0.153,-1.193,5.924,-0.786,4.11,-0.733,-5.256,-12.054,5.157,-3.019,-2.678,4.624,4.057,-10.432,-4.823,2.928,1.502,-1.119,-0.292,-0.512,-0.294,2.305,-1.729,-7.111,0.592,5.28,4.103,-0.803,1.364,1.2,-3.066,-26.149,16.071,5.219,5.268,7.048,5.276,0.673,1.077,12.491,5.422,1.509,5.34,-6.336,-0.215,4.878,4.033,4.81,4.758,3.981,3.313,-4.252,3.647,-2.151,-6.451,1.033,BARODA ELSS 96 - Plan A - IDCW,BARODA ELSS 96 - Plan A - IDCW,BARODA ELSS 96 - Plan A - IDCW
BARODA ELSS 96 - Plan B (Direct) - IDCW,7.586,2.969,-2.939,4.355,-0.924,-0.878,4.46,-0.052,-1.074,6.016,-0.672,4.184,-0.625,-5.203,-10.544,5.219,-2.934,-2.631,4.7,4.104,-10.387,-4.738,3.003,1.586,-1.051,-0.182,0.517,-0.242,2.382,-1.685,-7.068,0.68,5.343,4.169,-0.747,1.417,1.278,-3.04,-26.107,16.105,5.273,5.295,7.102,5.353,0.7,1.148,12.589,5.459,1.6,5.39,-4.834,-0.147,4.924,4.106,4.868,4.809,4.06,3.394,-4.189,3.722,-2.1,-6.378,1.056,BARODA ELSS 96 - Plan B (Direct) - IDCW,BARODA ELSS 96 - Plan B (Direct) - IDCW,BARODA ELSS 96 - Plan B (Direct) - IDCW
Baroda ELSS 96 - Plan B (Direct)- Bonus Option,7.587,2.953,4.148,4.377,-0.931,-0.874,4.469,-0.042,-1.086,6.056,-0.714,4.213,-0.632,-5.206,-2.197,5.222,-2.95,-2.632,4.708,4.115,-10.393,-4.735,3.032,1.578,-1.028,-0.221,5.384,-0.231,2.378,-1.686,-7.049,0.675,5.357,4.176,-0.748,1.404,1.282,-3.027,-26.112,16.122,5.263,5.299,7.111,5.326,0.719,1.134,12.572,5.465,1.6,5.391,1.364,-0.144,4.917,4.105,4.855,4.82,4.068,3.387,-4.188,3.728,-2.118,-6.365,1.063,Baroda ELSS 96 - Plan B (Direct)- Bonus Option,Baroda ELSS 96 - Plan B (Direct)- Bonus Option,Baroda ELSS 96 - Plan B (Direct)- Bonus Option
Baroda ELSS 96 Fund - Plan A- Bonus Option,7.474,2.9,4.04,4.324,-1.004,-0.945,4.349,-0.154,-1.193,5.945,-0.799,4.11,-0.753,-5.249,-2.251,5.165,-2.995,-2.696,4.639,4.048,-10.432,-4.826,2.925,1.523,-1.125,-0.284,5.301,-0.293,2.327,-1.746,-7.108,0.605,5.276,4.103,-0.806,1.357,1.205,-3.068,-26.161,16.088,5.212,5.25,7.035,5.289,0.642,1.094,12.503,5.397,1.531,5.342,1.29,-0.192,4.867,4.04,4.814,4.745,3.994,3.312,-4.256,3.658,-2.158,-6.44,1.043,Baroda ELSS 96 Fund - Plan A- Bonus Option,Baroda ELSS 96 Fund - Plan A- Bonus Option,Baroda ELSS 96 Fund - Plan A- Bonus Option
Baroda ELSS 96 Plan A -Growth Option,7.474,2.9,4.04,4.324,-1.004,-0.945,4.349,-0.154,-1.193,5.945,-0.799,4.11,-0.753,-5.249,-2.251,5.165,-2.995,-2.696,4.639,4.048,-10.432,-4.826,2.925,1.523,-1.125,-0.284,5.301,-0.293,2.327,-1.746,-7.108,0.605,5.276,4.103,-0.806,1.357,1.205,-3.068,-26.161,16.088,5.212,5.25,7.035,5.289,0.642,1.094,12.503,5.397,1.531,5.342,1.29,-0.192,4.867,4.04,4.814,4.745,3.994,3.312,-4.256,3.658,-2.158,-6.44,1.043,Baroda ELSS 96 Plan A -Growth Option,Baroda ELSS 96 Plan A -Growth Option,Baroda ELSS 96 Plan A -Growth Option
Baroda ELSS 96 Plan B(Direct) -Growth Option,7.587,2.953,4.148,4.377,-0.931,-0.874,4.469,-0.042,-1.086,6.056,-0.714,4.213,-0.632,-5.206,-2.197,5.222,-2.95,-2.632,4.708,4.115,-10.393,-4.735,3.032,1.578,-1.028,-0.221,5.384,-0.231,2.378,-1.686,-7.049,0.675,5.357,4.176,-0.748,1.404,1.282,-3.027,-26.112,16.122,5.263,5.299,7.111,5.326,0.719,1.134,12.572,5.465,1.6,5.391,1.364,-0.144,4.917,4.105,4.855,4.82,4.068,3.387,-4.188,3.728,-2.118,-6.365,1.063,Baroda ELSS 96 Plan B(Direct) -Growth Option,Baroda ELSS 96 Plan B(Direct) -Growth Option,Baroda ELSS 96 Plan B(Direct) -Growth Option
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,0.017,0.007,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,0.566,0.514,0.566,0.52,0.559,0.525,0.549,0.551,0.494,0.527,0.508,0.526,0.562,0.516,0.685,0.545,0.589,0.63,0.635,0.594,0.575,0.653,0.609,0.63,0.609,0.537,0.664,0.588,0.612,0.56,0.562,0.507,0.483,0.491,0.44,0.45,0.437,0.417,0.666,0.402,0.34,0.28,0.253,0.286,0.272,0.28,0.26,0.257,0.253,0.256,0.302,0.274,0.278,0.286,0.295,0.292,0.259,0.275,0.3,0.306,0.303,0.278,0.33,0.306,0.332,0.406
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,-0.073,0.005,0.051,0.002,-0.074,0.001,-0.07,-0.376,0.002,-0.087,0.017,0.015,-0.064,0.001,0.145,-0.031,-0.1,0.059,-0.089,0.026,0.025,-0.08,0.024,-0.079,0.025,-0.014,0.124,-0.161,0.072,-0.023,-0.061,0.032,-0.071,0.041,0.027,-0.062,0.041,0.009,-0.009,0.025,-0.009,-0.038,-0.021,-0.036,0.024,0.024,0.02,-0.041,0.028,0.001,-0.038,0.025,-0.04,0.024,0.024,-0.034,0.012,0.025,-0.043,0.037,-0.045,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,0.044,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION,-0.033,0.04
