scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
Edelweiss ETF - Nifty Bank,11.391,3.794,3.144,3.735,4.471,-0.047,8.067,-2.75,-1.564,5.777,-1.18,0.486,7.498,-8.514,-2.557,4.929,4.621,-1.198,5.24,1.757,-8.794,-0.178,6.059,1.981,-1.125,-0.167,12.192,-1.874,5.596,-0.682,-9.415,-3.267,7.09,5.589,5.3,0.746,-3.966,-2.922,-37.498,18.206,1.089,10.132,-1.544,12.956,-6.479,7.415,19.687,4.665,5.945,6.648,-3.912,-3.164,8.857,-1.598,-0.223,5.363,1.805,6.779,-8.522,-2.376,5.686,-5.955,4.936,-2.842,-1.023,-5.725
Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,4.43,0.466,0.407,0.207,1.872,1.365,1.075,0.222,3.692,1.026,2.283,2.478,5.304,1.394,-2.28,3.467,-4.09,-4.782,4.422,2.537,3.512,-3.433,-3.67,-4.254,9.936,-2.139,-1.909,3.762,-3.175,7.355,-2.149,0.396,-1.347,3.187,-0.723,2.729,-4.47,-7.988,-19.681,13.33,8.592,4.741,-0.145,0.884,-3.658,-1.366,16.269,2.774,-1.199,3.126,-0.402,1.96,0.855,-1.808,-2.482,4.117,-0.036,6.065,-3.714,0.094,-0.145,2.553,1.958,-2.617,-0.156,-7.375
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,4.334,0.38,0.308,0.129,1.777,1.267,0.983,0.128,3.606,0.931,2.195,2.423,5.242,1.334,-2.344,3.398,-4.161,-4.852,4.337,2.459,3.437,-3.508,-3.743,-4.312,9.854,-2.195,-1.974,3.726,-3.219,7.301,-2.205,0.338,-1.399,3.128,-0.779,2.675,-4.524,-8.026,-19.717,13.274,8.538,4.677,-0.197,0.826,-3.714,-1.414,16.208,2.722,-1.242,3.071,-0.456,1.904,0.8,-1.872,-2.545,4.046,-0.099,5.989,-3.775,0.03,-0.209,2.497,1.904,-2.673,-0.209,-7.427
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,3.697,0.868,0.025,0.588,2.485,2.675,5.05,2.872,0.991,1.87,-0.666,2.459,6.492,-2.278,-3.192,1.775,-1.013,-1.51,2.786,-0.503,3.493,-4.416,-3.588,-5.623,12.699,1.704,-0.993,2.66,-7.607,6.32,-2.529,-0.421,1.046,4.876,0.723,7.281,-5.218,-4.997,-13.995,10.83,6.268,5.854,6.626,1.422,-1.398,2.235,9.796,4.556,5.17,0.372,-2.139,1.175,1.221,-0.284,-7.345,0.478,-3.185,3.811,-4.093,-1.155,-1.494,-7.263,-0.357,-6.436,3.844,-6.363
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,3.672,0.846,-0.001,0.567,2.46,2.652,5.028,2.85,0.972,1.849,-0.7,2.401,6.425,-2.334,-3.253,1.712,-1.082,-1.574,2.715,-0.573,3.425,-4.485,-3.656,-5.68,12.617,1.637,-1.065,2.605,-7.66,6.245,-2.616,-0.503,0.965,4.782,0.642,7.195,-5.298,-5.055,-14.043,10.755,6.181,5.763,6.533,1.337,-1.47,2.17,9.718,4.481,5.098,0.303,-2.214,1.103,1.144,-0.362,-7.416,0.396,-3.265,3.723,-4.171,-1.234,-1.572,-7.325,-0.387,-6.503,3.771,-6.432
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,3.815,-0.834,-1.763,3.564,3.666,-0.197,1.575,0.517,2.704,-0.099,-2.508,0.844,6.274,-4.733,-1.145,4.597,-0.128,0.24,3.144,1.983,2.183,-8.839,-7.626,-5.493,8.462,4.157,-2.086,1.584,-4.601,6.765,-3.324,1.684,0.702,5.466,1.876,4.459,-3.132,-8.814,-15.86,11.436,8.137,6.044,4.718,-0.748,-2.914,-4.349,14.868,6.191,-1.175,4.051,3.239,6.136,3.607,-1.587,2.151,-1.18,-4.277,5.862,-2.941,3.575,-3.811,-6.071,4.849,-5.364,3.435,-7.687
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,3.732,-0.907,-1.842,3.495,3.584,-0.272,1.497,0.434,2.627,-0.176,-2.581,0.787,6.208,-4.788,-1.209,4.528,-0.2,0.172,3.069,1.907,2.113,-8.908,-7.688,-5.548,8.388,4.092,-2.152,1.539,-4.647,6.706,-3.385,1.624,0.645,5.399,1.818,4.4,-3.189,-8.854,-15.892,11.38,8.077,5.98,4.654,-0.805,-2.973,-4.406,14.8,6.129,-1.231,3.992,3.174,6.069,3.54,-1.656,2.081,-1.256,-4.347,5.784,-3.011,3.502,-3.879,-6.132,4.781,-5.426,3.363,-7.751
Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,4.867,1.972,0.74,1.963,3.982,3.487,4.437,4.269,1.917,3.153,0.661,2.229,5.423,-0.926,-3.416,0.378,4.794,-2.535,-1.437,-1.055,1.022,-8.501,-1.753,-9.758,15.556,8.506,1.517,2.478,-11.828,7.95,-2.127,3.752,-0.465,6.475,0.802,7.404,-4.059,1.448,-5.28,11.013,6.392,8.245,7.071,3.681,-1.884,5.244,4.977,6.321,10.103,-1.218,-4.628,2.88,1.922,1.726,-8.218,-3.561,-2.669,6.035,-3.051,-3.259,-6.495,-5.699,-6.13,-5.995,3.995,1.801
Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,4.777,1.897,0.657,1.89,3.893,3.404,4.35,4.177,1.836,3.074,0.584,2.17,5.358,-0.983,-3.484,0.311,4.709,-2.603,-1.509,-1.132,0.952,-8.57,-1.823,-9.811,15.464,8.434,1.441,2.426,-11.878,7.889,-2.192,3.683,-0.524,6.408,0.739,7.337,-4.12,1.399,-5.324,10.953,6.323,8.171,6.997,3.608,-1.946,5.181,4.904,6.244,10.026,-1.294,-4.711,2.802,1.843,1.647,-8.285,-3.64,-2.744,5.957,-3.128,-3.334,-6.56,-5.752,-6.174,-6.063,3.921,1.726
Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,-0.84,3.005,-5.627,-0.397,0.231,2.113,-0.106,-2.088,4.584,-0.576,2.254,1.274,3.455,-2.588,-2.751,5.625,2.466,2.614,4.493,4.902,2.194,-3.533,-4.434,-10.886,11.07,3.46,-2.434,3.533,-5.047,6.293,0.697,1.054,2.688,2.232,4.132,2.5,-1.304,-11.943,-15.9,16.635,7.166,0.479,2.012,1.298,-1.775,-2.215,11.771,1.033,-1.093,8.134,4.941,5.473,0.392,1.021,0.647,-1.206,-1.159,6.522,-1.954,3.604,-0.836,-1.816,3.098,-2.693,4.117,-5.663
Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,-0.862,2.982,-5.65,-0.417,0.208,2.093,-0.125,-2.107,4.564,-0.595,2.219,1.216,3.391,-2.645,-2.823,5.547,2.382,2.536,4.407,4.816,2.119,-3.615,-4.506,-10.944,10.984,3.385,-2.512,3.476,-5.103,6.224,0.624,0.985,2.62,2.157,4.063,2.433,-1.371,-11.992,-15.951,16.562,7.096,0.409,1.941,1.23,-1.844,-2.281,11.696,0.964,-1.158,8.064,4.865,5.398,0.318,0.945,0.574,-1.28,-1.234,6.439,-2.028,3.528,-0.91,-1.883,3.034,-2.76,4.041,-5.731
Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,8.982,0.855,5.246,4.372,0.898,-1.343,5.02,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,-0.593,7.536,0.969,4.237,2.137,-4.618,-1.641,4.495,-3.852,-0.587,5.677,2.149,-7.103,-3.0,3.569,0.606,-0.263,-0.757,6.922,-0.727,4.1,-1.62,-7.747,0.653,5.947,3.629,0.679,0.986,1.518,-2.717,-25.71,15.555,3.489,4.939,6.96,5.385,-0.255,2.066,11.485,6.192,2.846,6.456,0.699,-1.52,5.998,3.519,4.696,3.271,2.087,3.099,-4.126,3.527,-0.332,-5.731,6.147,-3.792,-3.598,-3.84
Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,8.973,0.854,5.254,4.365,0.899,-1.34,5.022,0.008,-0.591,7.542,0.964,4.237,2.138,-4.624,-8.763,4.496,-3.847,-0.587,5.673,2.153,-7.104,-2.992,3.564,0.607,-0.264,-0.756,6.928,-0.727,4.097,-1.62,-7.745,0.658,5.947,3.627,0.683,0.984,1.516,-2.718,-25.697,15.559,3.487,4.941,6.956,5.382,-0.256,2.064,11.489,2.299,2.844,6.455,0.701,-1.525,6.003,-0.453,4.694,3.269,2.094,3.095,-4.126,-0.11,-0.333,-5.73,6.146,-3.789,-3.6,-3.838
Edelweiss Flexi Cap Fund - Regular - IDCW Option,8.958,0.843,5.226,4.353,0.883,-1.361,5.004,-0.015,-0.604,7.509,0.88,4.141,2.047,-4.704,-8.955,4.392,-3.95,-0.682,5.565,2.043,-7.191,-3.105,3.422,0.467,-0.434,-0.902,6.766,-0.86,3.956,-1.747,-7.884,0.51,5.797,3.465,0.538,0.831,1.362,-2.845,-25.816,15.395,3.34,4.79,6.798,5.234,-0.399,1.914,11.335,1.893,2.703,6.307,0.547,-1.663,5.847,-0.9,4.552,3.122,1.947,2.944,-4.26,-0.574,-0.473,-5.856,5.993,-3.919,-3.734,-3.977
Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,6.392,0.898,4.954,3.865,0.597,-1.483,4.898,-0.829,-1.201,6.547,1.739,4.47,1.539,-4.422,-1.243,3.652,-2.951,-1.632,5.702,1.913,-7.207,-3.615,3.052,0.123,-0.89,-1.723,6.611,-0.79,4.19,-2.257,-6.797,-0.036,6.912,3.475,1.131,0.824,1.561,0.26,-23.584,12.995,1.434,3.86,6.479,4.24,-1.404,2.285,10.381,5.607,-1.869,5.126,-0.344,-0.432,6.274,3.559,3.93,3.118,2.334,1.222,-5.05,2.443,-1.818,-6.326,5.294,-3.127,-3.198,-3.99
Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Above 3 years
Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,0.506,0.546,0.515,0.549,0.553,0.495,0.527,0.507,0.522,0.557,0.516,0.61,0.544,0.579,0.632,0.634,0.585,0.57,0.652,0.617,0.629,0.603,0.529,0.658,0.592,0.622,0.567,0.58,0.536,0.488,0.5,0.453,0.451,0.429,0.413,0.6,0.461,0.447,0.299,0.251,0.287,0.282,0.284,0.265,0.274,0.263,0.264,0.3,0.286,0.29,0.291,0.299,0.304,0.256,0.266,0.302,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Dividend Plan- Upto 3 years
Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Above 3 years
Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,0.506,0.546,0.515,0.549,0.553,0.495,0.528,0.507,0.522,0.557,0.516,0.61,0.544,0.579,0.632,0.634,0.585,0.57,0.652,0.617,0.629,0.603,0.529,0.658,0.592,0.622,0.567,0.58,0.536,0.488,0.5,0.453,0.451,0.429,0.413,0.6,0.461,0.447,0.299,0.251,0.287,0.282,0.284,0.265,0.274,0.263,0.264,0.3,0.286,0.29,0.291,0.299,0.304,0.256,0.266,0.302,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years,Edelweiss Liquid Fund - Unclaimed Redemption Plan- Upto 3 years
Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,0.119,0.129,0.065,-0.102,0.23,-0.084,0.209,0.07,-1.109,-0.064,0.123,0.042,-0.043,-0.096,0.009,0.319,0.095,-0.029,0.176,-0.078,0.056,0.786,0.348,-0.031,0.186,0.15,-0.17,0.285,-0.079,-0.018,0.064,0.181,-2.488,0.586,0.431,0.112,0.154,0.21,0.453,0.483,0.22,0.33,0.22,0.35,0.462,0.5,0.43,0.537,0.414,0.396,0.212,0.313,0.526,0.253,0.399,0.529,0.214,0.454,0.323,0.312
Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,0.154,0.061,0.071,0.006,-0.162,0.168,-0.148,0.144,0.01,-1.189,-0.126,0.06,-0.02,-0.107,-0.161,-0.052,0.252,0.033,-0.092,0.107,-0.144,-0.023,0.731,0.278,-0.099,0.112,0.08,-0.239,0.207,-0.152,-0.096,-0.014,0.112,-2.675,0.525,0.375,0.051,0.095,0.152,0.395,0.427,0.164,0.269,0.161,0.296,0.403,0.441,0.37,0.475,0.354,0.335,0.154,0.252,0.467,0.194,0.341,0.475,0.155,0.399,0.263,0.252
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,1.469,-1.809,2.063,-1.752,1.372,1.624,-3.64,-2.441,2.816,-1.651,-1.212,4.023,1.001,-6.67,-2.577,1.447,-0.542,-1.734,-1.512,3.378,0.149,1.202,-2.553,-5.39,0.745,2.299,2.771,-0.458,-0.462,0.928,-2.361,-11.886,9.113,1.644,2.231,3.928,1.69,-0.104,0.156,6.518,4.128,0.606,2.364,-0.181,-0.817,3.155,1.152,1.402,3.095,0.292,1.123,-2.22,0.505,-0.912,-3.181,1.911,-1.917,-2.698,-3.22
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,0.326,-1.859,1.98,-1.849,1.272,1.488,-3.758,-2.524,2.721,-1.759,-1.355,3.884,0.852,-6.805,-2.688,1.251,-0.722,-1.921,-1.694,3.231,0.052,1.057,-2.7,-5.55,0.508,2.103,2.617,-0.705,-0.659,0.718,-2.536,-12.052,8.92,1.409,2.054,3.73,1.493,-0.283,-0.057,6.285,3.996,0.41,2.143,-0.35,-1.003,2.987,0.983,1.217,2.92,0.093,0.976,-2.439,0.33,-1.118,-3.346,1.714,-2.118,-2.908,-3.401
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,-47.743,0.016,-0.018,-0.014,-0.001,-0.054,0.326,0.274,-0.215,-0.017,0.001,-0.007,-0.057,0.043,-0.023,0.024,-0.008,-0.057,0.061,-0.022,0.02,-0.02,0.013,-0.005,0.023,-0.004,-0.018,0.008,0.001,-0.027,0.062,-0.057,0.004,-0.005,-0.001,0.006,-0.003,-0.002,-0.015,0.021,0.001,-0.032,0.029,-0.011,0.014,-0.009,0.004,0.001,-0.01,0.008,-0.006,0.011,-0.001,-0.028,0.037,-0.023,0.023,0.007
