scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
PGIM India Insta Cash Fund- Annual Dividend Option,0.558,0.503,-0.936,0.514,0.553,0.52,0.542,0.544,0.487,0.521,0.5,0.508,0.552,0.509,-6.491,0.548,0.579,0.619,0.624,0.6,0.587,0.64,0.618,0.644,0.618,0.554,0.648,0.582,0.635,0.577,0.475,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option,PGIM India Insta Cash Fund- Annual Dividend Option
PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,0.023,0.012,0.023,0.009,0.035,0.015,0.017,0.038,-0.008,0.02,0.008,0.003,0.042,-0.005,-0.025,-0.022,0.046,-0.068,0.043,-0.058,0.029,0.045,-0.073,0.065,0.073,-0.019,-0.07,0.026,-0.078,0.042,-0.014,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND
PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,0.058,0.365,0.219,-0.639,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,-0.001,0.001,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend
PGIM India Insta Cash Fund-Institutional Plan-Growth,0.359,0.324,0.366,0.33,0.354,0.333,0.317,0.309,0.275,0.294,0.281,0.288,0.318,0.314,0.434,0.348,0.366,0.416,0.417,0.392,0.384,0.432,0.418,0.615,0.62,0.556,0.648,0.582,0.636,0.579,0.475,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth,PGIM India Insta Cash Fund-Institutional Plan-Growth
PGIM India INSTA CASH FUND-Monthly Bonus Option,0.557,0.501,0.562,0.511,0.552,0.521,0.545,0.545,0.488,0.52,0.503,0.51,0.557,0.512,0.639,0.556,0.583,0.623,0.631,0.601,0.528,0.515,0.496,0.51,0.507,0.456,0.924,0.562,0.495,0.382,0.253,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option,PGIM India INSTA CASH FUND-Monthly Bonus Option
PGIM India Liquid Fund - Bonus Option,0.558,0.503,0.56,0.514,0.553,0.52,0.542,0.544,0.487,0.521,0.501,0.509,0.553,0.508,0.636,0.55,0.58,0.621,0.626,0.6,0.587,0.64,0.618,0.644,0.62,0.556,0.649,0.582,0.637,0.579,0.572,0.494,0.474,0.496,0.425,0.438,0.429,0.398,0.492,0.424,0.45,0.339,0.272,0.28,0.247,0.269,0.258,0.242,0.234,0.252,0.274,0.268,0.268,0.281,0.273,0.284,0.242,0.26,0.295,0.29,0.179,PGIM India Liquid Fund - Bonus Option,PGIM India Liquid Fund - Bonus Option,PGIM India Liquid Fund - Bonus Option,PGIM India Liquid Fund - Bonus Option,PGIM India Liquid Fund - Bonus Option
PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend,PGIM India Liquid Fund - Daily Dividend
PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,0.44,0.653,0.587,0.641,0.583,0.576,0.104,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,PGIM India Liquid Fund - Direct Plan - Daily Dividend,0.145,0.276,0.276,0.289,0.282,0.292,0.251,0.268,0.303,0.296,0.291,0.29,0.321,0.297,0.32,0.153
PGIM India Liquid Fund - Direct Plan - Growth,0.562,0.506,0.564,0.518,0.558,0.524,0.546,0.548,0.492,0.526,0.505,0.513,0.557,0.513,0.643,0.554,0.584,0.625,0.631,0.605,0.591,0.645,0.622,0.649,0.624,0.56,0.654,0.587,0.642,0.583,0.576,0.494,0.479,0.506,0.438,0.455,0.446,0.413,0.509,0.441,0.467,0.356,0.283,0.292,0.258,0.281,0.27,0.255,0.247,0.263,0.286,0.276,0.276,0.289,0.282,0.292,0.25,0.269,0.303,0.296,0.291,0.29,0.321,0.298,0.321,0.401
PGIM India Liquid Fund - Direct Plan - Monthly Dividend,0.041,-0.014,0.043,PGIM India Liquid Fund - Direct Plan - Monthly Dividend,0.038,0.525,0.027,0.029,0.492,0.007,-0.014,-0.005,0.039,-0.006,0.124,0.037,0.067,0.108,0.115,0.089,0.076,0.13,0.108,0.135,0.111,0.047,0.141,0.075,0.13,0.073,0.066,-0.016,-0.032,0.06,-0.007,0.01,0.002,-0.031,0.064,-0.003,0.023,-0.088,-0.134,-0.043,-0.077,0.011,PGIM India Liquid Fund - Direct Plan - Monthly Dividend,-0.015,-0.023,-0.006,0.016,0.007,0.007,0.02,0.011,0.021,-0.021,-0.003,0.032,0.025,0.048,0.049,0.08,0.057,0.08,0.16
PGIM India Liquid Fund - Direct Plan - Weekly Dividend,0.046,0.018,0.031,0.015,0.055,0.022,0.033,0.069,-0.015,0.036,0.016,0.003,0.072,-0.016,-0.046,-0.029,0.067,-0.102,0.063,-0.085,0.043,0.065,-0.107,0.071,0.049,-0.003,-0.08,0.035,-0.073,0.039,0.076,-0.102,0.049,0.033,-0.086,0.049,-0.063,0.019,0.075,-0.095,0.017,0.027,-0.048,0.028,0.024,-0.036,0.001,0.053,-0.05,-0.004,-0.016,PGIM India Liquid Fund - Direct Plan - Weekly Dividend,0.029,0.025,-0.043,0.027,0.01,-0.027,0.016,-0.036,0.029,PGIM India Liquid Fund - Direct Plan - Weekly Dividend,-0.029,0.011,0.043,0.034
PGIM India Liquid Fund - Growth,0.557,0.503,0.56,0.514,0.553,0.52,0.542,0.544,0.487,0.521,0.501,0.509,0.553,0.508,0.636,0.55,0.58,0.621,0.626,0.6,0.587,0.64,0.618,0.644,0.62,0.556,0.649,0.582,0.637,0.579,0.572,0.494,0.474,0.496,0.425,0.438,0.429,0.398,0.492,0.424,0.45,0.339,0.272,0.28,0.247,0.269,0.258,0.242,0.234,0.252,0.274,0.268,0.268,0.281,0.273,0.284,0.242,0.26,0.295,0.287,0.281,0.282,0.311,0.288,0.311,0.391
PGIM India Liquid Fund - Monthly Dividend,0.081,0.027,0.084,0.039,0.078,0.52,0.068,0.07,0.487,0.048,0.028,0.037,0.081,0.036,0.163,0.079,0.11,0.151,0.157,0.132,0.119,0.172,0.152,0.179,0.155,0.092,0.185,0.119,0.174,0.117,0.11,0.034,0.014,0.063,-0.007,0.006,-0.003,-0.035,0.059,-0.008,0.018,-0.093,-0.115,-0.043,-0.076,0.011,PGIM India Liquid Fund - Monthly Dividend,-0.017,-0.025,-0.007,0.015,0.01,0.009,0.022,0.011,0.021,-0.02,-0.003,0.032,0.024,0.039,0.042,0.072,0.049,0.071,0.152
PGIM India Liquid Fund - Weekly Dividend,0.045,0.018,0.031,0.015,0.054,0.022,0.033,0.068,-0.015,0.036,0.016,0.003,0.072,-0.016,-0.046,-0.029,0.066,-0.101,0.063,-0.085,0.043,0.064,-0.106,0.07,0.049,-0.003,-0.08,0.035,-0.072,0.039,0.075,-0.1,0.047,0.032,-0.085,0.048,-0.06,0.018,0.074,-0.093,0.016,0.026,-0.046,0.027,0.023,-0.035,PGIM India Liquid Fund - Weekly Dividend,0.051,-0.048,-0.004,-0.015,PGIM India Liquid Fund - Weekly Dividend,0.028,0.024,-0.042,0.026,0.01,-0.026,0.016,-0.035,0.028,PGIM India Liquid Fund - Weekly Dividend,-0.028,0.011,0.042,0.034
PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,PGIM India Liquid Fund-DIVIDEND-Daily Dividend
