scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
Tata Young Citizens' Fund -Regular Plan-Growth Option,3.815,1.214,2.708,2.348,0.506,0.412,2.171,1.824,-0.031,2.116,-0.584,2.628,-0.248,-2.711,-0.852,2.703,-2.067,-1.869,4.669,0.796,-10.492,-2.384,4.233,0.855,-2.441,0.075,5.564,-0.886,0.491,-0.278,-6.344,0.522,6.855,3.453,-0.069,-0.122,0.996,-3.049,-22.312,16.462,5.65,5.787,4.63,3.215,1.424,1.771,11.134,6.377,1.111,5.36,1.564,-0.619,5.891,3.617,1.902,5.901,1.561,3.204,-3.853,2.601,-2.443,-6.273,7.034,-2.913,-3.537,-4.69
Tata Young Citizens' Fund-Direct Plan-Growth Option,3.911,1.302,2.803,2.426,0.597,0.501,2.262,1.922,0.055,2.204,-0.495,2.724,-0.154,-2.656,-0.766,2.792,-1.976,-1.788,4.761,0.884,-10.415,-2.286,4.353,0.965,-2.328,0.182,5.666,-0.842,0.534,-0.233,-6.299,0.567,6.903,3.503,-0.025,-0.079,1.047,-3.011,-22.276,16.522,5.729,5.864,4.705,3.291,1.492,1.853,11.217,6.456,1.186,5.431,1.635,-0.574,5.941,3.666,1.947,5.951,1.612,3.256,-3.809,2.659,-2.397,-6.233,7.07,-2.863,-3.473,-4.626
Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,3.911,1.302,2.803,2.426,0.597,0.501,2.262,1.922,0.055,2.204,-0.495,2.724,-0.154,-2.656,-0.766,2.792,-0.527,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth
Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,3.911,1.302,2.803,2.426,0.597,0.501,2.262,1.922,0.055,2.204,-0.495,2.724,-0.154,-2.656,-0.766,2.792,-0.527,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth
Tata Nifty 50 Index Fund -Direct Plan,6.512,2.683,2.632,0.687,3.355,-0.692,5.383,-1.366,-1.91,5.983,-3.067,3.065,5.457,-4.948,-3.083,5.158,0.004,0.417,6.644,3.081,-4.859,-5.563,4.797,0.252,-0.043,-0.204,7.377,0.605,1.824,-1.608,-7.123,0.608,5.136,4.812,1.395,1.083,-1.815,-4.145,-25.426,18.69,5.748,6.144,6.324,5.338,-0.391,2.134,12.234,6.912,1.885,3.443,0.708,-1.543,6.538,0.881,0.678,7.495,2.682,2.404,-4.191,1.084,-0.266,-4.297,6.359,-3.163,-2.814,-4.49
Tata Nifty 50 Index Fund -Regular Plan,6.458,2.634,2.58,0.638,3.302,-0.733,5.36,-1.39,-1.931,5.961,-3.084,3.042,5.435,-4.951,-3.107,5.13,-0.024,0.39,6.613,3.051,-4.884,-5.586,4.764,0.224,-0.072,-0.234,7.358,0.582,1.8,-1.633,-7.158,0.571,5.1,4.773,1.362,1.051,-1.847,-4.172,-25.372,18.592,5.675,6.041,6.227,5.261,-0.447,2.097,12.188,6.87,1.843,3.406,0.671,-1.572,6.507,0.851,0.649,7.462,2.651,2.372,-4.219,1.054,-0.294,-4.322,6.327,-3.189,-2.842,-4.518
Tata S&P BSE Sensex Index Fund - Direct Plan,5.736,3.028,2.261,-0.001,4.154,-0.336,4.496,-2.071,-1.895,6.697,-2.293,2.984,6.069,-5.104,-3.066,5.665,0.394,0.827,6.465,3.005,-4.536,-5.466,5.135,0.057,0.609,-1.041,7.743,0.356,1.967,-1.178,-6.333,1.065,4.642,4.894,1.532,1.185,-1.405,-3.874,-25.032,18.552,4.964,6.253,6.561,5.268,-0.42,2.535,12.076,7.045,1.514,2.596,0.335,-2.578,6.638,0.892,0.572,8.188,2.45,2.429,-4.068,0.931,-0.517,-4.311,6.795,-3.673,-2.359,-4.335
Tata S&P BSE Sensex Index Fund -Regular Plan,3.876,2.132,2.305,0.333,4.023,-0.588,4.278,-2.584,-1.91,5.425,-1.381,3.712,6.226,-4.715,-2.485,5.075,0.64,-0.3,6.678,3.105,-4.569,-5.482,5.101,0.028,0.578,-1.071,7.727,0.331,1.944,-1.204,-6.363,1.031,4.609,4.868,1.502,1.155,-1.434,-3.896,-25.045,18.239,4.934,6.117,6.454,5.188,-0.52,2.455,11.957,6.951,1.424,2.507,0.241,-2.604,6.612,0.865,0.546,8.16,2.422,2.402,-4.091,0.907,-0.541,-4.332,6.77,-3.695,-2.384,-4.361
Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly,Tata Liquid High Investment Plan - Monthly
Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,Tata Flexi Cap Fund -Regular Plan-Growth,-1.557,-0.874,3.618,0.94,-3.544,0.224,6.183,-0.447,1.449,0.02,-6.446,0.992,8.741,4.356,0.104,0.098,0.967,-3.125,-21.409,15.157,3.986,3.903,4.904,3.761,2.843,0.021,8.717,6.836,0.177,3.69,0.853,-1.06,5.86,2.215,2.275,5.151,3.197,1.665,-2.588,1.497,-3.021,-6.067,5.378,-1.807,-2.686,-4.589
TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,-1.473,-0.724,3.746,1.056,-3.421,0.381,6.683,-0.317,1.572,0.144,-6.307,1.16,8.888,4.516,0.23,0.241,1.11,-3.008,-21.233,15.303,4.144,4.073,5.074,3.916,2.958,0.127,8.935,7.007,0.293,3.798,0.962,-0.949,5.979,2.324,2.39,5.272,3.315,1.787,-2.477,1.614,-2.912,-5.971,5.493,-1.702,-2.573,-4.48
TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,-1.557,-0.874,3.618,0.94,-3.544,0.224,6.183,-0.447,1.449,0.02,-6.446,0.992,8.741,4.356,0.104,0.098,0.967,-3.125,-21.409,15.157,3.986,3.903,4.904,3.761,2.843,0.021,8.717,6.836,0.177,3.69,0.853,-1.06,5.86,2.215,2.275,5.151,3.197,1.665,-2.588,1.497,-3.021,-6.067,5.378,-1.807,-2.686,-4.589
Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Flexi Cap Fund-Direct Plan-Growth,-1.462,-0.976,3.265,0.854,-3.934,-0.65,6.596,-0.126,2.202,-0.442,-5.381,0.438,9.575,4.607,0.579,0.275,1.217,-0.466,-18.983,13.098,2.226,3.778,4.879,2.89,2.358,0.552,8.272,6.443,-3.101,2.253,0.287,0.414,6.181,2.176,2.462,5.312,3.287,0.228,-3.104,0.73,-4.006,-6.872,4.32,-0.843,-2.784,-4.606
TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,0.481,2.988,-3.473,0.398,7.078,-1.587,2.147,-1.659,-8.547,1.449,5.187,3.486,2.024,0.043,7.045,-4.96,-25.701,9.828,5.031,9.44,4.354,8.131,3.339,-1.216,15.273,4.921,0.771,12.014,5.341,2.543,10.178,7.571,8.089,-1.979,3.356,2.597,-0.292,3.672,-2.703,-8.33,3.872,3.166,-3.0,-3.656
TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,0.366,2.793,-3.68,0.201,6.85,-1.738,2.009,-1.797,-8.696,1.291,5.034,3.319,1.911,-0.109,6.879,-5.102,-25.847,9.681,4.904,9.286,4.204,7.978,3.213,-1.33,15.041,4.767,0.623,11.868,5.179,2.404,10.024,7.415,7.935,-2.125,3.206,2.441,-0.439,3.51,-2.854,-8.461,3.707,3.023,-3.145,-3.798
Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,Tata Small Cap Fund-Direct Plan-Growth,0.481,2.988,-3.473,0.398,7.078,-1.587,2.147,-1.659,-8.547,1.449,5.187,3.486,2.024,0.043,7.045,-4.96,-25.701,9.828,5.031,9.44,4.354,8.131,3.339,-1.216,15.273,4.921,0.771,12.014,5.341,2.543,10.178,7.571,8.089,-1.979,3.356,2.597,-0.292,3.672,-2.703,-8.33,3.872,3.166,-3.0,-3.656
