scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,0.648,0.425,0.604,0.442,0.595,0.654,0.687,0.646,0.442,0.508,0.461,0.372,0.452,0.51,0.858,0.195,0.332,0.79,0.694,0.578,0.334,0.655,0.785,0.929,0.596,0.679,1.029,0.271,0.971,-0.536,1.023,0.802,0.496,0.953,0.536,0.371,0.633,0.615,0.985,0.226,1.197,1.059,0.647,0.335,0.294,0.705,0.548,0.318,0.037,0.281,0.598,0.434,0.365,0.298,0.492,0.42,0.168,0.228,0.335,0.287,0.333,0.407,0.059,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option
BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,0.095,-0.065,-0.547,0.818,0.055,-0.049,-0.552,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,0.124,0.403,0.055,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,0.034,-0.045,-0.042,-0.132,-0.082,0.016,0.073,-0.056,-0.045,-0.001,-0.101,0.038,-0.105,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,0.33,-0.014,-0.099,0.047,0.038,-0.141,0.107,-0.186,0.027,0.06,-0.233,0.105,0.185,-0.238,0.056,-0.547,0.596,0.17,-0.046,-0.036,-0.142,-0.142,-0.123,-0.127,0.796,-1.13,0.401,0.511,-0.223,0.043,-0.43,0.003,0.118,-0.128,-0.255,0.052,0.113,0.08,-0.013,-0.099,0.069,0.066,-0.144,0.005,0.053,-0.054,-0.028,-0.018,0.021,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option
BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.003,0.003,0.05,-0.035,-0.034,0.034,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.113,0.113,0.038,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.599,0.603,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.028,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.343,0.206,0.648,-0.597,0.08,-0.094,-0.008,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.114,0.114,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.009,0.009,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,-0.023,0.023,0.031,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION
BNP PARIBAS LOW DURATION FUND GROWTH OPTION,0.582,0.362,0.535,0.408,0.553,0.613,0.641,0.595,0.398,0.461,0.413,0.326,0.4,0.464,0.808,0.155,0.282,0.742,0.636,0.513,0.274,0.585,0.724,0.87,0.532,0.617,0.961,0.209,0.907,-0.599,0.949,0.734,0.431,0.883,0.473,0.307,0.565,0.561,0.919,0.164,1.129,0.988,0.575,0.27,0.228,0.644,0.487,0.255,-0.029,0.222,0.53,0.374,0.296,0.233,0.431,0.356,0.104,0.153,0.262,0.215,0.263,0.339,0.03,BNP PARIBAS LOW DURATION FUND GROWTH OPTION,BNP PARIBAS LOW DURATION FUND GROWTH OPTION,BNP PARIBAS LOW DURATION FUND GROWTH OPTION
BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,0.075,-0.059,0.066,-0.317,0.07,-0.055,0.096,-0.045,-0.116,-0.016,0.414,0.036,0.017,-0.002,0.209,-0.404,-0.09,0.046,0.033,-0.132,0.107,-0.071,-0.084,0.085,-0.256,0.105,0.286,-0.345,-0.046,-0.6,0.859,0.066,-0.049,-0.021,-0.146,-0.119,-0.137,-0.127,0.922,0.163,1.129,0.986,0.576,-0.114,-0.157,0.644,0.103,-0.128,-0.411,-0.163,0.144,-0.011,-0.089,-0.152,0.046,-0.029,-0.28,-0.233,-0.124,-0.172,-0.125,0.339,0.03,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION
BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,0.033,-0.046,-0.035,-0.129,-0.076,0.015,0.07,-0.049,-0.045,-0.003,-0.091,0.037,-0.098,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,0.315,-0.026,-0.079,0.047,0.034,-0.132,0.106,-0.179,0.025,0.058,-0.227,0.104,0.181,-0.238,0.054,-0.599,0.614,0.21,-0.047,-0.027,-0.142,-0.146,-0.113,-0.121,0.754,-1.088,0.413,0.508,-0.215,0.029,-0.408,0.002,0.12,-0.121,-0.262,0.053,0.108,0.077,-0.014,-0.088,0.066,0.061,-0.147,0.01,0.051,-0.042,-0.03,-0.017,0.029,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION
BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.003,0.003,0.052,-0.027,-0.032,0.032,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.111,0.112,0.04,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.564,0.567,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.008,0.002,-0.002,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.025,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.338,0.162,0.169,0.014,0.08,-0.199,-0.005,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.086,0.086,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),-0.021,0.021,0.037,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment)
BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,0.592,0.362,0.516,0.426,0.575,0.634,0.665,0.621,0.422,0.486,0.437,0.35,0.427,0.488,0.834,0.176,0.308,0.766,0.662,0.539,0.298,0.611,0.745,0.891,0.556,0.643,1.0,0.245,0.945,-0.563,0.989,0.77,0.466,0.922,0.508,0.344,1.098,0.592,0.956,0.197,1.163,1.023,0.611,0.305,0.264,0.678,0.522,0.291,0.009,0.255,0.566,0.404,0.33,0.269,0.466,0.392,0.14,0.196,0.304,0.257,0.303,0.377,0.045,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option
BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,0.076,-0.063,0.063,-0.314,0.068,-0.06,0.101,-0.052,-0.114,-0.015,0.437,0.038,0.006,0.007,0.208,-0.408,-0.094,0.047,0.036,-0.137,0.106,-0.071,-0.087,0.085,-0.258,0.106,0.287,-0.341,-0.061,-0.564,0.833,0.058,-0.049,-0.028,-0.145,-0.144,-0.12,-0.125,0.956,0.197,1.163,1.022,0.611,-0.079,-0.121,0.677,0.139,-0.092,-0.373,-0.129,0.181,0.02,-0.053,-0.116,0.083,0.008,-0.244,-0.189,-0.082,-0.129,-0.082,0.376,0.045,BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option
BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,0.034,-0.051,-0.034,-0.129,-0.079,0.016,0.071,-0.052,-0.045,-0.002,-0.096,0.038,-0.102,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,0.323,-0.019,-0.089,0.047,0.037,-0.138,0.106,-0.183,0.026,0.059,-0.23,0.105,0.183,-0.239,0.055,-0.564,0.573,0.211,-0.047,-0.032,-0.142,-0.144,-0.12,-0.125,0.782,-1.115,0.404,0.51,-0.22,0.039,-0.422,0.002,0.121,-0.126,-0.258,0.053,0.11,0.079,-0.013,-0.094,0.068,0.063,-0.145,0.01,0.05,-0.049,-0.029,-0.018,0.025,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option
BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,0.153,-0.291,0.232,-0.226,0.142,-0.092,0.176,-0.169,-0.007,-0.009,1.134,-0.003,-0.14,0.108,0.088,-0.531,0.165,0.16,-0.001,-0.019,-1.429,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,0.281,-0.328,0.363,0.038,-0.108,0.052,-1.956,1.515,1.014,-0.37,0.46,-0.011,-0.426,0.072,0.166,-0.308,-0.336,0.418,0.528,-0.344,-0.099,-0.365,0.173,-0.042,-0.192,-0.576,-0.142,0.694,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,-0.028,-0.328,0.35,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,-0.048,0.044,0.004,-0.023,-0.132,0.132,0.075,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option
BNP Paribas Short Term Fund - Direct Plan - Growth Option,0.68,-0.17,0.65,0.328,0.849,0.784,0.832,0.591,0.264,0.375,0.286,0.134,0.255,0.429,1.222,-0.23,0.173,0.766,0.91,0.457,0.056,0.626,1.023,1.019,0.394,0.79,1.403,-0.108,1.352,-1.955,1.515,1.155,0.227,1.251,0.77,0.263,0.941,1.159,-0.151,0.506,1.859,1.677,0.987,0.365,0.284,1.319,0.77,0.356,-0.356,-0.149,0.809,0.547,0.468,0.028,0.816,0.605,0.126,0.207,0.409,0.212,0.08,0.699,0.072,BNP Paribas Short Term Fund - Direct Plan - Growth Option,BNP Paribas Short Term Fund - Direct Plan - Growth Option,BNP Paribas Short Term Fund - Direct Plan - Growth Option
BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,0.161,-0.397,0.399,-0.486,0.256,-0.213,0.221,-0.256,-0.081,-0.15,0.269,0.127,-0.292,0.182,0.448,-0.61,-0.123,0.029,0.13,-0.24,0.055,0.004,-0.061,-0.115,-0.249,0.281,0.114,-0.17,-0.009,-1.956,1.515,1.027,-0.398,0.418,-0.014,-0.356,-0.037,0.116,-0.151,0.505,1.859,1.676,0.988,-0.205,-0.284,1.318,0.207,-0.206,-0.916,-0.717,0.233,-0.023,-0.101,-0.542,0.243,0.012,-0.445,-0.367,-0.167,-0.364,-0.499,0.117,0.073,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option
BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,0.676,-0.171,-0.362,0.326,0.845,-1.458,0.829,0.585,-1.811,0.368,0.269,-0.8,0.246,0.421,-0.119,-0.236,0.166,-0.756,0.908,0.456,-1.445,0.626,1.022,-1.367,0.392,0.789,-1.126,-0.107,1.352,-1.956,1.515,1.155,-2.116,1.251,0.769,-2.039,0.942,1.159,-0.917,0.506,1.859,1.677,0.986,0.365,-1.473,1.318,0.77,-1.388,-0.356,-0.149,-0.976,0.548,0.468,-0.531,0.815,0.606,-1.622,0.206,0.41,-1.559,0.08,0.699,0.072,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,BNP Paribas Short Term Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option
