scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
HSBC Short Duration Fund - Growth,0.555,-0.153,0.499,0.217,0.721,0.672,0.894,0.654,0.149,0.297,0.182,-0.036,HSBC Short Duration Fund - Growth,0.27,1.118,-0.413,-0.008,0.536,0.799,0.398,0.035,0.594,0.992,0.79,0.357,0.628,1.328,-0.17,0.944,-8.07,1.262,0.783,0.208,1.245,0.618,-0.23,0.627,0.705,0.441,0.121,-7.959,1.237,8.981,0.076,-0.026,0.773,0.817,0.29,-0.547,-0.11,0.652,0.526,0.393,-0.067,0.605,0.637,-0.011,0.005,0.416,0.064,0.083,0.554,0.369,-0.256,-0.793,0.304
HSBC Short Duration Fund - Growth Direct,0.634,-0.08,0.579,0.276,0.787,0.748,0.965,0.726,0.221,0.371,0.258,0.037,0.081,0.343,1.189,-0.351,0.07,0.609,0.878,0.476,0.108,0.675,1.068,0.867,0.438,0.701,1.402,-0.097,1.02,-8.003,1.344,0.859,0.281,1.327,0.691,-0.152,0.705,0.77,0.517,0.191,-7.889,1.324,9.073,0.157,0.056,0.851,0.897,0.375,-0.459,-0.026,0.743,0.599,0.478,0.017,0.687,0.722,0.071,0.089,0.458,0.105,0.125,0.594,0.41,-0.221,-0.752,0.349
HSBC Short Duration Fund - Institutional-Weekly IDCW,-0.552,-0.514,0.032,-0.331,0.091,-0.009,0.227,0.145,-0.124,-0.195,-0.056,-0.1,-0.42,0.009,0.098,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW,HSBC Short Duration Fund - Institutional-Weekly IDCW
HSBC Short Duration Fund - Monthly IDCW,-0.067,-0.635,0.055,-0.351,0.221,0.025,0.321,0.062,-0.339,-0.211,-0.284,-0.036,-0.298,0.142,0.376,-0.628,-0.008,-0.109,0.185,-0.25,0.035,-0.105,0.385,0.161,-0.25,0.225,0.571,-0.356,-0.022,-8.07,1.262,0.783,0.208,1.246,0.618,-0.231,0.627,0.705,0.442,0.098,-7.959,1.238,8.98,0.076,-0.026,0.774,0.817,0.29,-0.546,-0.11,0.652,0.525,0.393,-0.068,0.605,0.637,-0.011,0.005,0.417,0.064,0.083,0.554,0.369,-0.256,-0.793,0.304
HSBC Short Duration Fund - Monthly IDCW Direct Plan ,-0.066,-0.648,0.575,0.282,0.8,0.749,0.97,0.736,0.221,0.373,0.259,0.037,0.08,0.339,1.189,-0.35,0.071,0.609,0.878,0.476,0.107,-0.338,0.1,-0.249,-0.248,0.216,1.402,-0.099,1.019,-8.003,1.342,0.858,0.279,1.325,0.688,-0.153,0.703,0.77,0.517,0.189,-7.891,1.32,9.069,0.153,0.06,0.848,0.907,0.374,-0.46,-0.043,0.685,0.595,0.491,0.048,0.719,0.703,0.112,0.124,0.466,0.103,0.125,0.596,0.415,-0.221,-0.75,0.346
HSBC Short Duration Fund - Quarterly IDCW,0.035,-0.153,0.498,0.218,0.721,0.672,0.895,0.655,-1.782,0.296,-2.311,-0.036,HSBC Short Duration Fund - Quarterly IDCW,0.269,0.133,HSBC Short Duration Fund - Quarterly IDCW,HSBC Short Duration Fund - Quarterly IDCW,HSBC Short Duration Fund - Quarterly IDCW,0.403,0.398,0.035,0.593,0.993,0.79,0.357,0.628,1.328,-0.171,0.945,-8.07,1.263,0.783,0.208,1.245,0.617,-0.23,0.628,0.705,0.442,0.12,-7.96,1.237,8.982,0.075,-0.025,0.773,0.817,0.291,-0.546,-0.111,0.653,0.527,0.393,-0.067,0.611,0.646,-0.002,0.013,0.423,0.071,0.091,0.56,0.372,-0.248,-0.787,0.307
HSBC Short Duration Fund - Weekly IDCW,-0.545,-0.319,0.203,-0.29,0.099,-0.14,0.185,0.08,-0.134,-0.171,-0.037,-0.056,-0.162,0.078,0.194,-0.813,-0.008,0.402,0.018,-0.075,0.034,-0.021,0.184,-0.223,-0.323,0.308,0.192,-0.606,0.212,-8.07,1.263,0.783,0.208,1.245,0.618,-0.23,0.627,0.705,0.442,0.12,-7.958,1.237,8.98,0.076,-0.026,0.46,0.069,-0.012,-0.752,-0.11,0.652,0.028,-0.203,-0.274,0.346,-0.011,-0.196,0.005,0.115,-0.07,-0.088,0.162,0.095,-0.365,-0.793,0.304
HSBC Short Duration Fund - Weekly IDCW Direct Plan,0.034,-0.264,0.384,-0.291,0.091,-0.137,0.187,0.074,-0.116,-0.201,-0.02,-0.024,-0.206,0.093,0.157,-0.787,0.071,0.275,0.004,-0.068,0.108,-0.108,0.188,-0.223,-0.331,0.308,0.193,-0.551,0.143,-8.004,1.345,0.858,0.281,1.326,0.691,-0.152,0.705,0.771,0.518,0.191,-7.892,1.317,8.514,0.004,-0.071,-0.044,0.071,-0.022,-0.689,-0.037,0.688,-0.155,-0.199,-0.254,0.311,-0.024,-0.171,0.044,0.055,-0.051,-0.104,0.155,0.089,-0.343,-0.756,0.341
HSBC Debt Fund - Growth,0.051,-2.059,1.151,-0.23,1.294,1.09,1.225,0.167,-0.525,-0.673,-0.187,-0.745,-1.356,-0.348,2.233,-1.687,-0.075,0.163,1.332,-0.504,0.582,1.324,1.567,1.32,-0.011,0.884,1.568,-0.54,2.535,0.928,2.55,0.309,-0.265,0.53,0.432,0.048,0.184,1.448,0.375,1.328,1.323,1.084,0.449,-0.529,0.004,1.547,0.475,0.78,-1.274,-1.389,0.752,0.491,0.405,-0.119,0.322,1.098,0.352,-0.26,0.756,-0.338,-0.809,0.698,0.33,-1.195,-1.125,0.428
HSBC Debt Fund - Growth Direct,0.113,-2.003,1.213,-0.178,1.356,1.151,1.284,0.23,-0.467,-0.613,-0.128,-0.687,-1.293,-0.291,2.289,-1.639,-0.013,0.22,1.394,-0.442,0.64,1.389,1.627,1.38,0.052,0.942,1.626,-0.483,2.596,0.99,2.622,0.375,-0.202,0.601,0.496,0.116,0.253,1.506,0.443,1.39,1.388,1.154,0.518,-0.463,0.073,1.612,0.542,0.851,-1.205,-1.325,0.821,0.548,0.471,-0.05,0.389,1.168,0.42,-0.189,0.824,-0.27,-0.743,0.76,0.396,-1.137,-1.056,0.498
HSBC Debt Fund - Quarterly IDCW,0.051,-2.06,-0.656,-0.23,1.293,-0.705,1.224,0.165,-2.317,-0.673,-0.187,-2.591,-1.357,-0.347,2.232,-1.687,-0.075,0.163,1.332,-0.504,0.582,1.324,1.567,-0.501,-0.011,0.883,-0.261,-0.539,2.535,-0.858,2.55,0.31,-2.019,0.53,0.433,-1.72,0.185,1.447,-1.321,1.327,1.324,-0.397,0.45,-0.529,-1.481,1.547,0.476,-0.696,-1.275,-1.388,-0.771,0.491,0.404,-1.634,0.322,1.098,-1.164,-0.259,0.755,-1.865,-0.81,0.697,-1.234,-1.195,-1.124,0.428
HSBC Flexi Debt Fund - Fortnightly IDCW,-1.433,-1.984,1.214,-0.176,1.234,-0.438,0.648,0.24,-0.515,-0.518,-0.202,-0.686,-1.195,-0.316,2.095,-1.518,-0.172,0.276,1.121,-0.181,0.461,0.604,0.15,-0.407,-0.229,0.462,0.001,-0.592,0.621,-0.679,0.017,-0.061,-0.241,0.331,-0.334,-0.052,0.052,-0.282,-0.044,0.327,-0.354,0.398,-0.39,-0.561,0.008,0.508,0.257,0.015,-0.909,-0.858,0.544,0.435,0.028,-0.388,0.073,0.465,-0.211,-0.154,0.2,-0.398,-0.552,0.743,0.31,-0.884,-1.061,0.346
HSBC Flexi Debt Fund - Growth Direct,0.145,-1.927,1.276,-0.124,1.383,1.143,1.285,0.362,-0.364,-0.459,-0.149,-0.629,-1.131,-0.259,2.152,-1.468,-0.111,0.334,1.183,-0.118,0.519,1.062,1.441,1.14,0.078,0.785,1.87,-0.535,2.515,0.857,2.546,0.545,-0.181,0.756,0.579,0.012,0.38,1.541,0.39,0.766,1.445,1.538,0.57,-0.499,0.072,1.569,0.455,0.656,-0.842,-0.799,0.608,0.49,0.41,0.008,0.136,0.875,0.341,-0.087,0.758,-0.278,-0.49,0.802,0.373,-0.83,-0.997,0.411
HSBC Flexi Debt Fund - Half-yearly IDCW,0.083,-1.984,-2.904,-0.175,1.321,1.083,1.225,0.298,-4.523,-0.518,-0.209,-0.686,-1.194,-0.317,-1.435,-1.517,-0.172,0.276,1.122,-0.181,0.462,0.997,1.381,1.08,0.015,0.727,-1.618,-0.592,2.454,0.798,2.479,0.484,-3.931,0.69,0.519,-0.051,0.316,1.486,-3.019,0.709,1.385,1.473,0.506,-0.56,-2.863,1.508,0.392,0.587,-0.908,-0.859,-2.38,0.436,0.347,-0.057,0.074,0.809,-2.654,-0.154,0.693,-0.343,-0.552,0.743,-2.702,-0.883,-1.061,0.345
HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,0.144,-1.927,-3.045,-0.124,1.383,1.144,1.286,0.361,-4.656,-0.459,-0.15,-0.629,-1.131,-0.259,-1.569,-1.468,-0.111,0.333,1.183,-0.118,0.519,1.062,1.441,1.139,0.078,0.786,-2.145,-0.603,1.585,0.856,2.547,0.545,-0.181,0.755,0.577,0.01,-0.034,1.36,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,0.448,1.292,1.364,0.391,-0.519,-0.174,1.48,0.386,0.257,-0.427,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,-0.845,-1.001,0.407
HSBC Flexi Debt Fund - Monthly IDCW,0.084,-1.983,1.216,-0.174,1.32,0.908,0.629,0.298,-0.421,-0.516,-0.21,-0.687,-1.195,-0.316,2.095,-1.516,-0.173,0.276,1.121,-0.18,0.462,0.787,0.236,-0.969,0.014,0.575,0.176,-0.592,0.518,-0.776,0.648,-0.955,-0.241,0.619,-0.23,-0.052,-0.143,-0.332,0.326,0.019,-0.384,0.658,-0.454,-0.561,0.008,0.248,0.098,0.263,-0.909,-0.858,0.543,0.436,-0.128,-0.056,0.073,0.495,-0.413,-0.153,0.352,-0.342,-0.553,0.743,0.257,-0.883,-1.061,0.346
HSBC Flexi Debt Fund - Quarterly IDCW,0.083,-1.983,-0.917,-0.175,1.321,-0.614,1.225,0.298,-2.536,-0.518,-0.209,-0.687,-1.194,-0.316,2.094,-1.516,-0.172,0.275,1.121,-0.18,0.461,0.998,1.381,1.079,0.014,0.727,1.812,-0.592,2.454,0.798,2.479,0.484,-0.24,0.69,0.52,-0.052,0.316,1.486,0.327,0.708,1.384,1.472,0.506,-0.56,0.008,1.507,0.392,0.589,-0.909,-0.859,0.543,0.436,0.347,-0.057,0.074,0.81,0.276,-0.154,0.693,-0.343,-0.552,0.743,0.311,-0.884,-1.061,0.345
HSBC Flexi Debt Fund - Quarterly IDCW Direct Plan,0.145,-1.927,-0.776,-0.123,1.383,-0.923,1.285,0.362,-2.397,-0.459,-0.15,-2.721,-1.132,-0.259,-0.047,-1.469,-0.11,-1.871,1.184,-0.118,-1.287,1.064,1.447,-0.612,0.078,0.786,0.112,-0.535,2.513,-0.857,2.546,0.544,-1.858,0.754,0.578,-1.668,0.378,1.539,-1.218,0.766,1.444,0.042,0.569,-0.502,-1.416,1.565,0.452,-0.825,-0.845,-0.801,-0.903,0.487,0.408,-1.503,0.133,0.872,-1.171,-0.09,0.755,-1.799,-0.493,0.799,-1.176,-0.832,-1.0,-1.365
HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,0.05,-1.998,1.199,-0.189,1.301,1.063,1.21,0.282,-0.436,-0.536,-0.225,-0.704,-1.216,-0.331,2.08,-1.532,-0.191,0.259,1.1,-0.082,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW
HSBC Flexi Debt Fund - Regular Half-yearly IDCW,0.063,-2.001,1.194,-0.191,1.301,1.064,1.206,0.278,-0.44,-0.536,-0.228,-0.705,-1.214,-0.335,2.077,-1.532,-0.193,0.258,1.101,-0.201,0.443,0.976,1.36,1.06,-0.006,0.709,1.793,-0.612,2.433,0.778,2.458,0.465,-0.259,0.669,0.501,-0.072,0.296,1.47,0.309,0.69,1.364,1.451,0.485,-0.582,-0.013,1.487,0.372,0.567,-0.93,-0.878,0.523,0.418,0.326,-0.078,0.052,0.789,0.255,-0.176,0.672,-0.363,-0.572,0.724,0.289,-0.9,-1.082,0.324
HSBC Flexi Debt Fund - Regular Monthly IDCW,0.063,-2.003,1.193,-0.192,1.3,1.063,1.205,0.277,-0.44,-0.537,-0.229,-0.706,-1.215,-0.336,2.076,-1.533,-0.193,0.257,1.101,-0.201,0.442,0.976,1.361,1.06,-0.007,0.708,1.792,-0.611,2.434,0.779,2.459,0.464,-0.258,0.669,0.501,-0.071,0.296,1.47,0.308,0.691,1.365,1.452,0.485,-0.581,-0.012,1.489,0.372,0.568,-0.929,-0.877,0.523,0.418,0.327,-0.077,0.053,0.789,0.255,-0.175,0.672,-0.363,-0.572,0.724,0.29,-0.9,-1.082,0.325
HSBC Flexi Debt Fund - Regular Quarterly IDCW,0.062,-2.003,1.194,-0.192,1.3,1.063,1.205,0.276,-0.44,-0.538,-0.229,-0.705,-1.215,-0.335,2.076,-1.534,-0.192,0.256,1.1,-0.2,0.442,0.976,1.36,1.059,-0.007,0.708,1.793,-0.611,2.434,0.778,2.459,0.465,-0.259,0.67,0.501,-0.072,0.297,1.47,0.308,0.69,1.366,1.452,0.485,-0.58,-0.012,1.489,0.372,0.568,-0.929,-0.876,0.523,0.419,0.327,-0.077,0.053,0.789,0.256,-0.175,0.672,-0.363,-0.571,0.724,0.29,-0.9,-1.082,0.324
HSBC Flexi Debt Fund-Growth,0.083,-1.984,1.215,-0.17,1.321,1.083,1.225,0.298,-0.421,-0.517,-0.209,-0.686,-1.194,-0.316,2.095,-1.517,-0.172,0.276,1.121,-0.179,0.462,0.998,1.381,1.079,0.014,0.727,1.812,-0.592,2.454,0.798,2.48,0.484,-0.24,0.69,0.52,-0.051,0.316,1.486,0.326,0.709,1.384,1.473,0.506,-0.561,0.008,1.508,0.392,0.589,-0.909,-0.859,0.543,0.436,0.347,-0.057,0.074,0.81,0.276,-0.154,0.693,-0.342,-0.552,0.743,0.31,-0.883,-1.061,0.345
HSBC Flexi Debt Fund-Reg.Growth,0.062,-2.002,1.193,-0.192,1.3,1.063,1.205,0.276,-0.438,-0.538,-0.229,-0.705,-1.215,-0.335,2.076,-1.533,-0.193,0.257,1.1,-0.2,0.442,0.976,1.36,1.059,-0.007,0.708,1.792,-0.611,2.433,0.778,2.458,0.465,-0.259,0.67,0.501,-0.071,0.297,1.47,0.309,0.69,1.365,1.452,0.486,-0.58,-0.012,1.488,0.372,0.568,-0.929,-0.877,0.523,0.418,0.328,-0.077,0.053,0.789,0.255,-0.175,0.672,-0.363,-0.572,0.724,0.29,-0.9,-1.081,0.325
HSBC Regular Savings Fund - Growth,2.457,-0.852,1.821,0.601,1.312,0.802,1.352,-0.12,-0.739,0.964,0.415,0.673,-1.156,-1.322,0.686,-0.29,-0.828,-0.652,2.239,0.35,-2.104,0.428,1.567,1.075,-1.202,0.447,3.612,-0.945,2.334,0.128,-0.533,0.689,0.817,1.57,1.106,0.043,0.51,0.037,-5.743,4.682,2.105,2.498,1.621,1.071,-0.075,1.495,3.159,2.159,-0.027,-0.094,0.175,0.37,1.709,0.534,0.923,2.148,1.021,0.545,-0.511,0.526,-0.348,-0.852,1.365,-2.106,-1.875,-0.653
HSBC Regular Savings Fund - Monthly IDCW ,1.698,-1.594,1.064,-0.144,0.564,0.061,0.61,-0.861,-1.482,0.207,-0.336,-0.082,-1.904,-2.091,-0.101,-1.074,-1.622,-1.453,1.416,-0.453,-2.752,-0.248,0.894,0.412,-1.864,-0.229,2.933,-1.598,1.669,-0.525,-1.185,0.11,0.238,0.989,0.531,-0.528,-0.064,-0.533,-6.238,4.142,1.58,1.985,1.12,0.57,-0.572,1.0,2.664,1.678,-0.501,-0.569,-0.304,-0.108,1.23,0.062,0.45,1.675,0.561,0.089,-1.008,0.024,-0.85,-1.355,0.849,-2.61,-2.397,-1.227
HSBC Regular Savings Fund - Monthly IDCW Direct Plan,2.499,-0.809,1.872,0.012,1.354,0.841,1.393,-0.078,-1.303,0.407,-0.146,0.107,-1.705,-1.901,0.077,-0.884,-1.42,-1.252,1.626,-0.247,-2.772,-0.265,0.875,0.393,-1.882,-0.256,2.911,-1.588,1.694,-0.503,-1.152,0.188,0.315,1.076,0.609,-0.443,0.023,-0.461,-6.175,4.203,1.642,2.054,1.189,0.636,-0.504,1.064,2.735,1.754,-0.426,-0.505,-0.229,-0.051,1.301,0.137,0.521,1.751,0.636,0.169,-0.924,0.109,-0.769,-1.281,0.931,-2.542,-2.315,-1.146
HSBC Regular Savings Fund - Quarterly IDCW,2.456,-0.851,-0.429,0.601,1.312,-1.403,1.353,-0.12,-2.948,0.965,0.415,-1.57,-1.156,-1.323,-1.262,-0.29,-0.828,-0.652,2.238,0.35,-2.104,0.427,1.568,1.075,-1.202,0.447,3.612,-0.945,2.334,0.128,-0.533,0.688,0.817,1.57,1.106,0.043,0.51,0.037,-5.742,4.682,2.105,2.499,1.621,1.07,-0.075,1.495,3.159,2.159,-0.026,-0.094,0.175,0.371,1.709,0.534,0.923,2.148,1.021,0.545,-0.511,-0.794,-0.348,-0.852,1.364,-2.106,-1.876,-0.653
HSBC Regular Savings Fund - Quarterly IDCW Direct Plan,2.499,-0.808,-0.244,0.636,1.354,-1.227,1.393,-0.078,-2.768,1.019,0.461,-1.379,-1.103,-1.284,-1.104,-0.258,-0.787,-2.447,2.281,0.391,-4.275,0.47,1.608,-1.147,-1.162,0.48,1.716,-0.875,2.419,-1.648,-0.441,0.777,-0.969,1.667,1.193,-1.711,0.604,0.117,-7.166,4.769,2.192,1.047,1.713,1.159,-1.477,1.581,3.249,0.816,0.068,-0.009,-1.232,0.447,1.798,-0.85,1.012,2.241,-0.322,0.641,-0.421,-0.962,-0.26,-0.771,-0.166,-2.033,-1.788,-2.305
HSBC Regular Savings Fund-Growth Direct,2.499,-0.808,1.872,0.636,1.354,0.842,1.392,-0.077,-0.701,1.019,0.461,0.716,-1.103,-1.284,0.709,-0.258,-0.787,-0.614,2.281,0.391,-2.067,0.47,1.608,1.115,-1.161,0.48,3.652,-0.876,2.419,0.236,-0.391,0.825,0.949,1.717,1.242,0.19,0.666,0.17,-5.596,4.822,2.246,2.651,1.772,1.215,0.073,1.631,3.292,2.301,0.113,0.031,0.311,0.479,1.836,0.664,1.046,2.277,1.147,0.674,-0.389,0.65,-0.231,-0.751,1.469,-2.02,-1.771,-0.548
HSBC Dynamic Asset Allocation Fund - Dividend,5.952,1.848,2.642,0.774,2.266,0.8,5.346,-0.828,-2.427,4.146,-2.857,3.101,5.237,-4.794,-3.52,5.685,-0.956,0.092,5.586,3.252,-6.142,-5.042,4.872,-1.739,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend,HSBC Dynamic Asset Allocation Fund - Dividend
