scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,HSBC Overnight Fund - Daily IDCW Direct Plan,0.001,HSBC Overnight Fund - Daily IDCW Direct Plan
HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,HSBC Overnight Fund - Growth,0.14,0.435,0.456,0.406,0.399,0.395,0.387,0.386,0.383,0.359,0.288,0.233,0.23,0.233,0.245,0.242,0.246,0.252,0.218,0.247,0.251,0.221,0.253,0.212,0.255,0.254,0.261,0.25,0.251,0.261,0.261,0.271,0.283,0.243,0.266,0.265,0.329,0.353
HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,HSBC Overnight Fund - Growth - Direct,0.144,0.446,0.468,0.418,0.411,0.408,0.4,0.399,0.396,0.371,0.301,0.245,0.242,0.246,0.257,0.255,0.259,0.265,0.23,0.26,0.264,0.232,0.265,0.223,0.267,0.266,0.274,0.263,0.263,0.274,0.274,0.284,0.296,0.255,0.279,0.276,0.342,0.366
HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW,0.001,HSBC Overnight Fund - Daily IDCW,HSBC Overnight Fund - Daily IDCW
HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,0.197,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,0.039,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,0.026,0.01,-0.01,0.177,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan,0.028,0.013,-0.035,0.019,-0.023,0.006,HSBC Overnight Fund - Monthly IDCW Payout Direct Plan
HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,HSBC Overnight Fund - Monthly IDCW,0.041,-0.016,0.01,-0.013,-0.006,-0.021,-0.014,-0.056,0.018,-0.007,-0.001,-0.013,0.006,-0.004,-0.003,-0.005,-0.013,0.028,-0.025,0.018,-0.053,0.009,-0.009,-0.001,0.007,-0.022,0.025,-0.01,-0.015,0.013,-0.034,0.018,-0.021,0.017,-0.027
HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,0.069,HSBC Overnight Fund - Weekly IDCW,HSBC Overnight Fund - Weekly IDCW,0.053,-0.053,0.026,-0.001,-0.047,0.016,0.001,-0.04,0.017,0.014,-0.038,0.023,0.01,-0.027,0.019,0.006,-0.039,-0.019,0.018,-0.043,0.025,-0.034,0.018,0.026,-0.043,0.018,0.022,-0.008,-0.042,0.007,-0.04,0.027
HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,HSBC Debt Fund - Quarterly IDCW Direct Plan,-1.644,0.598,0.493,-1.74,0.249,1.503,-1.339,1.388,1.385,-0.413,0.514,-0.467,-1.496,1.608,0.538,-0.707,-1.209,-1.329,-0.785,0.545,0.467,-1.646,0.385,1.163,-1.173,-0.193,0.82,-1.875,-0.747,0.756,-1.245,-1.141,-1.061,-0.45
HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,0.053,-0.054,0.015,HSBC Overnight Fund - Weekly IDCW Direct Plan,HSBC Overnight Fund - Weekly IDCW Direct Plan,0.011,HSBC Overnight Fund - Weekly IDCW Direct Plan,-0.041,0.018,0.015,-0.04,0.024,0.011,-0.029,0.02,0.007,-0.041,-0.016,0.018,-0.045,0.026,-0.035,0.02,0.026,-0.045,0.018,0.023,-0.008,-0.045,0.004,-0.042,0.028
HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,HSBC Ultra Short Duration Fund - Growth,0.012,0.362,0.392,0.485,0.82,0.526,0.368,0.336,0.27,0.38,0.299,0.249,0.173,0.274,0.383,0.254,0.233,0.266,0.336,0.352,0.195,0.227,0.346,0.272,0.25,0.292,0.364,0.185,0.031,0.404
HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,HSBC Ultra Short Duration Fund - Growth - Direct,0.013,0.379,0.412,0.503,0.839,0.547,0.389,0.356,0.292,0.4,0.32,0.272,0.196,0.295,0.405,0.272,0.253,0.287,0.357,0.373,0.216,0.249,0.367,0.293,0.27,0.312,0.384,0.202,0.053,0.426
HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,0.028,0.052,0.099,0.431,0.153,0.341,0.186,0.174,0.38,0.299,0.249,0.078,HSBC Ultra Short Duration Fund Daily IDCW,0.051,0.077,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,HSBC Ultra Short Duration Fund Daily IDCW,-0.005,0.005,0.117,0.185,0.031,0.404
