scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment,-0.153,-0.031,0.066,-0.033,0.062,-0.013,-0.047,0.016,-0.022,-0.101,0.011,0.002,-0.07,0.019,0.127,-0.181,0.095,-0.027,-0.097,0.013,-5.98,0.635,0.604,-7.371,0.583,0.502,0.544,0.354,0.534,0.462,0.557,0.423,0.496,0.506,0.39,0.375,0.379,0.35,0.586,0.537,0.313,0.271,0.23,0.251,0.288,0.268,0.278,0.254,0.13,0.218,0.197,0.159,0.196,0.163,0.24,0.254,0.136,0.182,0.207,0.197,0.177,0.226,0.285,0.173,0.01,0.336
Motilal Oswal Ultra Short Term Fund Regular - IDCW Monthly Payout/Reinvestment,-0.043,-0.032,0.457,0.33,0.063,0.462,0.056,0.032,0.373,0.032,0.013,-0.097,0.027,0.02,0.645,-0.496,0.098,0.64,0.044,0.51,-5.98,0.635,0.604,-7.371,0.584,0.5,0.546,0.354,0.535,0.462,0.557,0.425,0.496,0.506,0.391,0.375,0.378,0.351,0.585,0.539,0.31,0.27,0.23,0.25,0.289,0.267,0.278,0.255,0.13,0.218,0.197,0.16,0.195,0.163,0.24,0.252,0.136,0.182,0.206,0.197,0.177,0.225,0.285,0.178,0.009,0.335
Motilal Oswal Ultra Short Term Fund Regular - IDCW Quarterly Payout/Reinvestment,0.405,0.425,0.456,0.349,0.464,0.463,0.502,0.46,0.371,0.43,0.428,-0.938,0.374,0.452,0.645,-1.17,0.356,0.641,0.536,0.509,-5.98,0.635,0.604,-7.372,0.584,0.501,0.545,0.356,0.535,0.463,0.556,0.424,0.495,0.506,0.39,0.375,0.379,0.351,0.585,0.538,0.31,0.27,0.23,0.25,0.289,0.267,0.278,0.255,0.13,0.219,0.197,0.157,0.196,0.163,0.239,0.252,0.136,0.181,0.207,0.196,0.176,0.226,0.285,0.167,0.009,0.336
Motilal Oswal Ultra Short Term Fund Regular - IDCW Weekly Reinvestment,-0.032,-0.027,0.067,0.031,0.061,-0.014,0.063,0.018,-0.023,0.03,0.012,-0.096,0.029,0.019,0.128,-0.257,0.094,-0.027,0.044,0.013,-5.981,0.629,0.604,-7.372,0.583,0.501,0.545,0.355,0.535,0.462,0.557,0.425,0.497,0.505,0.392,0.375,0.378,0.351,0.585,0.538,0.309,0.271,0.23,0.251,0.289,0.267,0.279,0.254,0.13,0.219,0.197,0.16,0.196,0.163,0.24,0.252,0.136,0.182,0.207,0.196,0.177,0.226,0.285,0.179,0.009,0.335
Motilal Oswal Dynamic Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,5.895,1.906,3.316,2.61,0.85,1.096,2.761,1.718,-1.028,1.069,-0.161,2.243,1.48,-1.42,0.498,1.733,-0.84,-0.577,2.164,-0.046,-3.866,-1.536,2.845,0.265,-1.5,0.828,3.419,0.017,1.814,0.533,-3.267,1.499,5.451,2.357,0.19,1.027,0.055,-0.503,-16.102,11.836,4.239,4.756,4.832,1.79,-0.17,0.391,4.606,2.417,0.155,1.475,0.584,-1.542,2.449,1.541,1.808,1.935,0.191,1.202,-1.596,0.118,0.692,-5.399,2.901,-0.968,-3.225,-2.757
Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,5.786,1.795,3.199,2.512,0.748,1.003,2.67,1.626,-1.105,-1.262,-0.248,2.151,1.391,-1.492,-0.86,1.665,-0.915,-0.652,2.078,-0.123,-3.935,-1.615,2.762,0.188,-1.582,0.754,0.71,-0.068,1.728,0.451,-3.348,1.42,5.371,2.249,0.096,0.926,-0.046,-0.587,-16.217,11.741,4.131,4.635,4.712,1.677,-0.285,0.298,4.509,2.317,0.056,1.384,-3.193,-1.649,2.349,1.438,1.708,1.831,0.089,1.097,-1.696,0.015,0.592,-5.487,-3.308,-1.076,-3.333,-2.86
Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option,5.786,1.795,3.199,2.512,0.748,1.003,2.67,1.626,-1.105,0.985,-0.248,2.151,1.392,-1.492,0.433,1.665,-0.915,-0.652,2.078,-0.123,-3.935,-1.615,2.761,0.188,-1.581,0.754,3.334,-0.068,1.728,0.452,-3.349,1.42,5.371,2.25,0.096,0.925,-0.046,-0.587,-16.217,11.742,4.13,4.635,4.711,1.677,-0.284,0.297,4.509,2.317,0.056,1.383,0.482,-1.649,2.349,1.437,1.708,1.83,0.089,1.097,-1.697,0.015,0.592,-5.486,2.789,-1.077,-3.333,-2.86
Motilal Oswal Dynamic Fund Direct - Annual IDCW Payout/Reinvestment,5.895,1.906,3.316,2.61,0.85,1.096,2.761,1.718,-1.028,-1.15,-0.16,2.242,1.479,-1.419,-0.517,1.733,-0.84,-0.577,2.164,-0.046,-3.866,-1.536,2.845,0.266,-1.501,0.829,1.142,0.015,1.814,0.533,-3.268,1.499,5.451,2.356,0.191,1.026,0.056,-0.503,-18.66,11.836,4.239,4.757,4.833,1.791,-0.169,0.392,4.606,2.418,0.156,1.476,-4.787,-1.541,2.451,1.542,1.809,1.936,0.192,1.204,-1.595,0.119,0.692,-5.398,-3.144,-0.967,-3.224,-2.755
Motilal Oswal Dynamic Fund Direct - Quarterly IDCW Payout/Reinvestment,5.895,1.906,3.316,2.61,0.364,1.096,2.762,1.717,-1.027,0.039,-0.16,2.242,0.896,-1.419,0.498,1.734,-0.841,-0.575,1.736,-0.046,-3.865,-2.186,2.846,0.266,-4.051,0.829,3.42,0.016,1.813,0.533,-4.935,1.499,5.45,1.114,0.19,1.027,-1.551,-0.503,-16.099,11.836,1.299,4.759,2.254,1.79,-0.17,-5.337,4.606,2.418,-1.536,1.476,0.585,-1.544,2.449,1.541,1.809,1.935,0.191,-1.904,-1.596,0.117,-2.556,-5.4,2.9,-0.968,-4.662,-2.757
Motilal Oswal Dynamic Fund Regular - Quarterly IDCW Payout/Reinvestment,5.786,1.795,3.199,2.512,0.016,1.004,2.668,1.625,-1.106,-0.061,-0.247,2.151,0.797,-1.492,0.434,1.665,-0.915,-0.652,1.64,-0.123,-3.935,-2.279,2.761,0.188,-4.196,0.755,3.334,-0.068,1.728,0.452,-3.348,1.42,5.371,2.249,0.096,0.925,-0.449,-0.588,-16.217,11.742,1.78,4.639,2.148,1.676,-0.284,-6.011,4.509,2.316,-1.647,1.384,0.483,-1.649,2.349,1.438,1.708,1.831,0.089,-2.061,-1.696,0.015,-2.724,-5.487,2.789,-1.076,-4.807,-2.861
Motilal Oswal Nasdaq 100 ETF (MOFN100),4.937,2.415,-0.766,1.292,3.185,-2.271,3.403,1.352,1.457,3.527,1.414,-0.581,8.056,1.062,-5.113,3.317,5.426,2.84,2.708,9.006,1.675,-6.863,-6.552,-8.643,10.938,2.363,1.577,7.351,-5.941,6.56,1.961,2.409,-0.73,4.4,5.533,3.433,4.75,-5.851,-3.19,14.933,9.446,6.287,4.527,8.772,-5.098,0.393,10.127,3.766,0.104,1.207,0.438,8.015,-3.268,Motilal Oswal Nasdaq 100 ETF (MOFN100),3.334,2.249,-4.063,8.688,2.2,0.852,-8.084,-4.12,6.02,-8.299,-0.047,-7.46
Motilal Oswal Nifty 50 ETF,6.373,2.578,2.563,0.59,3.252,-0.791,5.269,-1.38,-1.912,5.836,-3.154,2.952,5.46,-5.01,-3.177,5.14,-0.012,0.382,6.619,3.055,-4.877,-5.543,4.722,0.304,-0.114,-0.149,7.431,0.665,1.807,-1.639,-7.168,0.567,5.156,4.819,1.384,1.13,-1.779,-4.311,-25.898,19.354,5.782,6.158,6.338,5.377,-0.415,2.147,12.288,6.894,1.904,3.488,0.772,-1.543,6.569,0.906,0.69,7.464,2.692,2.388,-4.185,1.118,-0.254,-4.274,6.389,-3.117,-2.798,-4.512
Motilal Oswal Nifty Midcap 100 ETF,8.482,5.22,4.095,4.278,-3.208,0.557,3.457,-0.052,-2.198,8.01,0.059,7.097,-2.353,-5.63,-3.965,6.231,-6.747,-2.453,4.828,5.381,-12.748,0.417,0.985,1.474,-5.024,-0.151,7.884,-4.139,2.885,-2.374,-10.55,-0.5,2.544,7.304,2.083,0.233,5.037,-4.974,-30.747,17.631,5.98,7.743,4.789,8.791,1.282,-0.327,16.18,5.941,2.473,9.59,1.643,0.388,6.139,4.52,3.559,1.508,6.281,2.053,-3.267,1.607,-0.577,-7.555,6.769,-0.818,-4.691,-5.828
Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,10.144,3.265,5.018,3.946,1.398,-1.085,6.846,2.658,-2.538,2.42,-0.626,4.032,1.33,-3.762,-6.867,3.454,-3.022,-1.733,4.855,0.292,-8.532,-4.521,6.447,0.683,-3.092,0.005,2.074,-0.001,3.637,-1.132,-8.753,3.286,6.301,3.389,-1.111,1.907,0.566,-2.861,-31.403,16.23,5.207,6.852,7.325,3.756,0.081,1.009,11.066,6.087,0.994,3.547,-14.366,-3.026,5.172,2.618,3.015,3.361,0.329,-0.599,-4.102,1.647,-2.305,-6.863,-2.089,-1.922,-2.826,-4.065
Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,10.144,3.265,5.018,3.946,1.398,-1.085,6.847,2.658,-2.539,2.419,-0.626,4.032,1.33,-3.762,-0.268,3.455,-3.023,-1.733,4.855,0.292,-8.532,-4.521,6.447,0.684,-3.092,0.004,6.305,-0.001,3.637,-1.132,-8.753,3.286,6.301,3.389,-1.111,1.907,0.566,-2.861,-26.947,16.229,5.207,6.852,7.325,3.756,0.081,1.009,11.066,6.087,0.994,3.547,1.303,-3.026,5.172,2.618,3.015,3.361,0.329,-0.599,-4.101,1.647,-2.306,-6.862,5.046,-1.922,-2.827,-4.065
Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment,10.055,3.196,4.923,3.862,1.32,-1.153,6.771,2.581,-2.604,2.345,-0.705,3.944,1.245,-3.836,-7.187,3.388,-3.092,-1.802,4.769,0.21,-8.602,-4.597,6.364,0.606,-3.172,-0.067,1.776,-0.073,3.563,-1.2,-8.815,3.221,6.237,3.32,-1.173,1.836,0.493,-2.92,-27.018,16.143,5.126,6.761,7.234,3.67,-0.004,0.939,10.992,6.012,0.922,3.481,-13.627,-3.105,5.097,2.542,2.942,3.284,0.255,-0.674,-4.171,1.574,-2.374,-6.924,-2.172,-1.99,-2.898,-4.132
Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,7.325,3.373,4.586,3.898,0.764,-1.315,5.994,2.349,-3.501,2.056,-0.212,4.582,0.68,-3.587,-0.239,2.833,-2.18,-2.28,4.818,0.147,-9.177,-5.566,5.531,0.185,-3.82,-1.122,6.373,-0.294,3.221,-1.601,-7.837,2.506,6.729,3.732,-0.692,1.893,0.715,0.34,-24.544,13.315,2.914,5.91,7.628,2.254,-1.274,1.374,10.224,5.271,-2.627,2.087,0.138,-1.105,5.386,2.719,2.733,3.546,0.473,-1.873,-5.174,0.584,-3.34,-6.902,3.138,-1.171,-2.868,-4.004
