scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option,-1.493,-2.133,4.492,0.43,-0.986,-0.569,4.672,0.69,2.916,0.576,-5.303,2.415,8.5,2.928,-0.608,2.263,0.592,-1.088,-17.209,13.727,2.755,4.693,3.498,2.696,0.417,2.448,8.611,4.423,0.659,1.905,0.743,-1.154,4.51,1.088,1.264,3.245,2.364,0.498,-2.979,0.401,-1.965,-3.922,4.477,-1.714,-0.37,-3.298
Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option,-1.545,-2.257,4.359,0.302,-1.121,-0.691,4.529,0.565,2.79,0.47,-5.406,2.312,8.394,2.786,-0.733,2.125,0.454,-1.199,-17.322,13.578,2.61,4.531,3.337,2.542,0.261,2.317,8.473,4.282,0.522,1.779,0.606,-1.275,4.376,0.956,1.137,3.11,2.231,0.364,-3.102,0.274,-2.089,-4.035,4.333,-1.843,-0.511,-3.417
Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,Motilal Oswal Liquid Fund - Direct Growth,0.181,0.53,0.467,0.512,0.494,0.478,0.433,0.479,0.426,0.401,0.435,0.383,0.391,0.37,0.365,0.317,0.349,0.256,0.253,0.227,0.251,0.244,0.259,0.246,0.232,0.224,0.252,0.24,0.206,0.244,0.258,0.266,0.274,0.229,0.246,0.284,0.266,0.258,0.274,0.292,0.262,0.293,0.376
Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,Motilal Oswal Liquid Fund - Regular Growth,0.177,0.517,0.455,0.499,0.482,0.466,0.421,0.465,0.414,0.39,0.421,0.371,0.377,0.359,0.352,0.305,0.338,0.243,0.24,0.215,0.239,0.233,0.245,0.234,0.219,0.211,0.239,0.228,0.195,0.231,0.246,0.254,0.26,0.216,0.234,0.271,0.254,0.246,0.263,0.28,0.25,0.281,0.364
Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,-8.219,7.677,3.912,1.049,7.099,-7.277,8.594,0.726,2.146,-0.937,4.06,4.761,3.722,4.997,-5.59,-7.416,17.691,9.171,7.426,5.536,8.575,-5.371,-0.511,9.311,3.826,0.976,1.309,-0.367,7.214,-3.389,8.786,2.018,2.18,-4.884,8.887,2.965,-0.288,-8.308,-5.51,4.815,-12.588,-2.908,-5.909
Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,-8.249,7.641,3.881,1.014,7.065,-7.306,8.56,0.693,2.114,-0.967,4.024,4.729,3.688,4.963,-5.617,-7.446,17.654,9.138,7.391,5.501,8.54,-5.401,-0.543,9.276,3.791,0.941,1.279,-0.401,7.178,-3.42,8.75,1.986,2.146,-4.915,8.85,2.931,-0.32,-8.337,-5.538,4.781,-12.615,-2.939,-5.94
Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,0.076,0.473,-0.477,0.494,0.478,-1.001,0.479,0.427,-0.924,0.435,0.383,-0.806,0.371,0.364,-0.802,0.35,0.256,-0.663,0.285,0.252,-0.493,0.259,0.246,-0.526,0.225,0.251,-0.467,0.208,0.243,-0.491,0.267,0.273,-0.541,0.247,0.283,-0.578,0.259,0.274,-0.486,0.262,0.293,-0.543
Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,0.15,0.468,-0.283,0.03,-0.081,0.014,0.069,-0.115,0.019,0.037,-0.073,0.044,-0.069,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,-0.004,-0.021,-0.039,0.035,-0.04,0.02,0.026,0.26,-0.299,0.017,-0.015,-0.004,0.026,-0.08,0.013,0.025,-0.038,0.024,0.011,-0.032,0.024,-0.044,0.02,0.003,0.022,-0.069,0.045,0.033
Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,0.013,0.021,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,0.004,0.022,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment
Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,0.246,-0.232,0.051,0.03,-0.081,0.014,0.069,-0.087,0.019,-0.061,0.025,0.044,-0.069,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,-0.004,0.033,-0.079,0.036,-0.056,0.02,0.027,0.005,-0.046,-0.024,0.026,-0.004,0.026,-0.08,0.013,0.025,-0.038,0.023,-0.04,0.02,0.024,-0.044,0.02,0.003,0.022,-0.069,0.045,-0.065
Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,0.019,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,0.002,0.023,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,0.013,-0.01,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment
