scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,0.368,-0.438,0.892,0.147,1.036,0.826,0.782,0.65,0.176,0.348,0.204,-0.087,0.046,0.334,1.297,-0.213,0.153,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option
HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,0.365,-0.442,0.888,0.144,1.032,0.822,0.778,0.646,0.173,0.343,0.201,-0.091,0.041,0.331,1.293,-0.217,0.153,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option
HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,0.369,-0.439,0.893,0.147,1.036,0.826,0.782,0.65,0.176,0.347,0.205,-0.088,0.045,0.335,1.297,-0.213,0.153,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option
HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,0.222,-0.594,0.643,-0.122,0.214,-0.287,0.183,0.145,-0.192,-0.129,-0.047,-0.167,-0.059,0.147,0.446,-1.085,0.154,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option
HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,0.365,-0.442,0.888,0.144,1.031,0.823,0.778,0.646,0.172,0.343,0.201,-0.091,0.041,0.331,1.293,-0.216,0.153,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH
HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,0.225,-0.595,0.645,-0.122,0.214,-0.286,0.183,0.146,-0.197,-0.125,-0.048,-0.17,-0.054,0.144,0.448,-1.086,0.153,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option
HDFC Top 100 Fund - Growth Option - Direct Plan,8.347,2.559,2.962,2.065,1.664,-0.856,5.735,-2.257,-2.098,9.031,-3.136,2.635,4.124,-6.56,-4.161,4.45,-0.868,-1.462,7.041,5.31,-4.235,-2.51,1.316,1.711,-0.59,-0.549,9.42,-0.263,3.128,-0.64,-8.646,-1.765,3.886,5.702,0.832,0.461,-3.04,-4.765,-24.901,17.632,4.493,5.893,4.061,5.641,-3.734,1.235,13.419,7.308,4.432,6.68,-1.807,-1.803,8.467,0.847,0.518,4.459,4.596,2.462,-4.634,1.129,1.674,-5.156,6.561,-2.275,-1.891,-3.867
HDFC Top 100 Fund - Growth Option - Regular Plan,8.285,2.504,2.91,2.017,1.605,-0.914,5.671,-2.317,-2.154,8.966,-3.196,2.568,4.058,-6.613,-4.215,4.382,-0.938,-1.527,6.969,5.238,-4.294,-2.569,1.257,1.657,-0.645,-0.595,9.364,-0.303,3.079,-0.68,-8.677,-1.812,3.846,5.652,0.797,0.406,-3.087,-4.796,-24.943,17.574,4.444,5.847,4.008,5.597,-3.781,1.186,13.368,7.255,4.383,6.631,-1.85,-1.842,8.416,0.801,0.467,4.408,4.545,2.411,-4.679,1.08,1.627,-5.197,6.507,-2.318,-1.939,-3.915
HDFC Top 100 Fund - IDCW Option - Direct Plan,8.346,2.56,-5.571,2.064,1.664,-0.855,5.733,-2.254,-2.099,9.031,-3.136,2.634,4.124,-6.559,-14.43,4.449,-0.868,-1.469,7.041,5.308,-4.234,-2.511,1.315,1.711,-0.59,-0.547,-2.956,-0.262,3.129,-0.64,-8.646,-1.764,3.885,5.703,0.831,0.461,-3.04,-4.763,-34.254,17.632,4.493,5.893,4.061,5.643,-3.737,1.234,13.42,7.307,4.433,6.68,-10.799,-1.802,8.467,0.847,0.518,4.46,4.595,2.463,-4.635,1.129,1.674,-5.157,-3.657,-2.276,-1.892,-3.867
HDFC Top 100 Fund - IDCW Option - Regular Plan,8.285,2.504,-5.884,2.016,1.605,-0.914,5.672,-2.317,-2.155,8.967,-3.197,2.57,4.057,-6.613,-14.899,4.382,-0.938,-1.528,6.969,5.238,-4.293,-2.57,1.258,1.657,-0.645,-0.594,-3.677,-0.303,3.079,-0.681,-8.678,-1.812,3.848,5.651,0.797,0.405,-3.086,-4.796,-34.921,17.572,4.445,5.847,4.009,5.597,-3.779,1.187,13.366,7.254,4.383,6.633,-11.587,-1.843,8.417,0.801,0.468,4.409,4.546,2.41,-4.679,1.079,1.627,-5.199,-4.713,-2.316,-1.938,-3.916
HDFC Large and Mid Cap Fund - Growth Option,7.061,1.395,2.572,2.16,4.006,-2.232,4.895,-2.289,-3.224,8.7,-2.014,2.323,4.007,-6.609,-3.16,3.518,0.915,-2.179,5.589,3.48,-6.454,-2.507,1.242,1.96,-2.603,-0.58,9.313,-1.604,2.466,-1.308,-7.758,-0.732,4.323,6.354,1.117,0.462,-0.549,-4.369,-26.272,17.552,3.566,7.525,3.575,9.313,-2.784,-0.333,15.076,6.066,4.202,9.714,-0.355,-0.621,7.309,3.856,3.384,2.288,5.022,4.079,-3.555,-0.003,0.755,-6.211,6.851,-0.935,-3.376,-4.466
HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,7.07,1.404,2.579,2.167,4.014,-2.224,4.905,-2.28,-3.217,8.709,-2.005,2.331,4.015,-6.601,-3.152,3.532,0.924,-2.171,5.602,3.489,-6.444,-2.498,1.252,1.972,-2.589,-0.572,9.325,-1.601,2.489,-1.29,-7.751,-0.725,4.338,6.372,1.136,0.475,-0.521,-4.352,-26.24,17.567,3.589,7.549,3.608,9.336,-2.764,-0.302,15.106,6.108,4.238,9.765,-0.284,-0.566,7.374,3.894,3.431,2.342,5.076,4.092,-3.496,0.073,0.839,-6.151,6.895,-0.891,-3.313,-4.408
HDFC Large and Mid Cap Fund - IDCW Option,7.058,-8.815,2.477,2.159,4.007,-2.232,4.893,-2.286,-3.226,8.7,-2.011,2.322,4.004,-6.607,-12.676,3.518,0.914,-2.177,5.589,3.482,-6.455,-2.506,1.245,1.958,-2.601,-11.778,9.323,-1.608,2.463,-1.309,-7.755,-0.733,4.324,6.354,1.114,0.463,-0.548,-16.331,-26.273,17.549,3.545,7.521,3.581,9.314,-2.784,-0.337,15.076,6.068,4.201,-0.471,-0.353,-0.622,7.312,3.857,3.381,2.286,5.026,4.077,-3.554,-0.004,0.752,-6.208,6.852,-0.934,-3.377,-4.465
HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan,7.072,-7.769,2.581,2.163,4.008,-2.222,4.948,-2.276,-3.218,8.708,-2.005,2.33,4.017,-6.604,-11.538,3.519,0.923,-2.17,5.599,3.493,-6.442,-2.503,1.255,1.97,-2.59,-10.355,9.324,-1.6,2.49,-1.292,-7.744,-0.716,4.338,6.374,1.135,0.477,-0.523,-14.627,-26.246,17.56,3.588,7.557,3.607,9.343,-2.765,-0.299,15.112,6.106,4.238,1.224,-0.282,-0.567,7.375,3.893,3.431,2.34,5.078,4.141,-3.498,0.073,0.833,-6.203,6.876,-0.892,-3.313,-4.404
HDFC Mid-Cap Opportunities Fund - Growth Option - Direct Plan,7.617,3.558,4.992,3.675,-0.666,0.346,3.655,-1.051,-0.645,6.338,0.8,5.603,-2.593,-2.746,-2.535,6.637,-4.819,-3.05,4.976,2.883,-11.168,-0.417,0.744,2.817,-4.039,0.784,9.104,-3.232,2.586,-1.796,-8.981,-0.044,3.543,4.806,0.837,0.872,4.681,-1.854,-28.745,14.843,5.669,7.031,4.025,9.899,1.153,-0.73,14.677,5.456,1.314,10.285,1.024,0.944,5.538,4.392,3.667,1.281,3.911,1.187,-2.762,1.892,1.015,-5.834,5.115,0.78,-3.915,-4.349
HDFC Mid-Cap Opportunities Fund - Growth Plan,7.535,3.486,4.909,3.607,-0.748,0.267,3.573,-1.134,-0.721,6.256,0.713,5.509,-2.681,-2.824,-2.61,6.528,-4.903,-3.134,4.86,2.786,-11.241,-0.515,0.655,2.744,-4.118,0.711,9.02,-3.293,2.524,-1.845,-9.018,-0.099,3.496,4.745,0.798,0.821,4.629,-1.896,-28.79,14.774,5.61,6.972,3.959,9.839,1.1,-0.782,14.615,5.404,1.25,10.232,0.956,0.89,5.481,4.341,3.603,1.223,3.855,1.131,-2.815,1.83,0.952,-5.881,5.049,0.73,-3.971,-4.406
