scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,0.05,0.037,-0.004,-0.01,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,-0.046,0.022,0.013,-0.002,-0.006,0.014,-0.005,-0.005,-0.001,-0.015,0.029,-0.025,0.026,-0.017,0.016,-0.008,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,0.006,-0.022,0.026,-0.009,-0.007,0.018,-0.028,0.025,0.02,-0.007,-0.026
ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,-2.51,0.039,-0.052,0.037,0.015,-0.063,0.026,0.012,-0.032,0.025,-0.032,0.018,0.02,0.009,-0.027,0.028,-0.004,-0.037,0.023,-0.032,0.018,0.023,-0.033,0.018,0.025,-0.041,0.026,-0.035,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,0.035,0.013,-0.037,0.035
ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,ITI Overnight Fund - Direct Plan - Annual IDCW Option,0.178,0.401,0.382,0.296,0.236,0.258,0.237,0.258,0.252,0.251,0.25,0.217,0.25,0.259,0.219,0.265,0.253,0.269,0.263,0.277,0.261,0.258,0.273,0.271,0.293,0.296,0.249,0.276,0.313,0.33,0.355
ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,0.087,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option,ITI Overnight Fund - Direct Plan - Daily IDCW Option
ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,ITI Overnight Fund - Direct Plan - Weekly IDCW option,0.096,0.038,0.021,-0.066,0.027,0.014,-0.034,0.026,-0.033,0.017,0.021,0.012,-0.029,0.03,-0.003,-0.039,-0.076,0.066,0.017,0.026,-0.034,0.018,0.026,-0.044,0.027,-0.036,ITI Overnight Fund - Direct Plan - Weekly IDCW option,0.027,0.044,-0.061,0.027
ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,0.087,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option,ITI Overnight Fund - Regular Plan - Daily IDCW Option
ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,0.025,0.107,0.014,-0.057,0.027,0.013,-0.033,0.024,-0.032,0.017,0.019,0.013,-0.028,0.029,-0.003,-0.038,0.024,-0.033,0.016,0.024,0.007,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,0.203,0.277,-0.526,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,0.026,0.043,-0.06,0.027
ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,0.095,0.042,0.016,-0.065,0.027,0.013,-0.034,0.026,-0.033,0.019,0.022,0.01,-0.029,0.03,-0.004,-0.039,-0.068,0.059,0.019,0.024,-0.035,0.018,0.025,-0.042,0.027,-0.036,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,0.036,0.014,-0.038,0.036
ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,-2.983,0.127,0.16,0.108,0.072,0.105,0.09,0.089,0.11,0.093,0.095,0.086,0.074,0.117,0.068,0.122,0.08,0.115,0.091,0.101,0.105,0.074,0.123,0.093,0.096,-2.438,-0.03,0.038,-0.015,0.021,-0.023
ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,ITI Balanced Advantage Fund - Direct Plan - Growth Option,1.929,-2.44,-25.044,19.003,4.899,-0.866,2.521,-0.895,-0.005,0.668,3.275,2.957,1.714,2.103,1.097,-0.073,6.154,1.732,0.091,1.33,4.161,2.643,-0.467,0.97,0.256,-2.538,-0.029,-2.943,-1.283,-1.241
