scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Canara Robeco InDiGo Fund - Direct Plan - Growth,1.09,0.344,-0.679,0.541,0.455,0.072,0.822,1.088,-0.088,-0.275,0.209,0.165,0.64,0.063,0.705,-0.02,0.049,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth,Canara Robeco InDiGo Fund - Direct Plan - Growth
Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,1.09,0.345,-1.997,0.541,0.454,-1.261,0.822,1.089,-1.422,-0.276,0.21,-1.191,0.639,0.064,-0.657,-0.02,0.048,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Direct Plan - Quarterly Dividend
Canara Robeco InDiGo Fund - Regular Plan - Growth,1.035,0.295,-0.733,0.498,0.394,0.012,0.763,1.023,-0.145,-0.334,0.149,0.109,0.577,0.009,0.654,-0.053,0.032,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth,Canara Robeco InDiGo Fund - Regular Plan - Growth
Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,1.035,0.294,-2.131,0.498,0.395,-1.406,0.762,1.023,-1.569,-0.334,0.149,-1.342,0.576,0.01,-0.808,-0.053,0.031,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend,Canara Robeco InDiGo Fund - Regular Plan - Quarterly Dividend
Canara Robeco Short Term Fund- Direct Plan - Growth,0.592,0.194,0.582,0.353,0.663,0.617,0.88,0.62,0.221,0.441,0.299,0.201,0.28,0.448,0.772,0.005,0.049,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth,Canara Robeco Short Term Fund- Direct Plan - Growth
Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,-0.064,-0.005,0.582,0.353,0.08,0.618,0.1,0.134,0.221,-0.053,0.015,-0.065,-0.08,0.058,0.122,0.006,0.049,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend,Canara Robeco Short Term Fund- Direct Plan - Monthly Dividend
Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,-0.159,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,0.083,-0.143,-0.043,-0.042,0.163,-0.032,-0.063,-0.175,0.015,0.045,-0.187,0.072,-0.01,-0.314,0.049,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend,Canara Robeco Short Term Fund- Direct Plan - Weekly Dividend
Canara Robeco Short Term Fund- Regular Plan - Growth,0.55,0.159,0.545,0.319,0.621,0.577,0.84,0.578,0.182,0.401,0.259,0.164,0.242,0.417,0.745,-0.02,0.04,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth,Canara Robeco Short Term Fund- Regular Plan - Growth
