scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option,0.972,-0.264,0.94,0.5,0.889,0.689,1.121,0.688,0.206,0.913,0.089,-0.037,0.177,0.249,1.435,-0.566,-0.034,0.565,1.024,0.383,-0.107,0.4,1.055,0.946,0.508,0.39,1.446,-0.182,1.452,-1.797,1.323,0.544,0.472,1.644,1.177,-0.024,1.017,1.486,-0.943,-3.194,2.349,2.157,0.839,0.566,0.367,1.983,0.992,0.541,-0.268,-0.481,0.818,0.706,0.841,0.276,0.83,1.097,0.491,0.241,0.597,0.059,0.122,0.946,0.405,-0.128,-0.66,-0.022
Kotak Medium Term Fund - Direct Growth,0.972,-0.264,0.94,0.5,0.888,0.689,1.121,0.688,0.206,0.913,0.089,-0.037,0.177,0.248,1.435,-0.566,-0.033,0.564,1.023,0.384,-0.107,0.4,1.055,0.946,0.508,0.391,1.446,-0.182,1.452,-1.797,1.323,0.545,0.472,1.644,1.177,-0.024,1.018,1.486,-0.943,-3.194,2.349,2.157,1.084,0.567,0.367,1.982,0.992,0.54,-0.268,-0.481,0.818,0.706,0.84,0.276,0.83,1.097,0.491,0.241,0.597,0.06,0.121,0.935,0.405,-0.128,-0.66,-0.022
Kotak Medium Term Fund - Growth,0.897,-0.333,0.865,0.434,0.811,0.616,1.056,0.609,0.13,0.855,0.031,-0.092,0.098,0.189,1.387,-0.619,-0.088,0.507,0.963,0.316,-0.135,0.338,0.99,0.881,0.432,0.326,1.381,-0.245,1.387,-1.858,1.252,0.48,0.411,1.574,1.118,-0.087,0.954,1.43,-1.009,-3.259,2.27,2.071,1.004,0.496,0.291,1.907,0.905,0.452,-0.356,-0.561,0.758,0.643,0.765,0.192,0.75,1.016,0.412,0.147,0.507,-0.032,0.034,0.851,0.316,-0.203,-0.751,-0.111
Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,0.898,-0.334,0.2,0.435,0.81,-2.077,1.057,0.608,-1.425,0.855,0.031,-1.161,0.098,0.189,0.505,-0.619,-0.087,0.4,0.964,0.315,-1.409,0.338,0.99,-0.933,0.432,0.326,-0.222,-0.245,1.387,-2.128,1.251,0.48,-1.615,1.574,1.118,-2.376,0.954,1.429,-2.459,-3.259,2.269,0.07,1.004,0.495,-2.269,1.907,0.905,-2.74,-0.356,-0.561,0.758,0.644,0.764,-2.067,0.75,1.016,0.416,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option
Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option,0.897,-0.334,-7.076,0.434,0.811,0.616,1.055,0.608,0.131,0.855,0.031,-0.092,0.098,0.189,-4.527,-0.619,-0.088,0.507,0.963,0.316,0.267,0.338,0.99,0.882,0.431,0.324,-4.281,-0.245,1.387,-1.859,1.252,0.48,0.411,1.574,1.118,-0.087,0.954,1.43,-8.841,-3.259,2.269,2.071,1.004,0.495,0.291,1.906,0.905,0.452,-0.356,-0.56,-2.955,0.643,0.765,0.191,0.75,1.016,0.412,0.147,0.507,-0.032,0.033,0.851,0.316,-0.204,-0.752,-0.111
Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,-0.041,-3.551,1.842,-0.215,2.227,1.577,1.111,0.262,-0.762,-0.183,-0.443,-0.76,-0.712,-0.346,2.304,-1.068,0.1,0.327,0.935,0.145,0.092,0.824,1.477,1.137,-0.074,0.801,2.4,-0.315,2.028,0.944,2.492,0.405,-0.157,0.569,0.615,0.752,0.126,1.913,0.677,0.976,1.933,1.558,1.089,-0.259,-0.053,1.601,0.925,1.179,-0.537,-1.422,0.688,0.4,0.726,0.383,0.235,1.385,0.647,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct
Kotak Bond Fund - Direct Plan - Standard IDCW option,-0.041,-3.551,-8.683,-0.216,2.227,1.577,1.111,0.262,-0.762,-0.183,-0.443,-0.76,-0.712,-0.346,-0.347,-1.067,0.1,0.327,0.936,0.144,0.092,0.824,1.476,1.138,-0.074,0.801,-4.385,-0.315,2.029,0.945,2.494,0.405,-0.157,0.569,0.615,0.751,0.126,1.913,-11.798,0.975,1.933,1.558,1.088,-0.26,-0.053,1.601,0.925,1.179,-0.537,-1.422,-6.96,0.4,0.725,0.384,0.234,1.385,0.756,-0.262,0.97,-0.202,-0.64,0.967,0.409,-0.823,-0.794,0.07
Kotak Bond Fund - Growth - Direct,-0.041,-3.551,1.842,-0.216,2.226,1.577,1.111,0.262,-0.762,-0.182,-0.443,-0.76,-0.712,-0.347,2.303,-1.067,0.1,0.327,0.936,0.145,0.093,0.824,1.477,1.137,-0.074,0.801,2.396,-0.315,2.028,0.945,2.493,0.405,-0.157,0.569,0.615,0.751,0.126,1.913,0.676,0.975,1.933,1.558,1.089,-0.26,-0.053,1.601,0.925,1.179,-0.537,-1.422,0.687,0.4,0.725,0.383,0.235,1.385,0.756,-0.261,0.97,-0.202,-0.64,0.967,0.409,-0.823,-0.794,0.07
Kotak Bond Fund - Regular Plan - Standard IDCW Option,-0.109,-3.616,1.772,-0.277,2.15,1.505,1.038,0.182,-0.835,-0.254,-0.518,-0.833,-0.786,-0.392,2.231,-1.134,0.023,0.268,0.87,0.081,0.031,0.747,1.392,1.052,-0.164,0.721,2.317,-0.391,1.947,0.865,2.403,0.321,-0.237,0.481,0.535,0.666,0.041,1.841,0.589,0.893,1.846,1.465,0.999,-0.351,-0.145,1.523,0.84,1.088,-0.629,-1.508,0.592,0.326,0.643,0.299,0.155,1.3,0.678,-0.339,0.893,-0.278,-0.719,0.882,0.315,-0.903,-0.892,-0.028
Kotak Bond Fund - Regular Plan Growth,-0.109,-3.616,1.772,-0.277,2.15,1.505,1.038,0.182,-0.835,-0.254,-0.518,-0.833,-0.786,-0.392,2.232,-1.134,0.023,0.268,0.87,0.08,0.031,0.747,1.391,1.052,-0.164,0.721,2.317,-0.392,1.947,0.866,2.403,0.321,-0.236,0.481,0.535,0.665,0.041,1.841,0.589,0.893,1.846,1.465,0.999,-0.351,-0.145,1.523,0.84,1.088,-0.629,-1.508,0.592,0.327,0.643,0.299,0.154,1.3,0.678,-0.339,0.893,-0.278,-0.719,0.882,0.315,-0.903,-0.892,-0.028
Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,-0.108,-3.616,0.825,-0.277,2.151,-0.853,1.038,0.182,-2.346,-0.254,-0.518,-0.833,-0.786,-0.392,2.232,-1.134,0.024,0.267,0.87,0.08,0.031,0.747,1.392,1.052,-0.164,0.72,2.317,-0.391,1.947,0.865,2.403,0.321,-0.237,0.481,0.536,-3.8,0.041,1.841,0.589,0.893,1.846,1.465,0.998,-0.351,-0.47,1.523,0.841,0.655,-0.629,-1.508,0.592,0.327,0.642,0.3,0.154,1.3,0.605,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option
Kotak Dynamic Bond Fund - Daily Dividend - Direct,0.519,-1.176,1.084,0.322,0.025,0.464,0.369,0.317,-0.064,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct,Kotak Dynamic Bond Fund - Daily Dividend - Direct
Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,0.519,-1.175,1.084,0.451,1.134,-2.739,1.332,0.878,-2.022,0.37,0.071,-0.711,0.082,0.145,0.811,-0.597,-0.077,0.406,1.17,0.502,-1.342,0.653,1.444,-1.971,0.595,0.89,-0.252,-0.367,2.194,-2.468,2.096,0.273,-1.864,1.108,0.884,-1.695,0.648,1.379,-2.271,0.452,1.968,-2.786,1.204,-0.049,-1.703,1.904,0.802,-2.547,-0.632,-1.093,1.108,0.542,0.584,-1.263,0.332,1.107,0.719,0.097,0.682,-0.172,-0.18,0.681,0.397,-0.297,-0.877,-0.196
Kotak Dynamic Bond Fund - Growth - Direct,0.518,-1.176,1.084,0.451,1.133,1.06,1.332,0.878,-0.171,0.371,0.071,-0.297,0.082,0.145,1.339,-0.597,-0.077,0.581,1.171,0.501,0.214,0.653,1.444,1.468,0.595,0.889,1.794,-0.368,2.193,0.814,2.097,0.274,0.206,1.108,0.884,0.094,0.648,1.379,0.097,0.452,1.968,1.966,1.204,-0.048,0.177,1.903,0.802,0.51,-0.632,-1.093,1.107,0.541,0.584,0.292,0.331,1.107,0.718,0.097,0.682,-0.172,-0.18,0.681,0.396,-0.297,-0.878,-0.195
Kotak Dynamic Bond Fund - Weekly Dividend Direct,0.518,-1.175,1.084,0.451,0.3,-0.356,0.309,0.297,-0.342,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct,Kotak Dynamic Bond Fund - Weekly Dividend Direct
Kotak Dynamic Bond Fund Regular Plan - Standard Income Distribution cum capital withdrawal option,0.473,-1.217,1.038,0.413,1.088,-2.514,1.287,0.832,-1.938,0.327,0.026,-0.625,0.035,0.102,0.898,-0.634,-0.122,0.493,1.124,0.455,-1.255,0.606,1.391,-1.888,0.54,0.839,-0.156,-0.419,2.139,-2.369,2.039,0.221,-1.766,1.051,0.834,-1.602,0.594,1.334,-2.175,0.404,1.918,-2.689,1.152,-0.102,-1.613,1.848,0.746,-2.446,-0.693,-1.148,1.045,0.49,0.525,-0.979,0.273,1.047,0.656,0.036,0.621,-0.234,-0.247,0.608,0.318,-0.364,-0.959,-0.274
Kotak Dynamic Bond Fund Regular Plan Daily Dividend,0.472,-1.217,1.039,0.413,0.038,-0.177,0.367,0.045,-0.11,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Kotak Dynamic Bond Fund Regular Plan Daily Dividend
Kotak Dynamic Bond Fund Regular Plan Growth,0.473,-1.217,1.038,0.413,1.088,1.015,1.288,0.831,-0.213,0.327,0.026,-0.339,0.036,0.103,1.298,-0.633,-0.122,0.539,1.125,0.455,0.172,0.606,1.391,1.416,0.54,0.839,1.743,-0.419,2.139,0.763,2.038,0.221,0.155,1.051,0.834,0.041,0.594,1.334,0.045,0.404,1.918,1.913,1.151,-0.101,0.119,1.848,0.745,0.45,-0.692,-1.149,1.046,0.49,0.525,0.231,0.273,1.047,0.656,0.037,0.62,-0.234,-0.248,0.608,0.318,-0.364,-0.959,-0.274
Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,0.473,-1.217,1.039,0.413,0.519,-0.356,0.305,0.303,-0.351,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Kotak Dynamic Bond Fund Regular Plan Weekly Dividend
Kotak Corporate Bond Fund- Direct Plan- Growth Option,0.817,0.385,0.524,0.423,0.665,0.687,0.904,0.666,0.316,0.483,0.41,0.251,0.36,0.52,0.837,0.248,0.384,0.668,0.798,0.558,0.215,0.682,0.904,0.826,0.723,0.705,1.095,0.155,1.282,0.227,1.339,0.919,0.433,1.167,0.594,0.292,0.749,0.597,0.347,0.315,1.462,1.62,1.054,0.394,0.253,1.072,0.768,0.455,-0.455,-0.133,0.777,0.552,0.404,0.268,0.577,0.733,0.344,0.208,0.32,0.152,0.14,0.471,0.463,0.002,-0.502,0.229
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,0.076,-0.006,0.171,-0.309,0.137,-0.297,0.325,-0.11,-0.235,0.061,-0.128,-0.106,0.079,0.004,0.222,-0.533,0.052,0.181,-0.03,-0.176,-0.005,0.045,0.222,-0.075,-0.364,0.083,0.348,-0.767,0.809,-0.871,0.388,-0.16,-0.377,0.551,-0.336,-0.081,0.024,-0.46,-0.072,0.125,0.148,0.293,-1.016,0.069,0.007,0.121,-0.013,-0.204,-0.795,-0.517,0.676,-0.452,-0.173,-0.364,0.404,0.028,-0.394,-0.05,0.014,-0.163,0.118,-0.07,0.135,-0.31,-0.502,0.121
Kotak Corporate Bond Fund- Regular Plan-Growth Option,0.801,0.369,0.508,0.409,0.648,0.671,0.88,0.64,0.293,0.459,0.386,0.228,0.334,0.497,0.815,0.228,0.359,0.645,0.773,0.534,0.192,0.657,0.883,0.805,0.7,0.684,1.073,0.135,1.261,0.206,1.315,0.898,0.412,1.144,0.571,0.268,0.725,0.578,0.324,0.293,1.44,1.595,1.03,0.371,0.229,1.05,0.744,0.429,-0.484,-0.162,0.743,0.526,0.375,0.24,0.55,0.705,0.315,0.179,0.29,0.122,0.111,0.444,0.434,-0.023,-0.532,0.2
