scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
ICICI Prudential Child Care Plan Study - Cumulative,1.788,-0.287,2.184,0.537,1.835,1.224,1.417,0.072,-0.133,1.17,-0.115,0.715,-0.59,-0.771,0.887,0.568,-1.043,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative,ICICI Prudential Child Care Plan Study - Cumulative
ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,1.616,-0.238,2.227,0.582,1.889,1.274,1.467,0.125,-0.085,1.22,-0.058,0.771,-0.529,-0.716,0.937,0.612,-1.003,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative
ICICI Prudential Dynamic Bond Fund - Annual Dividend,0.438,-1.866,1.704,0.147,1.778,1.257,1.199,0.659,-0.259,-7.204,0.022,-0.579,-0.721,-0.08,2.473,-1.104,-0.274,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend,ICICI Prudential Dynamic Bond Fund - Annual Dividend
ICICI Prudential Dynamic Bond Fund - Bonus,0.437,-1.866,1.704,0.147,1.778,1.257,1.199,0.659,-0.259,-0.46,0.021,-0.579,-0.721,-0.081,2.473,-1.104,-0.274,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus,ICICI Prudential Dynamic Bond Fund - Bonus
ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,-1.996,1.704,0.123,0.161,-0.078,0.369,ICICI Prudential Dynamic Bond Fund - Daily Dividend,-0.321,-0.46,0.022,-0.579,-0.72,-0.081,1.968,-1.342,-0.275,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend,ICICI Prudential Dynamic Bond Fund - Daily Dividend
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,-0.224,-1.956,1.225,-0.258,0.757,0.421,0.413,-0.064,-0.63,-0.623,-0.053,-0.515,-0.649,-0.016,1.519,-1.301,-0.223,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,0.504,-1.795,1.788,0.216,1.862,1.327,1.267,0.732,-0.195,-0.392,0.088,-0.514,-0.649,-0.015,2.538,-1.049,-0.223,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,0.504,-2.264,1.788,0.216,1.862,-3.8,1.267,-3.802,-0.195,-0.393,0.089,-0.515,-0.649,-0.015,2.537,-1.049,-0.223,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend
