scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022 
Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,Mirae Asset Healthcare Fund Direct IDCW,1.471,8.033,-2.952,-0.662,-0.949,-1.117,1.052,-0.707,4.041,0.536,-4.926,-1.434,-2.031,3.807,-1.99,7.331,2.598,0.963,4.644,1.12,-8.18,27.824,2.736,1.757,14.187,2.211,8.271,-2.796,6.643,6.411,-5.989,3.095,2.364,8.483,3.846,5.658,3.129,2.15,0.06,-3.009,-0.115,4.726,-5.593,-5.538,-3.091,-0.978,-6.176,-1.761
Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,Mirae Asset Healthcare Fund Regular IDCW,1.362,7.915,-3.059,-0.796,-1.085,-1.249,0.895,-0.81,3.908,0.402,-5.065,-1.563,-2.153,3.691,-2.096,7.175,2.475,0.828,4.51,1.007,-8.33,27.654,2.609,1.622,14.041,2.072,8.128,-2.911,6.507,6.26,-6.121,2.965,2.23,8.344,3.716,5.524,3.001,2.037,-0.067,-3.124,-0.239,4.59,-5.708,-5.644,-3.249,-1.087,-6.284,-1.885
Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),Mirae Asset Nifty 50 ETF (MAN50ETF),2.433,-0.141,-0.641,-0.821,7.017,0.741,1.98,-2.271,-5.991,-0.075,6.289,4.768,2.225,0.987,-1.766,-4.291,-25.863,19.207,5.828,6.179,6.369,5.415,-0.381,2.166,12.36,6.958,1.895,3.508,0.766,-1.547,6.607,0.911,0.699,7.527,2.705,2.394,-4.2,1.118,-0.259,-4.29,6.409,-3.178,-2.818,-4.516
Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,Mirae Asset Equity Savings Fund Direct IDCW,0.12,0.279,0.189,2.864,0.443,1.662,0.207,-1.888,0.775,2.529,2.868,1.399,1.112,-0.018,-0.895,-11.845,8.276,2.725,3.733,3.854,3.358,1.334,0.633,5.079,3.113,1.274,2.768,-7.412,0.216,3.109,1.473,1.719,2.012,0.858,1.49,-0.695,0.505,-0.207,-2.043,-5.48,-0.875,-1.414,-1.426
Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,Mirae Asset Equity Savings Fund Regular IDCW,0.08,0.169,0.099,2.781,0.348,1.572,0.123,-2.013,0.665,2.435,2.773,1.303,1.016,-0.081,-0.961,-11.927,8.2,2.659,3.64,3.772,3.275,1.246,0.551,4.987,3.026,1.129,2.686,-7.694,0.132,3.026,1.389,1.621,1.921,0.772,1.405,-0.778,0.418,-0.288,-2.125,-6.24,-0.947,-1.504,-1.502
Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Mirae Asset Equity Savings Fund- Direct Plan- Growth,0.12,0.289,0.189,2.873,0.443,1.661,0.216,-1.887,0.766,2.538,2.868,1.398,1.111,-0.009,-0.903,-11.875,8.285,2.734,3.731,3.862,3.366,1.333,0.633,5.085,3.12,1.281,2.766,0.46,0.214,3.106,1.471,1.717,2.005,0.858,1.494,-0.693,0.505,-0.204,-2.046,2.284,-0.876,-1.416,-1.43
Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,Mirae Asset Equity Savings Fund- Regular Plan- Growth,0.08,0.169,0.099,2.752,0.348,1.563,0.114,-2.004,0.666,2.436,2.774,1.304,1.016,-0.099,-0.961,-11.905,8.202,2.66,3.641,3.773,3.276,1.255,0.551,4.989,3.035,1.185,2.677,0.388,0.136,3.031,1.386,1.628,1.915,0.779,1.402,-0.776,0.419,-0.292,-2.117,2.198,-0.949,-1.496,-1.505
Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,Mirae Asset Focused Fund Direct IDCW,8.188,-1.413,-4.589,2.615,5.973,6.42,1.474,1.5,0.401,-3.997,-26.262,17.256,6.042,9.565,7.476,6.42,0.369,2.099,11.818,5.709,3.193,5.574,1.481,-1.417,5.881,4.771,3.817,5.479,2.098,4.81,-2.42,1.194,-2.441,-5.42,3.794,-3.15,-3.119,-3.618
Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,Mirae Asset Focused Fund Direct Plan Growth,8.188,-1.422,-4.599,2.625,5.963,6.421,1.483,1.491,0.409,-3.972,-26.266,17.266,6.041,9.563,7.474,6.418,0.369,2.098,11.824,5.708,3.192,5.573,1.481,-1.416,5.88,4.77,3.822,5.478,2.098,4.809,-2.42,1.194,-2.44,-5.419,3.793,-3.149,-3.118,-3.617
Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,Mirae Asset Focused Fund Regular IDCW,8.098,-1.544,-4.741,2.478,5.831,6.263,1.331,1.352,0.27,-4.066,-26.365,17.117,5.913,9.436,7.335,6.294,0.243,1.972,11.691,5.57,3.058,5.443,1.346,-1.536,5.758,4.647,3.702,5.356,1.977,4.681,-2.531,1.081,-2.554,-5.509,3.684,-3.237,-3.216,-3.713
Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,Mirae Asset Focused Fund Regular Plan Growth,8.108,-1.543,-4.74,2.478,5.831,6.263,1.339,1.352,0.27,-4.057,-26.371,17.129,5.912,9.414,7.336,6.295,0.243,1.972,11.683,5.571,3.051,5.451,1.346,-1.536,5.759,4.642,3.702,5.356,1.977,4.676,-2.532,1.081,-2.549,-5.51,3.684,-3.237,-3.222,-3.714
Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,Mirae Asset Midcap Fund - Regular Plan,-0.181,0.414,5.894,6.173,1.345,1.927,1.997,-1.805,-27.877,15.331,4.301,8.008,5.304,8.809,0.958,1.202,13.799,6.28,5.683,7.616,1.285,1.636,6.378,5.063,4.97,1.957,2.469,3.541,-3.363,1.287,0.114,-6.136,4.943,-0.845,-4.398,-3.266
Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund Direct IDCW,-0.171,0.555,6.037,6.328,1.474,2.068,2.114,-1.72,-27.733,15.486,4.434,8.149,5.448,8.94,1.087,1.323,13.937,6.421,5.833,7.746,1.415,1.759,6.5,5.188,5.088,2.077,2.585,3.655,-3.254,1.404,0.219,-6.045,-3.415,-0.76,-4.31,-3.167
Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund Regular IDCW,-0.181,0.414,5.894,6.164,1.354,1.927,1.988,-1.805,-27.861,15.329,4.3,8.007,5.314,8.798,0.958,1.219,13.795,6.272,5.69,7.621,1.223,1.643,6.374,5.065,4.971,1.957,2.47,3.537,-3.36,1.287,0.114,-6.138,-3.607,-0.846,-4.396,-3.267
Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,Mirae Asset Midcap Fund- Direct Growth Fund,-0.171,0.555,6.047,6.327,1.483,2.067,2.113,-1.711,-27.746,15.474,4.434,8.15,5.449,8.94,1.087,1.332,13.937,6.413,5.834,7.747,1.415,1.759,6.495,5.188,5.089,2.077,2.581,3.661,-3.254,1.409,0.215,-6.046,5.05,-0.759,-4.309,-3.167
Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW,Mirae Asset Overnight Fund Direct Daily IDCW
